ID	CHARACTER	PINYIN	DOCULECT	DOCULECT_IN_SOURCE	READING	SEMANTIC_CLASS	PHONETIC_CLASS	KARLGREN_ID	CONCEPT
6922	言	yán	Middle_Chinese	Middle Chinese	ŋǝn	149	0251	0251 a-d	
6923	峨	é	Old_Chinese	Classical Old Chinese	ŋāj	46	0002	0002 k	
6924	峨	é	Late_Han_Chinese	Eastern Han Chinese	ŋǟ	46	0002	0002 k	
6925	峨	é	Middle_Chinese	Middle Chinese	ŋâ	46	0002	0002 k	
6926	患	huàn	Old_Chinese	Classical Old Chinese	g(h)wrānh	61	0159	0159 f	
6927	患	huàn	Late_Han_Chinese	Eastern Han Chinese	gwrānh (~ ɣ-)	61	0159	0159 f	
6928	患	huàn	Middle_Chinese	Middle Chinese	ɣwạ̀n	61	0159	0159 f	
6929	噳	yǔ	Old_Chinese	Classical Old Chinese	ŋ(h)uá	0	0059	0059 j-k	
6930	噳	yǔ	Late_Han_Chinese	Eastern Han Chinese	ŋ(h)uá	0	0059	0059 j-k	
6931	噳	yǔ	Middle_Chinese	Middle Chinese	ŋǘ	0	0059	0059 j-k	
6932	典	diǎn	Old_Chinese	Classical Old Chinese	tǝ̄́n	12	0476	0476 a-c	
6933	典	diǎn	Late_Han_Chinese	Eastern Han Chinese	tǝ̄́n	12	0476	0476 a-c	
6934	典	diǎn	Middle_Chinese	Middle Chinese	tíen	12	0476	0476 a-c	
6935	凶	xiōng	Old_Chinese	Classical Old Chinese	ŋ̥oŋ	17	1183	1183 a	
6936	凶	xiōng	Late_Han_Chinese	Eastern Han Chinese	ŋ̥oŋ	17	1183	1183 a	
6937	凶	xiōng	Middle_Chinese	Middle Chinese	xöuŋ	17	1183	1183 a	
6938	衾	qīn	Old_Chinese	Classical Old Chinese	kh(r)ǝm	145	0651	0651 h	
6939	衾	qīn	Late_Han_Chinese	Eastern Han Chinese	kh(r)ǝm	145	0651	0651 h	
6940	衾	qīn	Middle_Chinese	Middle Chinese	khim	145	0651	0651 h	
6941	姆	mǔ	Old_Chinese	Classical Old Chinese	mǝ̄h	38	0947	0947 f	
6942	姆	mǔ	Late_Han_Chinese	Eastern Han Chinese	mǝ̄h	38	0947	0947 f	
6943	姆	mǔ	Middle_Chinese	Middle Chinese	mʌ̀w	38	0947	0947 f	
6944	窗	chuāng	Old_Chinese	Classical Old Chinese	shrōŋ	116			
6945	窗	chuāng	Late_Han_Chinese	Eastern Han Chinese	ṣhōŋ	116			
6946	窗	chuāng	Middle_Chinese	Middle Chinese	c̣hạuŋ	116			
6947	汀	tīng	Old_Chinese	Classical Old Chinese	thēŋ	85	0833	0833 f	
6948	汀	tīng	Late_Han_Chinese	Eastern Han Chinese	thiēŋ	85	0833	0833 f	
6949	汀	tīng	Middle_Chinese	Middle Chinese	thieŋ	85	0833	0833 f	
6950	險	xiǎn	Old_Chinese	Classical Old Chinese	hrám	170	0613	0613 f	
6951	險	xiǎn	Late_Han_Chinese	Eastern Han Chinese	hrám	170	0613	0613 f	
6952	險	xiǎn	Middle_Chinese	Middle Chinese	xé́m	170	0613	0613 f	
6953	抴	yì	Old_Chinese	Classical Old Chinese	lać	0	0339	0339 e	
6954	抴	yì	Late_Han_Chinese	Eastern Han Chinese	źaś	0	0339	0339 e	
6955	抴	yì	Middle_Chinese	Middle Chinese	jèj	0	0339	0339 e	
6956	把	bǎ	Old_Chinese	Classical Old Chinese	prā́	64	0039	0039 b	
6957	把	bǎ	Late_Han_Chinese	Eastern Han Chinese	prǟ́	64	0039	0039 b	
6958	把	bǎ	Middle_Chinese	Middle Chinese	pạ́	64	0039	0039 b	
6959	確	què	Old_Chinese	Classical Old Chinese	khrāuk	112	1117	1117 d	
6960	確	què	Late_Han_Chinese	Eastern Han Chinese	khrāuk	112	1117	1117 d	
6961	確	què	Middle_Chinese	Middle Chinese	khạuk	112	1117	1117 d	
6962	祟	suì	Old_Chinese	Classical Old Chinese	swǝć	113	0528	0528 a	
6963	祟	suì	Late_Han_Chinese	Eastern Han Chinese	swǝś	113	0528	0528 a	
6964	祟	suì	Middle_Chinese	Middle Chinese	sjwì	113	0528	0528 a	
6965	帨	shuì	Old_Chinese	Classical Old Chinese	ƛwać	50	0324	0324 g	
6966	帨	shuì	Late_Han_Chinese	Eastern Han Chinese	śwaś	50	0324	0324 g	
6967	帨	shuì	Middle_Chinese	Middle Chinese	śwèj	50	0324	0324 g	
6968	快	kuài	Old_Chinese	Classical Old Chinese	khwrāć	61	0312	0312 k	
6969	快	kuài	Late_Han_Chinese	Eastern Han Chinese	khwrāś	61	0312	0312 k	
6970	快	kuài	Middle_Chinese	Middle Chinese	khwạ̀j	61	0312	0312 k	
6971	新	xīn	Old_Chinese	Classical Old Chinese	sin	69	0382	0382 k-m	
6972	新	xīn	Late_Han_Chinese	Eastern Han Chinese	sjǝn	69	0382	0382 k-m	
6973	新	xīn	Middle_Chinese	Middle Chinese	sjin	69	0382	0382 k-m	
6974	墳	fén	Old_Chinese	Classical Old Chinese	bhǝn	32	0437	0437 m	
6975	墳	fén	Late_Han_Chinese	Eastern Han Chinese	bhwǝn	32	0437	0437 m	
6976	墳	fén	Middle_Chinese	Middle Chinese	bün	32	0437	0437 m	
6977	杏	xìng	Old_Chinese	Classical Old Chinese	g(h)rā́ŋ	75	0749	0749 a-c	
6978	杏	xìng	Late_Han_Chinese	Eastern Han Chinese	grḗŋ (~ ɣ-)	75	0749	0749 a-c	
6979	杏	xìng	Middle_Chinese	Middle Chinese	ɣạ̈́iŋ	75	0749	0749 a-c	
6980	夸	kuā	Old_Chinese	Classical Old Chinese	khwrā	37	0043	0043 a	
6981	夸	kuā	Late_Han_Chinese	Eastern Han Chinese	khwrǟ	37	0043	0043 a	
6982	夸	kuā	Middle_Chinese	Middle Chinese	khʷạ	37	0043	0043 a	
6983	圓	yuán	Old_Chinese	Classical Old Chinese	wran	31	0227	0227 c	
6984	圓	yuán	Late_Han_Chinese	Eastern Han Chinese	wran	31	0227	0227 c	
6985	圓	yuán	Middle_Chinese	Middle Chinese	wen	31	0227	0227 c	
6986	囊	náng	Old_Chinese	Classical Old Chinese	nāŋ	30	0730	0730 l	
6987	囊	náng	Late_Han_Chinese	Eastern Han Chinese	nāŋ	30	0730	0730 l	
6988	囊	náng	Middle_Chinese	Middle Chinese	nâŋ	30	0730	0730 l	
6989	戀	liàn	Old_Chinese	Classical Old Chinese	rwanh	61	0178	0178 m	
6990	戀	liàn	Late_Han_Chinese	Eastern Han Chinese	rwanh	61	0178	0178 m	
6991	戀	liàn	Middle_Chinese	Middle Chinese	lwèn	61	0178	0178 m	
6992	鬯	chàng	Old_Chinese	Classical Old Chinese	thraŋh	192	0719	0719 a-d	
6993	鬯	chàng	Late_Han_Chinese	Eastern Han Chinese	ṭhaŋh	192	0719	0719 a-d	
6994	鬯	chàng	Middle_Chinese	Middle Chinese	ṭhàŋ	192	0719	0719 a-d	
6995	侯	hóu	Old_Chinese	Classical Old Chinese	g(h)ō	9	0113	0113 a-d	
6996	侯	hóu	Late_Han_Chinese	Eastern Han Chinese	gwā (~ ɣ-)	9	0113	0113 a-d	
6997	侯	hóu	Middle_Chinese	Middle Chinese	ɣʌw	9	0113	0113 a-d	
6998	果	guǒ	Old_Chinese	Classical Old Chinese	kwā́j	75	0351	0351 a-b	
6999	果	guǒ	Late_Han_Chinese	Eastern Han Chinese	kwǟ́	75	0351	0351 a-b	
7000	果	guǒ	Middle_Chinese	Middle Chinese	kwấ	75	0351	0351 a-b	
7001	天	tiān	Old_Chinese	Classical Old Chinese	thīn	37	0361	0361 a-c	
7002	天	tiān	Late_Han_Chinese	Eastern Han Chinese	thiǝ̄n	37	0361	0361 a-c	
7003	天	tiān	Middle_Chinese	Middle Chinese	thien	37	0361	0361 a-c	
7004	旬	xún	Old_Chinese	Classical Old Chinese	whin	72	0392	0392 a-d	
7005	旬	xún	Late_Han_Chinese	Eastern Han Chinese	whjǝn	72	0392	0392 a-d	
7006	旬	xún	Middle_Chinese	Middle Chinese	zjwin	72	0392	0392 a-d	
7007	斥	chì	Old_Chinese	Classical Old Chinese	thiak	69	0792	0792 a-c	
7008	斥	chì	Late_Han_Chinese	Eastern Han Chinese	ćhiak	69	0792	0792 a-c	
7009	斥	chì	Middle_Chinese	Middle Chinese	ćhek	69	0792	0792 a-c	
7010	襦	rú	Old_Chinese	Classical Old Chinese	n(h)o	145	0134	0134 i	
7011	襦	rú	Late_Han_Chinese	Eastern Han Chinese	ń(h)wa	145	0134	0134 i	
7012	襦	rú	Middle_Chinese	Middle Chinese	ńü	145	0134	0134 i	
7013	沙	shā	Old_Chinese	Classical Old Chinese	srāj	85	0016	0016 a-c	
7014	沙	shā	Late_Han_Chinese	Eastern Han Chinese	ṣǟ	85	0016	0016 a-c	
7015	沙	shā	Middle_Chinese	Middle Chinese	ṣạ	85	0016	0016 a-c	
7016	云	yún	Old_Chinese	Classical Old Chinese	wǝn	7	0460	0460 a	
7017	云	yún	Late_Han_Chinese	Eastern Han Chinese	wǝn	7	0460	0460 a	
7018	云	yún	Middle_Chinese	Middle Chinese	ɦün	7	0460	0460 a	
7019	汝	rǔ	Old_Chinese	Classical Old Chinese	nhá	85	0094	0094 j-k	
7020	汝	rǔ	Late_Han_Chinese	Eastern Han Chinese	ńhá	85	0094	0094 j-k	
7021	汝	rǔ	Middle_Chinese	Middle Chinese	ńö́	85	0094	0094 j-k	
7022	卜	bǔ [pú] [bū] [+bó]	Old_Chinese	Classical Old Chinese	pōk	25	1210	1210 a-d	
7023	卜	bǔ [pú] [bū] [+bó]	Late_Han_Chinese	Eastern Han Chinese	pōk	25	1210	1210 a-d	
7024	卜	bǔ [pú] [bū] [+bó]	Middle_Chinese	Middle Chinese	puk	25	1210	1210 a-d	
7025	掎	ǰi	Old_Chinese	Classical Old Chinese	káj	0	0001	0001 y	
7026	掎	ǰi	Late_Han_Chinese	Eastern Han Chinese	káj	0	0001	0001 y	
7027	掎	ǰi	Middle_Chinese	Middle Chinese	ké	0	0001	0001 y	
7028	病	bìng	Old_Chinese	Classical Old Chinese	braŋh	104	0757	0757 k	
7029	病	bìng	Late_Han_Chinese	Eastern Han Chinese	breŋh	104	0757	0757 k	
7030	病	bìng	Middle_Chinese	Middle Chinese	bä̀iŋ	104	0757	0757 k	
7031	屆	jiè	Old_Chinese	Classical Old Chinese	krǝ̄ć	44	0510	0510 b	
7032	屆	jiè	Late_Han_Chinese	Eastern Han Chinese	krǝ̄ś	44	0510	0510 b	
7033	屆	jiè	Middle_Chinese	Middle Chinese	kạ̈̀j	44	0510	0510 b	
7034	主	zhǔ	Old_Chinese	Classical Old Chinese	tó	3	0129	0129 a	
7035	主	zhǔ	Late_Han_Chinese	Eastern Han Chinese	ćwá	3	0129	0129 a	
7036	主	zhǔ	Middle_Chinese	Middle Chinese	ćǘ	3	0129	0129 a	
7037	亹	wěi	Old_Chinese	Classical Old Chinese	m(h)ǝ́j	8	0585	0585 a	
7038	亹	wěi	Late_Han_Chinese	Eastern Han Chinese	m(h)wǝ́j	8	0585	0585 a	
7039	亹	wěi	Middle_Chinese	Middle Chinese	mwɨ́j	8	0585	0585 a	
7040	舌	shé	Old_Chinese	Classical Old Chinese	lat	135	0288	0288 a	
7041	舌	shé	Late_Han_Chinese	Eastern Han Chinese	źat	135	0288	0288 a	
7042	舌	shé	Middle_Chinese	Middle Chinese	źet	135	0288	0288 a	
7043	食	shí	Old_Chinese	Classical Old Chinese	lǝk	184	0921	0921 a-c	
7044	食	shí	Late_Han_Chinese	Eastern Han Chinese	źǝk	184	0921	0921 a-c	
7045	食	shí	Middle_Chinese	Middle Chinese	źik	184	0921	0921 a-c	
7046	壘	lěi	Old_Chinese	Classical Old Chinese	r(h)wǝ́j	32			
7047	壘	lěi	Late_Han_Chinese	Eastern Han Chinese	r(h)wǝ́j	32			
7048	壘	lěi	Middle_Chinese	Middle Chinese	lwí	32			
7049	爆	bào	Old_Chinese	Classical Old Chinese	prāwh	86			
7050	爆	bào	Late_Han_Chinese	Eastern Han Chinese	prāwh	86			
7051	爆	bào	Middle_Chinese	Middle Chinese	pạ̀w	86			
7052	靈	líng	Old_Chinese	Classical Old Chinese	rēŋ	173	0836	0836 i	
7053	靈	líng	Late_Han_Chinese	Eastern Han Chinese	riēŋ	173	0836	0836 i	
7054	靈	líng	Middle_Chinese	Middle Chinese	lieŋ	173	0836	0836 i	
7055	隨	suí	Old_Chinese	Classical Old Chinese	lhwaj	170	0011	0011 g	
7056	隨	suí	Late_Han_Chinese	Eastern Han Chinese	zhwe	170	0011	0011 g	
7057	隨	suí	Middle_Chinese	Middle Chinese	zjwe	170	0011	0011 g	
7058	鱢	kuài	Old_Chinese	Classical Old Chinese	shāw	195	1134	1134 f	
7059	鱢	kuài	Late_Han_Chinese	Eastern Han Chinese	shāw	195	1134	1134 f	
7060	鱢	kuài	Middle_Chinese	Middle Chinese	sâw	195	1134	1134 f	
7061	粒	lì	Old_Chinese	Classical Old Chinese	rhǝp	119	0694	0694 f	
7062	粒	lì	Late_Han_Chinese	Eastern Han Chinese	rhǝp	119	0694	0694 f	
7063	粒	lì	Middle_Chinese	Middle Chinese	lip	119	0694	0694 f	
7064	穆	mù	Old_Chinese	Classical Old Chinese	m(h)iuk	115	1035	1035 a-b	
7065	穆	mù	Late_Han_Chinese	Eastern Han Chinese	m(h)jǝuk	115	1035	1035 a-b	
7066	穆	mù	Middle_Chinese	Middle Chinese	mük	115	1035	1035 a-b	
7067	陰	yīn	Old_Chinese	Classical Old Chinese	ʔ(r)ǝm	170	0651	0651 y-z	
7068	陰	yīn	Late_Han_Chinese	Eastern Han Chinese	ʔ(r)ǝm	170	0651	0651 y-z	
7069	陰	yīn	Middle_Chinese	Middle Chinese	ʔim	170	0651	0651 y-z	
7070	妾	qiè	Old_Chinese	Classical Old Chinese	shap	38	0635	0635 a-c	
7071	妾	qiè	Late_Han_Chinese	Eastern Han Chinese	shjap	38	0635	0635 a-c	
7072	妾	qiè	Middle_Chinese	Middle Chinese	chjep	38	0635	0635 a-c	
7073	死	sǐ	Old_Chinese	Classical Old Chinese	síj	78	0558	0558 a-c	
7074	死	sǐ	Late_Han_Chinese	Eastern Han Chinese	sjǝ́j	78	0558	0558 a-c	
7075	死	sǐ	Middle_Chinese	Middle Chinese	sjí	78	0558	0558 a-c	
7076	瘞	yì	Old_Chinese	Classical Old Chinese	ʔrać	104	0332	0332 a	
7077	瘞	yì	Late_Han_Chinese	Eastern Han Chinese	ʔraś	104	0332	0332 a	
7078	瘞	yì	Middle_Chinese	Middle Chinese	ʔèj	104	0332	0332 a	
7079	貪	tān	Old_Chinese	Classical Old Chinese	r̥ǝ̄m	154	0645	0645 a	
7080	貪	tān	Late_Han_Chinese	Eastern Han Chinese	r̥ǝ̄m	154	0645	0645 a	
7081	貪	tān	Middle_Chinese	Middle Chinese	thʌm	154	0645	0645 a	
7082	少	shǎo	Old_Chinese	Classical Old Chinese	téw	42	1149	1149 e-f	
7083	少	shǎo	Late_Han_Chinese	Eastern Han Chinese	ćáw	42	1149	1149 e-f	
7084	少	shǎo	Middle_Chinese	Middle Chinese	śéw	42	1149	1149 e-f	
7085	槎	chá	Old_Chinese	Classical Old Chinese	ʒ(h)rāj	75	0005	0005 h	
7086	槎	chá	Late_Han_Chinese	Eastern Han Chinese	ʒ̣(h)ǟ	75	0005	0005 h	
7087	槎	chá	Middle_Chinese	Middle Chinese	ʒ̣ạ	75	0005	0005 h	
7088	曾	zēng céng	Old_Chinese	Classical Old Chinese	cǝ̄ŋ	73	0884	0884 a-b	
7089	曾	zēng céng	Late_Han_Chinese	Eastern Han Chinese	cǝ̄ŋ	73	0884	0884 a-b	
7090	曾	zēng céng	Middle_Chinese	Middle Chinese	cʌŋ	73	0884	0884 a-b	
7091	抗	kàng	Old_Chinese	Classical Old Chinese	khāŋh	64	0698	0698 b	
7092	抗	kàng	Late_Han_Chinese	Eastern Han Chinese	khāŋh	64	0698	0698 b	
7093	抗	kàng	Middle_Chinese	Middle Chinese	khầŋ	64	0698	0698 b	
7094	石	shí	Old_Chinese	Classical Old Chinese	diak	112	0795	0795 a-c	
7095	石	shí	Late_Han_Chinese	Eastern Han Chinese	ʒ́iak	112	0795	0795 a-c	
7096	石	shí	Middle_Chinese	Middle Chinese	ʒ́ek	112	0795	0795 a-c	
7097	助	zhù	Old_Chinese	Classical Old Chinese	ʒ(h)rah	19	0046	0046 z	
7098	助	zhù	Late_Han_Chinese	Eastern Han Chinese	ʒ̣(h)ah	19	0046	0046 z	
7099	助	zhù	Middle_Chinese	Middle Chinese	ʒ̣ö̀	19	0046	0046 z	
7100	屯	tún	Old_Chinese	Classical Old Chinese	trwǝn	45	0427	0427 a-c	
7101	屯	tún	Late_Han_Chinese	Eastern Han Chinese	ṭwǝn	45	0427	0427 a-c	
7102	屯	tún	Middle_Chinese	Middle Chinese	ṭwin	45	0427	0427 a-c	
7103	錢	qián	Old_Chinese	Classical Old Chinese	ʒan	167	0155	0155 j	
7104	錢	qián	Late_Han_Chinese	Eastern Han Chinese	ʒjan	167	0155	0155 j	
7105	錢	qián	Middle_Chinese	Middle Chinese	ʒjen	167	0155	0155 j	
7106	只	zhǐ	Old_Chinese	Classical Old Chinese	ké	30	0865	0865 a	
7107	只	zhǐ	Late_Han_Chinese	Eastern Han Chinese	kjé	30	0865	0865 a	
7108	只	zhǐ	Middle_Chinese	Middle Chinese	ćé	30	0865	0865 a	
7109	訊	xùn	Old_Chinese	Classical Old Chinese	sinh	149	0383	0383 c	
7110	訊	xùn	Late_Han_Chinese	Eastern Han Chinese	sjǝnh	149	0383	0383 c	
7111	訊	xùn	Middle_Chinese	Middle Chinese	sjìn	149	0383	0383 c	
7112	層	céng	Old_Chinese	Classical Old Chinese	ʒǝ̄ŋ	44	0884	0884 i	
7113	層	céng	Late_Han_Chinese	Eastern Han Chinese	ʒǝ̄ŋ	44	0884	0884 i	
7114	層	céng	Middle_Chinese	Middle Chinese	ʒʌŋ	44	0884	0884 i	
7115	史	shǐ	Old_Chinese	Classical Old Chinese	srǝ́	30	0975	0975 a-f	
7116	史	shǐ	Late_Han_Chinese	Eastern Han Chinese	ṣǝ́	30	0975	0975 a-f	
7117	史	shǐ	Middle_Chinese	Middle Chinese	ṣɨ́	30	0975	0975 a-f	
7118	覆	fù	Old_Chinese	Classical Old Chinese	phuk	146	1034	1034 l-m	
7119	覆	fù	Late_Han_Chinese	Eastern Han Chinese	phǝuk	146	1034	1034 l-m	
7120	覆	fù	Middle_Chinese	Middle Chinese	phük	146	1034	1034 l-m	
7121	美	měi	Old_Chinese	Classical Old Chinese	mrǝ́j	123	0568	0568 a-c	
7122	美	měi	Late_Han_Chinese	Eastern Han Chinese	mrǝ́j	123	0568	0568 a-c	
7123	美	měi	Middle_Chinese	Middle Chinese	mí	123	0568	0568 a-c	
7124	蹶	jué	Old_Chinese	Classical Old Chinese	kwrać	157	0301	0301 f-g	
7125	蹶	jué	Late_Han_Chinese	Eastern Han Chinese	kwraś	157	0301	0301 f-g	
7126	蹶	jué	Middle_Chinese	Middle Chinese	kwèj	157	0301	0301 f-g	
7127	延	yán	Old_Chinese	Classical Old Chinese	Łan	54	0203	0203 a	
7128	延	yán	Late_Han_Chinese	Eastern Han Chinese	źan	54	0203	0203 a	
7129	延	yán	Middle_Chinese	Middle Chinese	jen	54	0203	0203 a	
7130	衰	shuāi	Old_Chinese	Classical Old Chinese	srwǝj	145	0355	0355 a	
7131	衰	shuāi	Late_Han_Chinese	Eastern Han Chinese	ṣwǝj	145	0355	0355 a	
7132	衰	shuāi	Middle_Chinese	Middle Chinese	ṣwi	145	0355	0355 a	
7133	團	tuán	Old_Chinese	Classical Old Chinese	dhwān	31	0231	0231 n	
7134	團	tuán	Late_Han_Chinese	Eastern Han Chinese	dhwān	31	0231	0231 n	
7135	團	tuán	Middle_Chinese	Middle Chinese	dwân	31	0231	0231 n	
7136	粔	jù	Old_Chinese	Classical Old Chinese	g(h)á	119	0094	0094 n	
7137	粔	jù	Late_Han_Chinese	Eastern Han Chinese	g(h)á	119	0094	0094 n	
7138	粔	jù	Middle_Chinese	Middle Chinese	gö́	119	0094	0094 n	
7139	寰	huán	Old_Chinese	Classical Old Chinese	whrēn	40	0256	0256 s-t	
7140	寰	huán	Late_Han_Chinese	Eastern Han Chinese	whriān	40	0256	0256 s-t	
7141	寰	huán	Middle_Chinese	Middle Chinese	ɣwạn	40	0256	0256 s-t	
7142	蝶	dié	Old_Chinese	Classical Old Chinese	l(h)ēp	142	0633	0633 h	
7143	蝶	dié	Late_Han_Chinese	Eastern Han Chinese	l(h)iāp	142	0633	0633 h	
7144	蝶	dié	Middle_Chinese	Middle Chinese	diep	142	0633	0633 h	
7145	獮	xiǎn	Old_Chinese	Classical Old Chinese	sn̥én	94	0359	0359 k-l	
7146	獮	xiǎn	Late_Han_Chinese	Eastern Han Chinese	s(h)ján	94	0359	0359 k-l	
7147	獮	xiǎn	Middle_Chinese	Middle Chinese	sjén	94	0359	0359 k-l	
7148	輔	fǔ	Old_Chinese	Classical Old Chinese	b(h)á	159	0102	0102 v-x	
7149	輔	fǔ	Late_Han_Chinese	Eastern Han Chinese	b(h)wá	159	0102	0102 v-x	
7150	輔	fǔ	Middle_Chinese	Middle Chinese	bǘ	159	0102	0102 v-x	
7151	迋	guàng	Old_Chinese	Classical Old Chinese	kwáŋ	0	0739	0739 l	
7152	迋	guàng	Late_Han_Chinese	Eastern Han Chinese	kwáŋ	0	0739	0739 l	
7153	迋	guàng	Middle_Chinese	Middle Chinese	kwáŋ	0	0739	0739 l	
7154	馗	kuí	Old_Chinese	Classical Old Chinese	g(h)wrǝ	0			
7155	馗	kuí	Late_Han_Chinese	Eastern Han Chinese	g(h)wrǝ	0			
7156	馗	kuí	Middle_Chinese	Middle Chinese	gwi	0			
7157	頸	jǐng	Old_Chinese	Classical Old Chinese	kéŋ	181	0831	0831 n	
7158	頸	jǐng	Late_Han_Chinese	Eastern Han Chinese	kjéŋ	181	0831	0831 n	
7159	頸	jǐng	Middle_Chinese	Middle Chinese	kjéŋ	181	0831	0831 n	
7160	戲	xì	Old_Chinese	Classical Old Chinese	hajh	62	0022	0022 b	
7161	戲	xì	Late_Han_Chinese	Eastern Han Chinese	heh	62	0022	0022 b	
7162	戲	xì	Middle_Chinese	Middle Chinese	xè	62	0022	0022 b	
7163	髮	fá	Old_Chinese	Classical Old Chinese	pat	190	0276	0276 i	
7164	髮	fá	Late_Han_Chinese	Eastern Han Chinese	pwat	190	0276	0276 i	
7165	髮	fá	Middle_Chinese	Middle Chinese	pwǝt	190	0276	0276 i	
7166	妯	zhóu	Old_Chinese	Classical Old Chinese	ƛhu	38	1079	1079 e	
7167	妯	zhóu	Late_Han_Chinese	Eastern Han Chinese	l̥ǝw	38	1079	1079 e	
7168	妯	zhóu	Middle_Chinese	Middle Chinese	ṭhǝw	38	1079	1079 e	
7169	卑	bēi	Old_Chinese	Classical Old Chinese	pe	24	0874	0874 a-b	
7170	卑	bēi	Late_Han_Chinese	Eastern Han Chinese	pje	24	0874	0874 a-b	
7171	卑	bēi	Middle_Chinese	Middle Chinese	pje	24	0874	0874 a-b	
7172	縝	zhěn	Old_Chinese	Classical Old Chinese	tín	120	0375	0375 c	
7173	縝	zhěn	Late_Han_Chinese	Eastern Han Chinese	ćǝ́n	120	0375	0375 c	
7174	縝	zhěn	Middle_Chinese	Middle Chinese	ćín	120	0375	0375 c	
7175	未	wèi	Old_Chinese	Classical Old Chinese	mǝć	75	0531	0531 a-f	
7176	未	wèi	Late_Han_Chinese	Eastern Han Chinese	mwǝś	75	0531	0531 a-f	
7177	未	wèi	Middle_Chinese	Middle Chinese	mwɨ̀j	75	0531	0531 a-f	
7178	丱	sā	Old_Chinese	Classical Old Chinese	kwrānh	9	0187	0187 a	
7179	丱	sā	Late_Han_Chinese	Eastern Han Chinese	kwrānh	9	0187	0187 a	
7180	丱	sā	Middle_Chinese	Middle Chinese	kwạ̀n	9	0187	0187 a	
7181	熙	xī	Old_Chinese	Classical Old Chinese	l̥ǝ	86	0960	0960 j	
7182	熙	xī	Late_Han_Chinese	Eastern Han Chinese	śǝ	86	0960	0960 j	
7183	熙	xī	Middle_Chinese	Middle Chinese	xɨ	86	0960	0960 j	
7184	轏	zhàn	Old_Chinese	Classical Old Chinese	ʒ(h)rḗn	0	0208	0208 e	
7185	轏	zhàn	Late_Han_Chinese	Eastern Han Chinese	ʒ̣(h)iā́n	0	0208	0208 e	
7186	轏	zhàn	Middle_Chinese	Middle Chinese	ʒ̣ạ̈́n	0	0208	0208 e	
7187	刻	kè	Old_Chinese	Classical Old Chinese	khǝ̄k	18	0937	0937 v	
7188	刻	kè	Late_Han_Chinese	Eastern Han Chinese	khǝ̄k	18	0937	0937 v	
7189	刻	kè	Middle_Chinese	Middle Chinese	khʌk	18	0937	0937 v	
7190	爐	lú	Old_Chinese	Classical Old Chinese	rā	86	0069	0069 l	
7191	爐	lú	Late_Han_Chinese	Eastern Han Chinese	rǟ	86	0069	0069 l	
7192	爐	lú	Middle_Chinese	Middle Chinese	lo	86	0069	0069 l	
7193	鍥	qiē	Old_Chinese	Classical Old Chinese	khēt	167	0279	0279 f	
7194	鍥	qiē	Late_Han_Chinese	Eastern Han Chinese	khiāt	167	0279	0279 f	
7195	鍥	qiē	Middle_Chinese	Middle Chinese	khiet	167	0279	0279 f	
7196	蛾	é	Old_Chinese	Classical Old Chinese	ŋāj	142	0002	0002 q	
7197	蛾	é	Late_Han_Chinese	Eastern Han Chinese	ŋǟ	142	0002	0002 q	
7198	蛾	é	Middle_Chinese	Middle Chinese	ŋâ	142	0002	0002 q	
7199	魑	chī	Old_Chinese	Classical Old Chinese	r̥aj	194	0023	0023 a-b	
7200	魑	chī	Late_Han_Chinese	Eastern Han Chinese	r̥e	194	0023	0023 a-b	
7201	魑	chī	Middle_Chinese	Middle Chinese	ṭhe	194	0023	0023 a-b	
7202	隴	lǒng	Old_Chinese	Classical Old Chinese	rhóŋ	170	1193	1193 g	
7203	隴	lǒng	Late_Han_Chinese	Eastern Han Chinese	rhóŋ	170	1193	1193 g	
7204	隴	lǒng	Middle_Chinese	Middle Chinese	lö́uŋ	170	1193	1193 g	
7205	沸	fèi	Old_Chinese	Classical Old Chinese	pǝć	85	0500	0500 q	
7206	沸	fèi	Late_Han_Chinese	Eastern Han Chinese	pwǝś	85	0500	0500 q	
7207	沸	fèi	Middle_Chinese	Middle Chinese	pwɨ̀j	85	0500	0500 q	
7208	釘	dīng	Old_Chinese	Classical Old Chinese	tēŋ	167			
7209	釘	dīng	Late_Han_Chinese	Eastern Han Chinese	tiēŋ	167			
7210	釘	dīng	Middle_Chinese	Middle Chinese	tieŋ	167			
7211	煤	méi	Old_Chinese	Classical Old Chinese	mǝ̄	86	0948	0948 d	
7212	煤	méi	Late_Han_Chinese	Eastern Han Chinese	mǝ̄	86	0948	0948 d	
7213	煤	méi	Middle_Chinese	Middle Chinese	moj	86	0948	0948 d	
7214	凌	líng	Old_Chinese	Classical Old Chinese	rǝŋ	15	0898	0898 f	
7215	凌	líng	Late_Han_Chinese	Eastern Han Chinese	rǝŋ	15	0898	0898 f	
7216	凌	líng	Middle_Chinese	Middle Chinese	liŋ	15	0898	0898 f	
7217	友	yǒu	Old_Chinese	Classical Old Chinese	wǝ́	29			
7218	友	yǒu	Late_Han_Chinese	Eastern Han Chinese	wǝ́	29			
7219	友	yǒu	Middle_Chinese	Middle Chinese	ɦǝ́w	29			
7220	個	gè	Old_Chinese	Classical Old Chinese	kājh	9	0049	0049 |f ́	
7221	個	gè	Late_Han_Chinese	Eastern Han Chinese	kǟh	9	0049	0049 |f ́	
