ID	CHARACTER_ID	GROUP	CHARACTER	PINYIN	DOCULECT	RADICAL	PHONETIC	FANQIE	RHYME	CHAPTER	IMAGE
7474	w4081620	6550	怓	náo	Old_Chinese	心	奴	女交	五	v19	511a-06
7475	w4081630	6551	惷	chǔn	Old_Chinese	心	萅	尺允	三	v19	511a-07
7476	w4081640	6552	惛	hūn	Old_Chinese	心	昏	呼昆	三	v19	511a-08
7477	w4081650	6553	忥	xì	Old_Chinese	心	气	許旣	五	v19	511a-09
7478	w4081660	6554	㦣	㦣	Old_Chinese	心	衛	于歲	五	v19	511a-10
7479	w4081670	6555	憒	kuì	Old_Chinese	心	貴	胡對	五	v19	511a-11
7480	w4081680	6556	忌	jì	Old_Chinese	心	己	渠記	一	v19	511a-12
7481	w4081690	6557	忿	fèn	Old_Chinese	心	分	敷粉	三	v19	511a-13
7482	w4081700	6558	悁	yuān	Old_Chinese	心	肙	於緣	四	v19	511a-14
7483	w4081701	6558	𢞈	𢞈	Old_Chinese					v19	511b-01
7484	w4081710	6559	𢤂	𢤂	Old_Chinese	心	黎	郞尸	五	v19	511b-02
7485	w4081720	6560	恚	huì	Old_Chinese	心	圭	於避	六	v19	511b-03
7486	w4081730	6561	怨	yuàn	Old_Chinese	心	夗	於願	四	v19	511b-04
7487	w4081731	6561	𢘔	𢘔	Old_Chinese					v19	511b-05
7488	w4081740	6562	怒	nù	Old_Chinese	心	奴	乃故	五	v19	511b-06
7489	w4081750	6563	憝	duì	Old_Chinese	心	𣀦	徒對	三	v19	511b-07
7490	w4081760	6564	慍	yùn	Old_Chinese	心	𥁕	於問	三	v19	511b-08
7491	w4081770	6565	惡	è	Old_Chinese	心	亞	烏各	五	v19	511b-09
7492	w4081780	6566	憎	zēng	Old_Chinese	心	曾	作滕	六	v19	511b-10
7493	w4081790	6567	㤄	㤄	Old_Chinese			蒲昧	五	v19	511b-11
7494	w4081800	6568	𢖫	𢖫	Old_Chinese			魚旣	五	v19	511b-12
7495	w4081810	6569	㥟	㥟	Old_Chinese	心	彖	戸佳	六	v19	511b-13
7496	w4081820	6570	恨	hèn	Old_Chinese	心	𥃩	胡艮	三	v19	512a-01
7497	w4081830	6571	懟	duì	Old_Chinese	心	對	大淚	五	v19	512a-02
7498	w4081840	6572	悔	huǐ	Old_Chinese	心	每		一	v19	512a-03
7499	w4081850	6573	𢜳	𢜳	Old_Chinese	心	豈	充世		v19	512a-04
7500	w4081860	6574	怏	yàng	Old_Chinese	心	央	於亮	十	v19	512a-05
7501	w4081870	6575	懣	mèn	Old_Chinese				四	v19	512a-06
7502	w4081880	6576	憤	fèn	Old_Chinese	心	賁	房吻	三	v19	512a-07
7503	w4081890	6577	悶	mèn	Old_Chinese	心	門	莫困	三	v19	512a-08
7504	w4081900	6578	惆	chóu	Old_Chinese	心	周	敕鳩	三	v19	512a-09
7505	w4081910	6579	悵	chàng	Old_Chinese	心	長	丑亮	十	v19	512a-10
7506	w4081920	6580	愾	kài	Old_Chinese	心	氣	許旣	五	v19	512a-11
7507	w4081930	6581	懆	cǎo	Old_Chinese	心	喿	七早	二	v19	512a-12
7508	w4081940	6582	愴	chuàng	Old_Chinese	心	倉	初亮	十	v19	512b-01
7509	w4081950	6583	怛	dá	Old_Chinese	心	旦	得案	五	v19	512b-02
7510	w4081951	6583	𢘇	𢘇	Old_Chinese					v19	512b-03
7511	w4081960	6584	憯	cǎn	Old_Chinese	心	朁	七感	七	v19	512b-04
7512	w4081970	6585	慘	cǎn	Old_Chinese	心	參	七感	七	v19	512b-05
7513	w4081980	6586	悽	qī	Old_Chinese	心	妻	七稽	五	v19	512b-06
7514	w4081990	6587	恫	dòng	Old_Chinese	心	同	他紅	口	v19	512b-07
7515	w4082000	6588	悲	bēi	Old_Chinese	心	非	府眉	五	v19	512b-08
7516	w4082010	6589	惻	cè	Old_Chinese	心	則	初力	一	v19	512b-09
7517	w4082020	6590	惜	xī	Old_Chinese	心	㫺	思積	五	v19	512b-10
7518	w4082030	6591	愍	mǐn	Old_Chinese	心	敃	眉殞	三	v19	512b-11
7519	w4082040	6592	慇	yīn	Old_Chinese	心	殷	於巾	三	v19	512b-12
7520	w4082050	6593	㥋	㥋	Old_Chinese	心	依	於豈	五	v19	512b-13
7521	w4082060	6594	䉍	䉍	Old_Chinese			古限	四	v19	513a-01
7522	w4082070	6595	慅	sāo	Old_Chinese	心	蚤	穌遭	三	v19	513a-02
7523	w4082080	6596	感	gǎn	Old_Chinese	心	咸	古禫	七	v19	513a-03
7524	w4082090	6597	忧	yōu	Old_Chinese	心	尤	于救	一	v19	513a-04
7525	w4082100	6598	𢛃	𢛃	Old_Chinese	心	咎		三	v19	513a-05
7526	w4082110	6599	愪	yún	Old_Chinese	心	員	王分	三	v19	513a-06
7527	w4082120	6600	怮	yōu	Old_Chinese	心	幼	於虯	三	v19	513a-07
7528	w4082130	6601	忦	jiá	Old_Chinese	心	介		五	v19	513a-08
7529	w4082140	6602	恙	yàng	Old_Chinese	心	⺸	余亮	十	v19	513a-09
7530	w4082150	6603	惴	zhuì	Old_Chinese	心	耑	之瑞	四	v19	513a-10
7531	w4082160	6604	憌	qióng	Old_Chinese	心	鈞	常倫	二	v19	513b-01
7532	w4082170	6605	怲	bǐng	Old_Chinese	心	丙	兵永	十	v19	513b-02
7533	w4082180	6606	惔	tán	Old_Chinese	心	炎		八	v19	513b-03
7534	w4082190	6607	惙	chuò	Old_Chinese	心	叕	陟劣	五	v19	513b-04
7535	w4082200	6608	慯	shāng	Old_Chinese				十	v19	513b-05
7536	w4082210	6609	愁	chóu	Old_Chinese	心	秌	士尤	三	v19	513b-06
7537	w4082220	6610	愵	nì	Old_Chinese	心	弱	奴歷	二	v19	513b-07
7538	w4082230	6611	惂	kǎn	Old_Chinese	心	臽	苦感	八	v19	513b-08
7539	w4082240	6612	悠	yōu	Old_Chinese	心	攸	以周	三	v19	513b-09
7540	w4082250	6613	悴	cuì	Old_Chinese	心	卒	秦醉	五	v19	513b-10
7541	w4082260	6614	慁	hùn	Old_Chinese	心	圂	胡困	三	v19	513b-11
7542	w4082270	6615	𢟤	𢟤	Old_Chinese	心	𠩺	力至	一	v19	513b-12
7543	w4082280	6616	𢖳	𢖳	Old_Chinese	心	亏	況于	五	v19	514a-01
7544	w4082290	6617	忡	chōng	Old_Chinese	心	中	敕中	九	v19	514a-02
7545	w4082300	6618	悄	qiāo	Old_Chinese	心	肖	親小	二	v19	514a-03
7546	w4082310	6619	慽	qī	Old_Chinese	心	戚	倉歷	三	v19	514a-04
7547	w4082320	6620	𢝊	𢝊	Old_Chinese				三	v19	514a-05
7548	w4082330	6621	患	huàn	Old_Chinese				四	v19	514a-06
7549	w4082331	6621	𨴮	𨴮	Old_Chinese					v19	514a-07
7550	w4082332	6621	𢤒	𢤒	Old_Chinese					v19	514b-01
7551	w4082340	6622	恇	kuāng	Old_Chinese			去王	十	v19	514b-02
7552	w4082350	6623	㤲	㤲	Old_Chinese	心	夾	苦叶	八	v19	514b-03
7553	w4082360	6624	懾	shè	Old_Chinese	心	聶	之涉	八	v19	514b-04
7554	w4082370	6625	憚	dàn	Old_Chinese	心	單	徒案	四	v19	514b-05
7555	w4082380	6626	悼	dào	Old_Chinese	心	卓	徒到	二	v19	514b-06
7556	w4082390	6627	恐	kǒng	Old_Chinese	心	𢀜	丘隴	九	v19	514b-07
7557	w4082391	6627	𢖶	𢖶	Old_Chinese					v19	514b-08
7558	w4082400	6628	慴	shè	Old_Chinese	心	習	之涉	七	v19	514b-09
7559	w4082410	6629	怵	chù	Old_Chinese	心	术	丑律	五	v19	514b-10
7560	w4082420	6630	惕	tì	Old_Chinese	心	易	他歷	六	v19	514b-11
7561	w4082421	6630	悐	tì	Old_Chinese					v19	514b-12
7562	w4082430	6631	㤨	㤨	Old_Chinese	心	共		九	v19	514b-13
7563	w4082440	6632	㤥	㤥	Old_Chinese	心	亥	胡槩	一	v19	514b-14
7564	w4082450	6633	惶	huáng	Old_Chinese	心	皇	胡光	十	v19	514b-15
7565	w4082460	6634	悑	bù	Old_Chinese	心	甫	普故	五	v19	514b-16
7566	w4082461	6634	怖	bù	Old_Chinese					v19	514b-17
7567	w4082470	6635	慹	zhí	Old_Chinese			之入	七	v19	514b-18
7568	w4082480	6636	𢢞	𢢞	Old_Chinese	心	毄	苦計	六	v19	514b-19
7569	w4082490	6637	𢟡	𢟡	Old_Chinese	心	𤰈	蒲拜	五	v19	515a-01
7570	w4082491	6637	𤸶	𤸶	Old_Chinese					v19	515a-02
7571	w4082500	6638	惎	jì	Old_Chinese	心	其	渠記	一	v19	515a-03
7572	w4082510	6639	恥	chǐ	Old_Chinese	心	耳	敕里	一	v19	515a-04
7573	w4082520	6640	㥏	㥏	Old_Chinese	心	典	他典	二	v19	515a-05
7574	w4082530	6641	忝	tiǎn	Old_Chinese	心	天	他典	二	v19	515a-06
7575	w4082540	6642	慙	cán	Old_Chinese	心	斬	昨甘	八	v19	515a-07
7576	w4082550	6643	恧	nǜ	Old_Chinese	心	而	女六	一	v19	515a-08
7577	w4082560	6644	怍	zuò	Old_Chinese	心	乍		五	v19	515a-09
7578	w4082570	6645	憐	lián	Old_Chinese	心	㷠	落賢	二	v19	515a-10
7579	w4082580	6646	㦁	㦁	Old_Chinese	心	連		四	v19	515a-11
7580	w4082590	6647	忍	rěn	Old_Chinese	心	刃	而軫	三	v19	515a-12
7581	w4082600	6648	㥝	㥝	Old_Chinese	心	弭	彌兖	弓	v19	515a-13
7582	w4082610	6649	㣻	㣻	Old_Chinese	心	乂	魚肺	五	v19	515b-01
7583	w4082620	6650	懲	chéng	Old_Chinese	心	徵	直陵	六	v19	515b-02
7584	w4082630	6651	憬	jǐng	Old_Chinese	心	景	俱永		v19	515b-03
7585	w4090010	6652	惢	suǒ	Old_Chinese				六	v19	515b-04
7586	w4090020	6653	繠	ruǐ	Old_Chinese				六	v19	515b-05
7587	w4100010	6654	水	shuǐ	Old_Chinese				五	v20	516a-01
7588	w4100020	6655	汃	bīn	Old_Chinese	水	八	府巾	二	v20	516a-02
7589	w4100030	6656	河	hé	Old_Chinese	水	可	乎哥	七	v20	516a-03
7590	w4100040	6657	泑	yōu	Old_Chinese	水	幼		三	v20	516b-01
7591	w4100050	6658	涷	dōng	Old_Chinese	水	東	德紅	九	v20	516b-02
7592	w4100060	6659	涪	fú	Old_Chinese	水	㕻	縛牟	三	v20	517a-01
7593	w4100070	6660	潼	tóng	Old_Chinese	水	童	徒紅	九	v20	517a-02
7594	w4100080	6661	江	jiāng	Old_Chinese	水	工	古雙	九	v20	517b-01
7595	w4100090	6662	沱	tuó	Old_Chinese	水	它	徒何	七	v20	517b-02
7596	w4100100	6663	浙	zhè	Old_Chinese	水	㪿		五	v20	518a-01
7597	w4100110	6664	𣴮	𣴮	Old_Chinese	水	𢦒		一	v20	518a-02
7598	w4100120	6665	湔	jiān	Old_Chinese	水	𣦃	子仙	二	v20	519a-01
7599	w4100130	6666	沫	mò	Old_Chinese	水	末	莫割	五	v20	519a-02
7600	w4100140	6667	溫	wēn	Old_Chinese	水	𥁕		三	v20	519a-03
7601	w4100150	6668	灊	qián	Old_Chinese	水	鬵	昨鹽	七	v20	519b-01
7602	w4100160	6669	沮	jǔ	Old_Chinese	水	且	子余	五	v20	519b-02
7603	w4100170	6670	滇	diān	Old_Chinese	水	眞	都年	二	v20	520a-01
7604	w4100180	6671	涂	tú	Old_Chinese	水	余	同都	五	v20	520a-02
7605	w4100190	6672	沅	yuán	Old_Chinese	水	元	愚袁	四	v20	520b-01
7606	w4100200	6673	淹	yān	Old_Chinese	水	奄	英廉	八	v20	520b-02
7607	w4100210	6674	溺	nì	Old_Chinese	水	弱	而灼	二	v20	520b-03
7608	w4100220	6675	洮	táo	Old_Chinese	水	兆	土刀	二	v20	521a-01
7609	w4100230	6676	涇	jīng	Old_Chinese	水	巠	古靈	一	v20	521a-02
7610	w4100240	6677	渭	wèi	Old_Chinese	水	胃	云貴	五	v20	521b-01
7611	w4100250	6678	漾	yàng	Old_Chinese	水	羕	余亮	十	v20	521b-02
7612	w4100251	6678	瀁	yàng	Old_Chinese					v20	522b-01
7613	w4100260	6679	漢	hàn	Old_Chinese				四	v20	522b-02
7614	w4100261	6679	㵄	㵄	Old_Chinese					v20	522b-03
7615	w4100270	6680	浪	làng	Old_Chinese			來宕	十	v20	522b-04
7616	w4100280	6681	沔	miǎn	Old_Chinese	水	丐	彌兖	二	v20	522b-05
7617	w4100290	6682	湟	huáng	Old_Chinese	水	皇	乎光	十	v20	523a-01
7618	w4100300	6683	汧	qiān	Old_Chinese	水	幵	苦堅	二	v20	523b-01
7619	w4100310	6684	澇	lào	Old_Chinese	水	勞	魯刀	二	v20	523b-02
7620	w4100320	6685	漆	qī	Old_Chinese	水	桼		二	v20	523b-03
7621	w4100330	6686	滻	chǎn	Old_Chinese	水	産		四	v20	524a-01
7622	w4100340	6687	洛	luò	Old_Chinese	水	各	盧各	五	v20	524b-01
7623	w4100350	6688	淯	yù	Old_Chinese	水	育	余六	三	v20	525a-01
7624	w4100360	6689	汝	rǔ	Old_Chinese	水	女	人渚	五	v20	525b-01
7625	w4100370	6690	潩	yì	Old_Chinese	水	異	與職	一	v20	525b-02
7626	w4100380	6691	汾	fén	Old_Chinese	水	分	符分	三	v20	526a-01
7627	w4100390	6692	澮	huì	Old_Chinese	水	會	古外	五	v20	526a-02
7628	w4100400	6693	沁	qìn	Old_Chinese	水	心	七鴆	七	v20	526a-03
7629	w4100410	6694	沾	zhān	Old_Chinese	水	占	他兼	七	v20	526b-01
7630	w4100420	6695	潞	lù	Old_Chinese	水	路	洛故	五	v20	526b-02
7631	w4100430	6696	漳	zhāng	Old_Chinese	水	章		十	v20	527a-01
7632	w4100440	6697	淇	qí	Old_Chinese	水	其	渠之	一	v20	527b-01
7633	w4100450	6698	蕩	dàng	Old_Chinese	水	𦳝	徒朗	十	v20	527b-02
7634	w4100460	6699	沇	yǎn	Old_Chinese	水	允	以轉	四	v20	527b-03
7635	w4100461	6699	㕣	㕣	Old_Chinese					v20	528a-01
7636	w4100470	6700	泲	jǐ	Old_Chinese			子禮	五	v20	528a-02
7637	w4100480	6701	洈	wéi	Old_Chinese	水	危	過委	五	v20	528b-01
7638	w4100490	6702	溠	zhà	Old_Chinese	水	𢀩	側駕	五	v20	528b-02
7639	w4100500	6703	洭	kuāng	Old_Chinese	水	匩	去王	十	v20	528b-03
7640	w4100510	6704	溱	qín	Old_Chinese	水	秦	側詵	一	v20	529a-01
7641	w4100520	6705	湞	chēng	Old_Chinese	水	貞	陟盈	一	v20	529a-02
7642	w4100530	6706	深	shēn	Old_Chinese	水	𥥍	式針	七	v20	529b-01
7643	w4100540	6707	汨	mì	Old_Chinese			莫狄	一	v20	529b-02
7644	w4100550	6708	㵋	㵋	Old_Chinese	水	𧵽	莫蟹	六	v20	529b-03
7645	w4100560	6709	湘	xiāng	Old_Chinese	水	相	息良	十	v20	530a-01
7646	w4100570	6710	油	yóu	Old_Chinese	水	由	以周	三	v20	530a-02
7647	w4100580	6711	潭	tán	Old_Chinese	水	𪉷	徒含	七	v20	530b-01
7648	w4100590	6712	澑	liù	Old_Chinese	水	畱	力救	三	v20	530b-02
7649	w4100600	6713	潓	huì	Old_Chinese	水	惠	胡計	五	v20	531a-01
7650	w4100610	6714	灌	guàn	Old_Chinese	水	雚	古玩	四	v20	531a-02
7651	w4100620	6715	漸	jiàn	Old_Chinese	水	斬		八	v20	531a-03
7652	w4100630	6716	泠	líng	Old_Chinese	水	令	郞丁	一	v20	531b-01
7653	w4100640	6717	㵺	㵺	Old_Chinese	水	箄	匹卦	六	v20	531b-02
7654	w4100650	6718	溧	lì	Old_Chinese	水	㮚	力質	二	v20	531b-03
7655	w4100660	6719	瀷	yì	Old_Chinese	水	翼	與職	一	v20	532a-01
7656	w4100670	6720	潕	wǔ	Old_Chinese	水	𣞤	文甫	五	v20	532a-02
7657	w4100680	6721	滶	áo	Old_Chinese	水	𢾕	五勞	二	v20	532a-03
7658	w4100690	6722	瀙	qìn	Old_Chinese	水	親	七吝	二	v20	532a-04
7659	w4100700	6723	淮	huái	Old_Chinese	水	隹	戶乖	五	v20	532b-01
7660	w4100710	6724	滍	zhì	Old_Chinese	水	蚩		一	v20	532b-02
7661	w4100720	6725	澧	lǐ	Old_Chinese	水	豊	盧啟	五	v20	533a-01
7662	w4100730	6726	溳	yún	Old_Chinese	水	員	王分	三	v20	533a-02
7663	w4100740	6727	淠	pì	Old_Chinese	水	畀	匹備	五	v20	533a-03
7664	w4100750	6728	𣽢	𣽢	Old_Chinese	水	𠶷		一	v20	533b-01
7665	w4100760	6729	𣳦	𣳦	Old_Chinese	水	𦥓	稣計	二	v20	533b-02
7666	w4100770	6730	灈	qú	Old_Chinese	水	瞿	其俱	五	v20	533b-03
7667	w4100780	6731	潁	yǐng	Old_Chinese	水	頃	余頃	一	v20	534a-01
7668	w4100790	6732	洧	wěi	Old_Chinese	水	有	榮美	一	v20	534a-02
7669	w4100800	6733	濦	yǐn	Old_Chinese	水	㥯	於謹	三	v20	534b-01
7670	w4100810	6734	濄	guō	Old_Chinese	水	過	古禾	七	v20	534b-02
7671	w4100820	6735	泄	xiè	Old_Chinese	水	世	余制	五	v20	534b-03
7672	w4100830	6736	汳	biàn	Old_Chinese	水	反	皮變	四	v20	535a-01
7673	w4100840	6737	潧	zhēn	Old_Chinese	水	曾	側詵	二	v20	535a-02
7674	w4100850	6738	淩	líng	Old_Chinese	水	夌	力膺	六	v20	535b-01
7675	w4100860	6739	濮	pú	Old_Chinese	水	僕	博木	三	v20	535b-02
7676	w4100870	6740	濼	luò	Old_Chinese	水	樂	盧谷	二	v20	535b-03
7677	w4100880	6741	漷	huǒ	Old_Chinese	水	𩫩	苦郭	五	v20	536a-01
7678	w4100890	6742	淨	jìng	Old_Chinese	水	爭	土耕	一	v20	536a-02
7679	w4100900	6743	濕	shī	Old_Chinese	水	㬎	它合	七	v20	536a-03
7680	w4100910	6744	泡	pào	Old_Chinese	水	包	匹交	三	v20	536b-01
7681	w4100920	6745	菏	hé	Old_Chinese	水	苛	古俄	七	v20	536b-02
7682	w4100930	6746	泗	sì	Old_Chinese	水	四	息利	五	v20	537a-01
7683	w4100940	6747	洹	huán	Old_Chinese	水	𠄢	羽元	四	v20	537b-01
7684	w4100950	6748	灉	yōng	Old_Chinese	水	雝	於容	九	v20	537b-02
7685	w4100960	6749	澶	chán	Old_Chinese	水	亶	巿連	四	v20	538a-01
7686	w4100970	6750	洙	zhū	Old_Chinese	水	朱	巿朱	四	v20	538a-02
7687	w4100980	6751	沭	shù	Old_Chinese	水	术	食聿	五	v20	538a-03
7688	w4100990	6752	沂	yí	Old_Chinese	水	斤	魚衣	三	v20	538b-01
7689	w4101000	6753	洋	yáng	Old_Chinese	水	芉	似羊	十	v20	538b-02
7690	w4101010	6754	濁	zhuó	Old_Chinese	水	蜀	直角	三	v20	539a-01
7691	w4101020	6755	漑	gài	Old_Chinese	水	旣	古代	五	v20	539a-02
7692	w4101030	6756	濰	wéi	Old_Chinese	水	維	以追	五	v20	539a-03
7693	w4101040	6757	浯	wú	Old_Chinese	水	吾	五乎	五	v20	539b-01
7694	w4101050	6758	汶	wèn	Old_Chinese	水	文	亡運	三	v20	539b-02
7695	w4101060	6759	治	zhì	Old_Chinese	水	台	直之	一	v20	540a-01
7696	w4101070	6760	寖	jìn	Old_Chinese			子鴆	宀	v20	540a-02
7697	w4101080	6761	湡	yú	Old_Chinese	水	禺	噳俱	四	v20	540a-03
7698	w4101090	6762	㴲	㴲	Old_Chinese	水	虒	息移	六	v20	540b-01
7699	w4101100	6763	渚	zhǔ	Old_Chinese	水	者	章與	五	v20	540b-02
7700	w4101110	6764	洨	xiáo	Old_Chinese	水	交	下交	二	v20	540b-03
7701	w4101120	6765	濟	jì	Old_Chinese	水	𠫼	子禮	五	v20	540b-04
7702	w4101130	6766	泜	zhī	Old_Chinese	水	氐	直尼	五	v20	541a-01
7703	w4101140	6767	濡	rú	Old_Chinese	水	需	人朱	五	v20	541a-02
7704	w4101150	6768	灅	lěi	Old_Chinese	水	壘	力軌	五	v20	541b-01
7705	w4101160	6769	沽	gū	Old_Chinese	水	古	古胡	五	v20	541b-02
7706	w4101170	6770	沛	pèi	Old_Chinese			普葢	五	v20	542a-01
7707	w4101180	6771	浿	pèi	Old_Chinese	水	貝	普拜	五	v20	542a-02
7708	w4101190	6772	瀤	huái	Old_Chinese	水	褱	戸乖	五	v20	542a-03
7709	w4101200	6773	㶟	㶟	Old_Chinese	水	纍	力追	五	v20	542a-04
7710	w4101210	6774	𣻐	𣻐	Old_Chinese	水	虘	側加	五	v20	542b-01
7711	w4101220	6775	泒	gū	Old_Chinese	水	瓜	古胡	五	v20	543a-01
7712	w4101230	6776	滱	kòu	Old_Chinese	水	寇	若侯	同	v20	543a-02
7713	w4101240	6777	淶	lái	Old_Chinese	水	來	洛哀	一	v20	543a-03
7714	w4101250	6778	泥	ní	Old_Chinese			奴低	五	v20	543b-01
7715	w4101260	6779	湳	nǎn	Old_Chinese	水	南	乃感	七	v20	543b-02
7716	w4101270	6780	漹	yān	Old_Chinese	水	焉	乙乾	四	v20	543b-03
7717	w4101280	6781	涶	tuō	Old_Chinese	水	𡍮	土禾	七	v20	544a-01
7718	w4101290	6782	㶛	㶛	Old_Chinese	水	旟	以諸	五	v20	544a-02
7719	w4101300	6783	洵	xún	Old_Chinese	水	旬	相倫	二	v20	544a-03
7720	w4101310	6784	涻	shè	Old_Chinese	水	舍	始夜	五	v20	544a-04
7721	w4101320	6785	㲽	㲽	Old_Chinese	水	刃	乃見	二	v20	544a-05
7722	w4101330	6786	淔	zhí	Old_Chinese	水	直	恥力	一	v20	544a-06
7723	w4101340	6787	淁	qiè	Old_Chinese	水	妾	七接	八	v20	544a-07
7724	w4101350	6788	涺	jū	Old_Chinese	水	居	九魚	五	v20	544a-08
7725	w4101360	6789	𣾄	𣾄	Old_Chinese	水	臮	其冀	五	v20	544a-09
7726	w4101370	6790	沋	yóu	Old_Chinese	水	尤	羽求	一	v20	544a-10
7727	w4101380	6791	洇	yīn	Old_Chinese	水	因		一	v20	544a-11
7728	w4101390	6792	淉	guǒ	Old_Chinese	水	果	古火	七	v20	544a-12
7729	w4101400	6793	溑	suǒ	Old_Chinese	水	𧴪	穌果	七	v20	544a-13
7730	w4101410	6794	浝	máng	Old_Chinese	水	尨	莫江	九	v20	544a-14
7731	w4101420	6795	㳶	㳶	Old_Chinese	水	乳	乃后	四	v20	544a-15
7732	w4101430	6796	汷	zhōng	Old_Chinese	水	𠂂	職戎	九	v20	544b-01
7733	w4101440	6797	洦	pò	Old_Chinese	水	百	匹白	五	v20	544b-02
7734	w4101450	6798	汘	qiān	Old_Chinese	水	千	倉先	二	v20	544b-03
7735	w4101460	6799	洍	sì	Old_Chinese	水	𦣞	詳里	一	v20	544b-04
7736	w4101470	6800	澥	xiè	Old_Chinese	水	解	胡買	六	v20	544b-05
7737	w4101480	6801	海	hǎi	Old_Chinese	水	每	呼改	一	v20	545a-01
7738	w4101490	6802	漠	mò	Old_Chinese	水	𦱤	慕各	五	v20	545a-02
7739	w4101500	6803	溥	pǔ	Old_Chinese	水	尃	滂古	五	v21	546a-01
7740	w4101510	6804	𤃷	𤃷	Old_Chinese	水	闇	乙感	七	v21	546a-02
7741	w4101520	6805	洪	hóng	Old_Chinese	水	共	戶工	九	v21	546a-03
7742	w4101530	6806	洚	jiàng	Old_Chinese	水	夅	戶工	九	v21	546a-04
7743	w4101540	6807	衍	yǎn	Old_Chinese				四	v21	546a-05
7744	w4101550	6808	𣶃	𣶃	Old_Chinese				二	v21	546a-06
7745	w4101560	6809	濥	yǐn	Old_Chinese	水	夤	弋刃	二	v21	546a-07
7746	w4101570	6810	滔	tāo	Old_Chinese	水	舀	土刀	三	v21	546b-01
7747	w4101580	6811	涓	juān	Old_Chinese	水	肙	古懸	四	v21	546b-02
7748	w4101590	6812	混	hùn	Old_Chinese	水	昆	胡本	三	v21	546b-03
7749	w4101600	6813	潒	dàng	Old_Chinese	水	象	徒朗	十	v21	546b-04
7750	w4101610	6814	漦	chí	Old_Chinese	水	𠩺	俟甾	一	v21	546b-05
7751	w4101620	6815	汭	ruì	Old_Chinese			而銳	五	v21	546b-06
7752	w4101630	6816	潚	sù	Old_Chinese	水	肅	子叔	二	v21	546b-07
7753	w4101640	6817	演	yǎn	Old_Chinese	水	寅	以淺	二	v21	547a-01
7754	w4101650	6818	渙	huàn	Old_Chinese	水	奐	呼貫	四	v21	547a-02
7755	w4101660	6819	泌	mì	Old_Chinese	水	必	兵媚	二	v21	547a-03
7756	w4101670	6820	活	huó	Old_Chinese	水	𠯑	古活	五	v21	547a-04
7757	w4101671	6820	𣿛	𣿛	Old_Chinese					v21	547a-05
7758	w4101680	6821	湝	jiē	Old_Chinese	水	皆	古諧	五	v21	547a-06
7759	w4101690	6822	泫	xuàn	Old_Chinese	水	玄	胡畎	二	v21	547a-07
7760	w4101700	6823	淲	biāo	Old_Chinese				三	v21	547a-08
7761	w4101710	6824	淢	yù	Old_Chinese	水	或	于逼	一	v21	547a-09
7762	w4101720	6825	瀏	liú	Old_Chinese	水	劉	力久	三	v21	547b-01
7763	w4101730	6826	濊	huì	Old_Chinese	水	歲		五	v21	547b-02
7764	w4101740	6827	滂	pāng	Old_Chinese	水	旁	普郞	十	v21	547b-03
7765	w4101750	6828	汪	wāng	Old_Chinese	水	𡉚		十	v21	547b-04
7766	w4101760	6829	漻	liáo	Old_Chinese	水	翏	洛蕭	三	v21	547b-05
7767	w4101770	6830	泚	cǐ	Old_Chinese	水	此	千禮	五	v21	547b-06
7768	w4101780	6831	況	kuàng	Old_Chinese	水	兄	許訪	十	v21	547b-07
7769	w4101790	6832	沖	chōng	Old_Chinese	水	中	直弓	九	v21	547b-08
7770	w4101800	6833	汎	fàn	Old_Chinese	水	凡	孚梵	七	v21	548a-01
7771	w4101810	6834	沄	yún	Old_Chinese	水	云		三	v21	548a-02
7772	w4101820	6835	浩	hào	Old_Chinese	水	告	胡老	三	v21	548a-03
7773	w4101830	6836	沆	hàng	Old_Chinese	水	亢	胡朗	十	v21	548a-04
7774	w4101840	6837	泬	jué	Old_Chinese			呼穴	二	v21	548a-05
7775	w4101850	6838	濞	bì	Old_Chinese	水	鼻	匹備	五	v21	548a-06
7776	w4101860	6839	灂	zhuó	Old_Chinese	水	爵	士角	二	v21	548a-07
7777	w4101870	6840	潝	xī	Old_Chinese	水	翕	許及	七	v21	548a-08
7778	w4101880	6841	滕	téng	Old_Chinese	水	𦩎	徒登	六	v21	548a-09
7779	w4101890	6842	潏	yù	Old_Chinese	水	矞	古穴	五	v21	548b-01
7780	w4101900	6843	洸	guāng	Old_Chinese			古黄	十	v21	548b-02
7781	w4101910	6844	波	bō	Old_Chinese	水	皮	博禾	七	v21	548b-03
7782	w4101920	6845	澐	yún	Old_Chinese	水	雲	王分	三	v21	549a-01
7783	w4101930	6846	瀾	lán	Old_Chinese	水	闌	洛干	四	v21	549a-02
7784	w4101931	6846	漣	lián	Old_Chinese					v21	549a-03
7785	w4101940	6847	淪	lún	Old_Chinese	水	侖	力迍	三	v21	549a-04
7786	w4101950	6848	漂	piào	Old_Chinese	水	𤐫	匹消	二	v21	549a-05
7787	w4101960	6849	浮	fú	Old_Chinese	水	孚	縛牟	三	v21	549a-06
7788	w4101970	6850	濫	làn	Old_Chinese	水	監	盧瞰	八	v21	549a-07
7789	w4101980	6851	氾	fàn	Old_Chinese	水	㔾	孚梵	七	v21	549a-08
7790	w4101990	6852	泓	hóng	Old_Chinese	水	弘	烏宏	六	v21	549b-01
