ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_CHINESE	CONCEPTICON_ID	CHARACTERS	VALUE	TOKENS	SAMPA	PAGE
3465	Jinan	3	black	黑	163	黑	xei²¹⁴	x e i ²¹⁴	xei214	57
3466	Rongcheng	4	black	黑	163	黑	xɛ²¹⁴	x ɛ ²¹⁴	xE214	57
3467	Taiyuan	5	black	黑	163	黑	xəʔ²	x ə ʔ ²	x@?2	57
3468	Xi_an	6	black	黑	163	黑	xei²¹	x e i ²¹	xei21	57
3469	Chengdu	7	black	黑	163	黑	xe²¹	x e ²¹	xe21	57
3470	Nanjing	8	black	黑	163	黑	xeʔ⁵	x e ʔ ⁵	xe?5	57
3471	Jixi	9	black	黑	163	黑	xɤʔ³²	x ɤ ʔ ³²	x7?32_	57
3472	Suzhou	10	black	黑	163	黑	həʔ⁴	h ə ʔ ⁴	h@?4	57
3473	Wenzhou	11	black	黑	163	黑	he⁴¹	h e ⁴¹	he41	57
3474	Changsha	12	black	黑	163	黑	xə²⁴	x ə ²⁴	x@24	57
3475	Loudi	13	black	黑	163	黑	xe¹³	x e ¹³	xe13	57
3476	Nanchang	14	black	黑	163	黑	hɛt⁵	h ɛ t ⁵	hEt5	57
3477	Meixian	15	black	黑	163	黑	het¹	h e t ¹	het1	57
3478	Guilin	16	black	黑	163	黑	xei⁵⁵	x e i ⁵⁵	xei55	57
3479	Guangzhou	17	black	黑	163	黑	hɐk³	h ɐ k ³	h6k3	57
3480	Fuzhou	18	black	黑	163	烏	u⁵⁵	u ⁵⁵	u55	57
3481	Xiamen	19	black	黑	163	烏	ɔ⁵⁵	ɔ ⁵⁵	O55	57
1742	Beijing	1	blood	血	946	血	ɕyɛ²¹³	ɕ y ɛ ²¹³	c\yE213	112
1743	Ha_erbin	2	blood	血	946	血	ɕyɛ²¹³	ɕ y ɛ ²¹³	c\yE213	112
1744	Jinan	3	blood	血	946	血	ɕiə²¹⁴	ɕ i ə ²¹⁴	c\i@214	112
1745	Rongcheng	4	blood	血	946	血	siɛ²¹⁴	s i ɛ ²¹⁴	siE214	112
1746	Taiyuan	5	blood	血	946	血	ɕyəʔ²	ɕ y ə ʔ ²	c\y@?2	112
1747	Xi_an	6	blood	血	946	血	ɕiɛ²¹	ɕ i ɛ ²¹	c\iE21	112
1748	Chengdu	7	blood	血	946	血	ɕye²¹	ɕ y e ²¹	c\ye21	112
1749	Nanjing	8	blood	血	946	血	ɕyeʔ⁵	ɕ y e ʔ ⁵	c\ye?5	112
1750	Jixi	9	blood	血	946	血	ɕyaʔ³²	ɕ y a ʔ ³²	c\ya?32_	112
1751	Suzhou	10	blood	血	946	血	ɕyəʔ⁴	ɕ y ə ʔ ⁴	c\y@?4	112
1752	Wenzhou	11	blood	血	946	血	ɕy⁴¹	ɕ y ⁴¹	c\y41	112
1753	Changsha	12	blood	血	946	血	ɕie²⁴	ɕ i e ²⁴	c\ie24	112
1754	Loudi	13	blood	血	946	血	sue¹³	s u e ¹³	sue13	112
1755	Nanchang	14	blood	血	946	血	ɕyet⁵	ɕ y e t ⁵	c\yet5	112
1756	Meixian	15	blood	血	946	血	çiat¹	ç i a t ¹	Ciat1	112
1757	Guilin	16	blood	血	946	血	ɕye⁵⁵	ɕ y e ⁵⁵	c\ye55	112
1758	Guangzhou	17	blood	血	946	血	hyt³	h y t ³	hyt3	112
1759	Fuzhou	18	blood	血	946	血	haiʔ²⁴	h a i ʔ ²⁴	hai?24_	112
1760	Xiamen	19	blood	血	946	血	huiʔ³²	h u i ʔ ³²	hui?32_	112
2527	Beijing	1	blow	吹	175	吹	t͡ʂʰuei⁵⁵	t͡ʂʰ u e i ⁵⁵	ts`_huei55	40
2528	Ha_erbin	2	blow	吹	175	吹	ʦʰuei⁴⁴	ʦʰ u e i ⁴⁴	ts_huei44	40
2529	Jinan	3	blow	吹	175	吹	t͡ʂʰuei²¹⁴	t͡ʂʰ u e i ²¹⁴	ts`_huei214	40
2530	Rongcheng	4	blow	吹	175	吹	t͡ʂʰuei⁵²	t͡ʂʰ u e i ⁵²	ts`_huei52	40
2531	Taiyuan	5	blow	吹	175	吹	ʦʰuei²¹	ʦʰ u e i ²¹	ts_huei21	40
2532	Xi_an	6	blow	吹	175	吹	pfʰei²¹	p fʰ e i ²¹	pf_hei21	40
2533	Chengdu	7	blow	吹	175	吹	ʦʰuei⁴⁵	ʦʰ u e i ⁴⁵	ts_huei45	40
2534	Nanjing	8	blow	吹	175	吹	ʦʰuei³¹	ʦʰ u e i ³¹	ts_huei31	40
2535	Jixi	9	blow	吹	175	吹	ʨʰy⁵⁵	ʨʰ y ⁵⁵	tc\_hy55	40
2536	Suzhou	10	blow	吹	175	吹	ʦʰʯ⁴⁴	ʦʰ ʯ ⁴⁴	ts_hH`44	40
2537	Wenzhou	11	blow	吹	175	吹	ʦʰɿ⁴⁴	ʦʰ ɿ ⁴⁴	ts_hi_z44	40
2538	Changsha	12	blow	吹	175	吹	ʨʰuei³³	ʨʰ u e i ³³	tc\_huei33	40
2539	Loudi	13	blow	吹	175	吹	ʨʰy⁴⁴	ʨʰ y ⁴⁴	tc\_hy44	40
2540	Nanchang	14	blow	吹	175	吹	ʦʰui⁴²	ʦʰ u i ⁴²	ts_hui42	40
2541	Meixian	15	blow	吹	175	囗	pʰaŋ³³	pʰ a ŋ ³³	p_haN33	40
2542	Guilin	16	blow	吹	175	吹	ʦʰuei⁴²	ʦʰ u e i ⁴²	ts_huei42	40
2543	Guangzhou	17	blow	吹	175	吹	ʦʰøy⁵⁵	ʦʰ ø y ⁵⁵	ts_h2y55	40
2544	Fuzhou	18	blow	吹	175	吹	+ʦʰuoi⁵⁵	+ ʦʰ u o i ⁵⁵	(1) ts_huoi55	40
2545	Fuzhou	18	blow	吹	175	口+盆	+puŋ⁵³	+ p u ŋ ⁵³	(2) puN53	40
2546	Xiamen	19	blow	吹	175	口+盆	pun²⁴	p u n ²⁴	pun24	40
3271	Beijing	1	bone	骨頭	1394	骨	ku²¹⁴	k u ²¹⁴	ku214	52
3272	Ha_erbin	2	bone	骨頭	1394	骨頭	ku²¹³¯²¹+tʰou⁰	k u ²¹³¯²¹ + tʰ o u ⁰	ku213-21 t_hou0	52
3273	Jinan	3	bone	骨頭	1394	骨頭	ku²¹⁴¯²¹+tʰou⁰	k u ²¹⁴¯²¹ + tʰ o u ⁰	ku214-21 t_hou0	52
3274	Rongcheng	4	bone	骨頭	1394	骨頭	ku²¹⁴¯³⁵+tʰə⁰	k u ²¹⁴¯³⁵ + tʰ ə ⁰	ku214-35 t_h@0	52
3275	Taiyuan	5	bone	骨頭	1394	骨頭	kuəʔ²+təu⁰	k u ə ʔ ² + t ə u ⁰	ku@?2 t@u0	52
3276	Xi_an	6	bone	骨頭	1394	骨頭	+ku²¹+tʰou⁰	+ k u ²¹ + tʰ o u ⁰	(1) ku21 t_hou0	52
3277	Xi_an	6	bone	骨頭	1394	骨都	+ku²¹+tou⁰	+ k u ²¹ + t o u ⁰	(2) ku21 tou0	52
3278	Chengdu	7	bone	骨頭	1394	骨頭	ku²¹¯⁵⁵+tʰəu²¹¯⁵⁵	k u ²¹¯⁵⁵ + tʰ ə u ²¹¯⁵⁵	ku21-55 t_h@u21-55	52
3279	Nanjing	8	bone	骨頭	1394	骨頭	kuʔ⁵+tʰəɯ¹³	k u ʔ ⁵ + tʰ ə ɯ ¹³	ku?5 t_h@M13	52
3280	Jixi	9	bone	骨頭	1394	骨頭	kuɤʔ³²	k u ɤ ʔ ³²	ku7?32_	52
3281	Suzhou	10	bone	骨頭	1394	骨頭	kuəʔ⁴+dʏ¹³¯²³	k u ə ʔ ⁴ + d ʏ ¹³¯²³	ku@?4 dY13-23	52
3282	Wenzhou	11	bone	骨頭	1394	骨頭	+ky⁴²+dɤu³⁴¹¯²¹	+ k y ⁴² + d ɤ u ³⁴¹¯²¹	(1) ky42 d7u341-21	52
3283	Wenzhou	11	bone	骨頭	1394	骨	+ky⁴¹	+ k y ⁴¹	(2) ky41	52
3284	Changsha	12	bone	骨頭	1394	骨頭	ku²⁴+təu⁰	k u ²⁴ + t ə u ⁰	ku24 t@u0	52
3285	Loudi	13	bone	骨頭	1394	骨頭	ku¹³+diɤ¹³¯³³	k u ¹³ + d i ɤ ¹³¯³³	ku13 di713-33	52
3286	Nanchang	14	bone	骨頭	1394	骨頭	kuʔ⁵+tʰəu⁰	k u ʔ ⁵ + tʰ ə u ⁰	ku?5 t_h@u0	52
3287	Meixian	15	bone	骨頭	1394	骨頭	kut¹+tʰeu¹¹	k u t ¹ + tʰ e u ¹¹	kut1 t_heu11	52
3288	Guilin	16	bone	骨頭	1394	骨頭	ku⁵⁵+tai²²	k u ⁵⁵ + t a i ²²	ku55 tai22	52
3289	Guangzhou	17	bone	骨頭	1394	骨	kuɐt⁵	k u ɐ t ⁵	ku6t5	52
3290	Fuzhou	18	bone	骨頭	1394	骨頭	+kɔuʔ²¹	+ k ɔ u ʔ ²¹	(1) kOu?21_	52
3291	Fuzhou	18	bone	骨頭	1394	骨骨	+kɔuʔ²⁴¯²¹+kɔuʔ²⁴	+ k ɔ u ʔ ²⁴¯²¹ + k ɔ u ʔ ²⁴	(2) kOu?24_-21_ kOu?24_	52
3292	Xiamen	19	bone	骨頭	1394	骨頭	kut³²¯⁵+tʰau²⁴	k u t ³²¯⁵ + tʰ a u ²⁴	kut32_-5 t_hau24	52
480	Beijing	1	breasts	乳房	1402	乳房	ʐu²¹⁴¯²¹+fɑŋ³⁵	ʐ u ²¹⁴¯²¹ + f ɑ ŋ ³⁵	z`u214-21 fAN35	83
481	Ha_erbin	2	breasts	乳房	1402	奶子	+nai²¹³¯²¹+ʦɿ⁰	+ n a i ²¹³¯²¹ + ʦ ɿ ⁰	(1) nai213-21 tsi_z0	83
482	Ha_erbin	2	breasts	乳房	1402	?	+ʦar⁴⁴	+ ʦ a r ⁴⁴	(2) tsar44	83
483	Jinan	3	breasts	乳房	1402	妈妈	+ma²¹³¯²¹+ma⁰	+ m a ²¹³¯²¹ + m a ⁰	(1) ma213-21 ma0	83
484	Jinan	3	breasts	乳房	1402	奶子	+nɛ⁴⁵¯²¹⁴+ʦɿ⁰	+ n ɛ ⁴⁵¯²¹⁴ + ʦ ɿ ⁰	(2) nE45-214 tsi_z0	83
485	Rongcheng	4	breasts	乳房	1402	奶子	nai²¹⁴+ʦɿ⁰	n a i ²¹⁴ + ʦ ɿ ⁰	nai214 tsi_z0	83
486	Taiyuan	5	breasts	乳房	1402	奶	nai⁵³	n a i ⁵³	nai53	83
487	Xi_an	6	breasts	乳房	1402	乳房	vu⁵³+fɑŋ²¹	v u ⁵³ + f ɑ ŋ ²¹	vu53 fAN21	83
488	Chengdu	7	breasts	乳房	1402	奶奶	lai⁴⁵+lai⁵⁵	l a i ⁴⁵ + l a i ⁵⁵	lai45 lai55	83
489	Nanjing	8	breasts	乳房	1402	乳房	lu¹¹¯²¹+fɑ̃¹³	l u ¹¹¯²¹ + f ɑ̃ ∼ ¹³	lu11-21 fA~13	83
490	Jixi	9	breasts	乳房	1402	奶子	lɔ³⁵+ʦɿ⁰	l ɔ ³⁵ + ʦ ɿ ⁰	lO35 tsi_z0	83
491	Suzhou	10	breasts	乳房	1402	奶奶	nɑ¹³¯²²+nɑ¹³¯³¹	n ɑ ¹³¯²² + n ɑ ¹³¯³¹	nA13-22 nA13-31	83
492	Wenzhou	11	breasts	乳房	1402	奶	na²⁴	n a ²⁴	na24	83
493	Changsha	12	breasts	乳房	1402	乳房	+y⁴¹+fan¹³	+ y ⁴¹ + f a n ¹³	(1) y41 fan13	83
494	Changsha	12	breasts	乳房	1402	奶子	+lai⁴¹+ʦɿ⁰	+ l a i ⁴¹ + ʦ ɿ ⁰	(2) lai41 tsi_z0	83
495	Loudi	13	breasts	乳房	1402	奶婆	la³⁵+bu¹³¯³³	l a ³⁵ + b u ¹³¯³³	la35 bu13-33	83
496	Nanchang	14	breasts	乳房	1402	奶	lai²¹³	l a i ²¹³	lai213	83
497	Meixian	15	breasts	乳房	1402	奶姑	nen⁵³+ku³³	n e n ⁵³ + k u ³³	nen53 ku33	83
498	Guilin	16	breasts	乳房	1402	奶房	lai²³+fɑŋ²²	l a i ²³ + f ɑ ŋ ²²	lai23 fAN22	83
499	Guangzhou	17	breasts	乳房	1402	乳房	y²³+fɔŋ²¹	y ²³ + f ɔ ŋ ²¹	y23 fON21	83
500	Fuzhou	18	breasts	乳房	1402	奶	nɛiŋ⁵³	n ɛ i ŋ ⁵³	nEiN53	83
501	Xiamen	19	breasts	乳房	1402	奶仔	nĩ⁵³¯²²+iã⁵³	n ĩ ∼ ⁵³¯²² + i ã ∼ ⁵³	ni~53-22 ia~53	83
3521	Beijing	1	breathe	呼吸	1407	呼吸	xu⁵⁵+ɕi⁵⁵	x u ⁵⁵ +ɕ i ⁵⁵	xu55 c\i55	58
3522	Ha_erbin	2	breathe	呼吸	1407	呼吸	xu⁴⁴+ɕi⁴⁴	x u ⁴⁴ +ɕ i ⁴⁴	xu44 c\i44	58
3523	Jinan	3	breathe	呼吸	1407	呼吸	xu²¹⁴¯²³+ɕi²¹⁴	x u ²¹⁴¯²³ +ɕ i ²¹⁴	xu214-23 c\i214	58
3524	Rongcheng	4	breathe	呼吸	1407	喘氣兒	t͡ʂʰɐn²¹⁴¯²¹+cʰiər³³⁴	t͡ʂʰ ɐ n ²¹⁴¯²¹ + cʰ i ə r ³³⁴	ts`_h6n214-21 c_hi@r334	58
3525	Taiyuan	5	breathe	呼吸	1407	出氣	ʦʰuəʔ²+ʨʰi⁴⁵	ʦʰ u ə ʔ ² + ʨʰ i ⁴⁵	ts_hu@?2 tc\_hi45	58
3526	Xi_an	6	breathe	呼吸	1407	呼吸	xu²¹+ɕi²¹	x u ²¹ +ɕ i ²¹	xu21 c\i21	58
3527	Chengdu	7	breathe	呼吸	1407	呼吸	fu⁴⁵+ɕi²¹	f u ⁴⁵ +ɕ i ²¹	fu45 c\i21	58
3528	Nanjing	8	breathe	呼吸	1407	喘氣	+t͡ʂʰuɑ̃¹¹¯²¹+ʨʰi⁴⁴	+ t͡ʂʰ u ɑ̃ ∼ ¹¹¯²¹ + ʨʰ i ⁴⁴	(1) ts`_huA~11-21 tc\_hi44	58
3529	Nanjing	8	breathe	呼吸	1407	呼吸	+xu³¹+ɕiʔ⁵	+ x u ³¹ +ɕ i ʔ ⁵	(2) xu31 c\i?5	58
3530	Jixi	9	breathe	呼吸	1407	音+支氣	tʰi²¹³¯³¹+ʦʰɿ³⁵	tʰ i ²¹³¯³¹ + ʦʰ ɿ ³⁵	t_hi213-31 ts_hi_z35	58
3531	Suzhou	10	breathe	呼吸	1407	音+支氣	tʰʏ⁵²¯⁴¹+ʨʰi⁴¹²	tʰ ʏ ⁵²¯⁴¹ + ʨʰ i ⁴¹²	t_hY52-41 tc\_hi412	58
3532	Wenzhou	11	breathe	呼吸	1407	音+支氣	+tʰau²⁴²¯²+ʦʰɿ⁵¹	+ tʰ a u ²⁴²¯² + ʦʰ ɿ ⁵¹	(1) t_hau242-2 ts_hi_z51	58
3533	Wenzhou	11	breathe	呼吸	1407	呼吸	+fu⁴⁴+ɕiai⁴¹	+ f u ⁴⁴ +ɕ i a i ⁴¹	(2) fu44 c\iai41	58
3534	Changsha	12	breathe	呼吸	1407	呼吸	+fu³³+ʨi²⁴	+ f u ³³ + ʨ i ²⁴	(1) fu33 tc\i24	58
3535	Changsha	12	breathe	呼吸	1407	出氣	+tcʰy²⁴¯⁴⁴+ʨʰi⁵⁵	+ t cʰ y ²⁴¯⁴⁴ + ʨʰ i ⁵⁵	(2) tc_hy24-44 tc\_hi55	58
3536	Loudi	13	breathe	呼吸	1407	出氣	ʨʰy¹³+ʨʰi³⁵	ʨʰ y ¹³ + ʨʰ i ³⁵	tc\_hy13 tc\_hi35	58
3537	Nanchang	14	breathe	呼吸	1407	呼吸	+fu⁴²+ɕit⁵	+ f u ⁴² +ɕ i t ⁵	(1) fu42 c\it5	58
3538	Nanchang	14	breathe	呼吸	1407	吸氣	+ɕit⁵+tʨʰi²⁴	+ɕ i t ⁵ + t ʨʰ i ²⁴	(2) c\it5 ttc\_hi24	58
3539	Meixian	15	breathe	呼吸	1407	透氣	tʰeu⁵³¯⁵⁵+ɕi⁵³	tʰ e u ⁵³¯⁵⁵ +ɕ i ⁵³	t_heu53-55 c\i53	58
3540	Guilin	16	breathe	呼吸	1407	喘氣	ʦʰuã²³¯²¹+ʨʰi²⁵	ʦʰ u ã ∼ ²³¯²¹ + ʨʰ i ²⁵	ts_hua~23-21 tc\_hi25	58
3541	Guangzhou	17	breathe	呼吸	1407	呼吸	fu⁵⁵+kʰɐp⁵	f u ⁵⁵ + kʰ ɐ p ⁵	fu55 k_h6p5	58
3542	Fuzhou	18	breathe	呼吸	1407	呼吸	hu⁵⁵¯⁵³+hɛiʔ²⁴	h u ⁵⁵¯⁵³ + h ɛ i ʔ ²⁴	hu55-53 hEi?24_	58
3543	Xiamen	19	breathe	呼吸	1407	呼氣	hɔ⁵⁵¯²²+kʰi⁵³	h ɔ ⁵⁵¯²² + kʰ i ⁵³	hO55-22 k_hi53	58
605	Beijing	1	burn	燒	2102	烧	ʂɑu⁵⁵	ʂ ɑ u ⁵⁵	s`Au55	86
606	Ha_erbin	2	burn	燒	2102	烧	ʂau⁴⁴	ʂ a u ⁴⁴	s`au44	86
607	Jinan	3	burn	燒	2102	烧	ʂɔ²¹⁴	ʂ ɔ ²¹⁴	s`O214	86
608	Rongcheng	4	burn	燒	2102	烧	ʂau⁵²	ʂ a u ⁵²	s`au52	86
609	Taiyuan	5	burn	燒	2102	烧	sau²³¹	s a u ²³¹	sau231	86
610	Xi_an	6	burn	燒	2102	烧	ʂɑu²¹	ʂ ɑ u ²¹	s`Au21	86
611	Chengdu	7	burn	燒	2102	烧	sau⁴⁵	s a u ⁴⁵	sau45	86
612	Nanjing	8	burn	燒	2102	烧	sɔ³¹	s ɔ ³¹	sO31	86
613	Jixi	9	burn	燒	2102	烧	ɕio⁵⁵	ɕ i o ⁵⁵	c\io55	86
614	Suzhou	10	burn	燒	2102	烧	sæ⁴⁴	s æ ⁴⁴	s{44	86
615	Wenzhou	11	burn	燒	2102	烧	ɕiɛ⁴⁴	ɕ i ɛ ⁴⁴	c\iE44	86
616	Changsha	12	burn	燒	2102	烧	sau³³	s a u ³³	sau33	86
617	Loudi	13	burn	燒	2102	烧	ɕiɤ⁴⁴	ɕ i ɤ ⁴⁴	c\i744	86
618	Nanchang	14	burn	燒	2102	烧	sɛu⁴²	s ɛ u ⁴²	sEu42	86
619	Meixian	15	burn	燒	2102	烧	sau³³	s a u ³³	sau33	86
620	Guilin	16	burn	燒	2102	烧	sɑu⁴²	s ɑ u ⁴²	sAu42	86
621	Guangzhou	17	burn	燒	2102	烧	siu⁵³	s i u ⁵³	siu53	86
622	Fuzhou	18	burn	燒	2102	烧	sieu⁵⁵	s i e u ⁵⁵	sieu55	86
623	Xiamen	19	burn	燒	2102	烧	sio⁵⁵	s i o ⁵⁵	sio55	86
3314	Beijing	1	child	孩子	1304	孩	xɛ³⁵	x ɛ ³⁵	xE35	53
3315	Ha_erbin	2	child	孩子	1304	小孩兒	+ɕiau²³¹¯²¹+xar²⁴	+ɕ i a u ²³¹¯²¹ + x a r ²⁴	(1) c\iau231-21 xar24	53
3316	Ha_erbin	2	child	孩子	1304	小嘎兒	+ɕiau²³¹¯²¹+kar⁴⁴	+ɕ i a u ²³¹¯²¹ + k a r ⁴⁴	(2) c\iau231-21 kar44	53
3317	Jinan	3	child	孩子	1304	孩子	+xɛ⁵³¯⁴⁵+ʦɿ⁰	+ x ɛ ⁵³¯⁴⁵ + ʦ ɿ ⁰	(1) xE53-45 tsi_z0	53
3318	Jinan	3	child	孩子	1304	孩兒	+xar⁵³	+ x a r ⁵³	(2) xar53	53
3319	Rongcheng	4	child	孩子	1304	孩子	xai³⁵+ʦɿ⁰	x a i ³⁵ + ʦ ɿ ⁰	xai35 tsi_z0	53
3320	Taiyuan	5	child	孩子	1304	孩	+xai²¹	+ x a i ²¹	(1) xai21	53
3321	Taiyuan	5	child	孩子	1304	孩子	+xai²¹+ʦəʔ⁰	+ x a i ²¹ + ʦ ə ʔ ⁰	(2) xai21 ts@?0	53
3322	Taiyuan	5	child	孩子	1304	小娃娃	+ɕiau⁵³+va²¹+va²¹¯⁴⁵	+ɕ i a u ⁵³ + v a ²¹ + v a ²¹¯⁴⁵	(3) c\iau53 va21 va21-45	53
3323	Taiyuan	5	child	孩子	1304	娃娃	+va²¹+va²¹¯⁴⁵	+ v a ²¹ + v a ²¹¯⁴⁵	(4) va21 va21-45	53
3324	Xi_an	6	child	孩子	1304	娃	uɑ⁴⁴	u ɑ ⁴⁴	uA44	53
3325	Chengdu	7	child	孩子	1304	娃娃	+ua²¹¯⁵⁵+ua²¹¯⁵⁵	+ u a ²¹¯⁵⁵ + u a ²¹¯⁵⁵	(1) ua21-55 ua21-55	53
3326	Chengdu	7	child	孩子	1304	崽崽	+ʦai⁵³¯⁵⁵+ʦai⁵³¯²¹	+ ʦ a i ⁵³¯⁵⁵ + ʦ a i ⁵³¯²¹	(2) tsai53-55 tsai53-21	53
3327	Nanjing	8	child	孩子	1304	娃兒	+uɑ¹³+ər⁰	+ u ɑ ¹³ + ə r ⁰	(1) uA13 @r0	53
3328	Nanjing	8	child	孩子	1304	孩子	+xɛ¹³¯²¹+ʦɿ⁰	+ x ɛ ¹³¯²¹ + ʦ ɿ ⁰	(2) xE13-21 tsi_z0	53
3329	Jixi	9	child	孩子	1304	細人家	sɿ³⁵¯³³+iɑ̃⁴⁴+ko⁵³	s ɿ ³⁵¯³³ + i ɑ̃ ∼ ⁴⁴ + k o ⁵³	si_z35-33 iA~44 ko53	53
3330	Suzhou	10	child	孩子	1304	小人	siæ⁵²¯⁴¹+ɳin¹³¯²¹	s i æ ⁵²¯⁴¹ + ɳ i n ¹³¯²¹	si{52-41 n`in13-21	53
3331	Wenzhou	11	child	孩子	1304	女+每女+每	+mai⁴⁴¯³+mai⁴⁴	+ m a i ⁴⁴¯³ + m a i ⁴⁴	(1) mai44-3 mai44	53
3332	Wenzhou	11	child	孩子	1304	細兒	+sei⁵¹¯⁴²+ŋ̍⁰	+s e i ⁵¹¯⁴² + ŋ̍ ⁰	(2) sei51-42 N=0	53
3333	Changsha	12	child	孩子	1304	孩子	+xai¹³+ʦɿ⁰	+ x a i ¹³ + ʦ ɿ ⁰	(1) xai13 tsi_z0	53
3334	Changsha	12	child	孩子	1304	伢細子	+ŋa¹³+sɿ⁵⁵+ʦɿ⁰	+ ŋ a ¹³ +s ɿ ⁵⁵ + ʦ ɿ ⁰	(2) Na13 si_z55 tsi_z0	53
3335	Loudi	13	child	孩子	1304	細個崽	ɕi³⁵+ko⁰+ʣe⁰	ɕ i ³⁵ + k o ⁰ + ʣ e ⁰	c\i35 ko0 dze0	53
3336	Nanchang	14	child	孩子	1304	孩	+hai²⁴	+ h a i ²⁴	(1) hai24	53
3337	Nanchang	14	child	孩子	1304	細伢子	+ɕi⁴⁵+ŋa⁰+ʦɿ⁰	+ɕ i ⁴⁵ + ŋ a ⁰ + ʦ ɿ ⁰	(2) c\i45 Na0 tsi_z0	53
3338	Meixian	15	child	孩子	1304	細人兒	se⁵³¯⁵⁵+ŋin⁴¹+ne⁰	s e ⁵³¯⁵⁵ + ŋ i n ⁴¹ + n e ⁰	se53-55 Nin41 ne0	53
3339	Guilin	16	child	孩子	1304	細個子	ɕi²⁵+kuo⁰+ʦe²³¯³³	ɕ i ²⁵ + k u o ⁰ + ʦ e ²³¯³³	c\i25 kuo0 tse23-33	53
3340	Guangzhou	17	child	孩子	1304	孩	hai²¹	h a i ²¹	hai21	53
3341	Fuzhou	18	child	孩子	1304	孩兒	+ha⁵³¯³³+i⁵³	+ h a ⁵³¯³³ + i ⁵³	(1) ha53-33 i53	53
3342	Fuzhou	18	child	孩子	1304	伲囝哥	+nie⁵³¯²¹+iaŋ³²¯³⁵+ŋo⁵⁵	+ n i e ⁵³¯²¹ + i a ŋ ³²¯³⁵ + ŋ o ⁵⁵	(2) nie53-21 iaN32-35 No55	53
3343	Xiamen	19	child	孩子	1304	囝仔	in⁵³¯⁵⁵+na⁵³	i n ⁵³¯⁵⁵ + n a ⁵³	in53-55 na53	53
2674	Beijing	1	claw	爪子	72	爪	t͡ʂuᴀ²¹³	t͡ʂ u ᴀ ²¹³	ts`uA`213	129
2675	Ha_erbin	2	claw	爪子	72	爪子	t͡ʂua²¹³¯²¹+ʦɿ⁰	t͡ʂ u a ²¹³¯²¹ + ʦ ɿ ⁰	ts`ua213-21 tsi_z0	129
2676	Jinan	3	claw	爪子	72	爪子	t͡ʂua⁴⁵¯²¹⁴+ʦɿ⁰	t͡ʂ u a ⁴⁵¯²¹⁴ + ʦ ɿ ⁰	ts`ua45-214 tsi_z0	129
2677	Rongcheng	4	claw	爪子	72	爪子	t͡ʂua²¹⁴+ʦɿ⁰	t͡ʂ u a ²¹⁴ + ʦ ɿ ⁰	ts`ua214 tsi_z0	129
2678	Taiyuan	5	claw	爪子	72	爪	ʦua⁵³	ʦ u a ⁵³	tsua53	129
2679	Xi_an	6	claw	爪子	72	爪子	pfɑ⁵³+ʦɿ⁰	p f ɑ ⁵³ + ʦ ɿ ⁰	pfA53 tsi_z0	129
2680	Chengdu	7	claw	爪子	72	爪爪	ʦua⁵³¯⁵⁵+ʦua²¹	ʦ u a ⁵³¯⁵⁵ + ʦ u a ²¹	tsua53-55 tsua21	129
2681	Nanjing	8	claw	爪子	72	爪子	ʦuɑ¹¹¯²¹+ʦɿ⁰	ʦ u ɑ ¹¹¯²¹ + ʦ ɿ ⁰	tsuA11-21 tsi_z0	129
2682	Jixi	9	claw	爪子	72	爪子	ʦɤ²¹³+ʦɿ⁰	ʦ ɤ ²¹³ + ʦ ɿ ⁰	ts7213 tsi_z0	129
2683	Suzhou	10	claw	爪子	72	脚爪	ʨiɑʔ⁴+ʦæ⁵²	ʨ i ɑ ʔ ⁴ + ʦ æ ⁵²	tc\iA?4 ts{52	129
2684	Wenzhou	11	claw	爪子	72	脚爪	ʨia⁴¹¯²+ʦuɔ²⁴²¯²⁴	ʨ i a ⁴¹¯² + ʦ u ɔ ²⁴²¯²⁴	tc\ia41-2 tsuO242-24	129
2685	Changsha	12	claw	爪子	72	爪	+ʦau⁴¹	+ ʦ a u ⁴¹	(1) tsau41	129
2686	Changsha	12	claw	爪子	72	爪子	+ʦau⁴¹+ʦɿ⁰	+ ʦ a u ⁴¹ + ʦ ɿ ⁰	(2) tsau41 tsi_z0	129
2687	Loudi	13	claw	爪子	72	爪子	ʦɤ⁴²+ʦɿ⁰	ʦ ɤ ⁴² + ʦ ɿ ⁰	ts742 tsi_z0	129
2688	Nanchang	14	claw	爪子	72	爪子	ʦua²¹³+ʦɿ⁰	ʦ u a ²¹³ + ʦ ɿ ⁰	tsua213 tsi_z0	129
2689	Meixian	15	claw	爪子	72	爪	ʦau³¹	ʦ a u ³¹	tsau31	129
2690	Guilin	16	claw	爪子	72	爪子	ʦɑu²³+ʦe²³¯³³	ʦ ɑ u ²³ + ʦ e ²³¯³³	tsAu23 tse23-33	129
2691	Guangzhou	17	claw	爪子	72	爪	ʦau³⁵	ʦ a u ³⁵	tsau35	129
2692	Fuzhou	18	claw	爪子	72	脚爪	+kʰa⁵⁵¯⁵³+ʦau³²	+ kʰ a ⁵⁵¯⁵³ + ʦ a u ³²	(1) k_ha55-53 tsau32	129
2693	Fuzhou	18	claw	爪子	72	爪	+ʦau³²	+ ʦ a u ³²	(2) tsau32	129
