编号1	字目	京声	京韵	京调	上字	下字	韵摄	开合	等列	古调	古韵	古声
C0416	轲	kh	¶	1	苦	何	果	开	一	平	歌	溪
C0417		kh	¶	1	苦	何	果	开	一	平	歌	溪
C0418	苛	kh	¶	1	胡	歌	果	开	一	平	歌	匣
C0419	科	kh	¶	1	苦	禾	果	合	一	平	戈	溪
C0420	棵	kh	¶	1	苦	禾	果	合	一	平	戈	溪
C0421	窠	kh	¶	1	苦	禾	果	合	一	平	戈	溪
C0422	稞	kh	¶	1	苦	禾	果	合	一	平	戈	溪
C0423	蝌	kh	¶	1	苦	禾	果	合	一	平	戈	溪
C0424	颗	kh	¶	1	苦	果	果	合	一	上	果	溪
C0425	磕	kh	¶	1	克	盍	咸	开	一	入	盍	溪
C0426		kh	¶	1	克	盍	咸	开	一	入	盍	溪
C0427	瞌	kh	¶	1	克	盍	咸	开	一	入	盍	溪
C0428	壳	kh	¶	2	苦	角	江	开	二	入	觉	溪
C0429		kh	¶	2	苦	角	江	开	二	入	觉	溪
C0430	可	kh	¶	3	枯	我	果	开	一	上	哿	溪
C0431	岢	kh	¶	3	枯	我	果	开	一	上	哿	溪
C0432	坷	kh	¶	3	枯	我	果	开	一	上	哿	溪
C0433	渴	kh	¶	3	苦	曷	山	开	一	入	曷	溪
C0434	课	kh	¶	4	苦	卧	果	合	一	去	过	溪
C0435	克	kh	¶	4	苦	得	曾	开	一	入	德	溪
C0436	刻	kh	¶	4	苦	得	曾	开	一	入	德	溪
C0437	客	kh	¶	4	苦	格	梗	开	二	入	陌	溪
C0438	缂	kh	¶	4	楷	革	梗	开	二	入	麦	溪
C0439	诃	x	¶	1	虎	何	果	开	一	平	歌	晓
C0440	呵	x	¶	1	虎	何	果	开	一	平	歌	晓
C0441	喝	x	¶	1	呼	合	咸	开	一	入	合	晓
C0442	欱	x	¶	1	呼	合	咸	开	一	入	合	晓
C0443	何	x	¶	2	胡	歌	果	开	一	平	歌	匣
C0444	河	x	¶	2	胡	歌	果	开	一	平	歌	匣
C0445	荷	x	¶	2	胡	歌	果	开	一	平	歌	匣
C0446	禾	x	¶	2	户	戈	果	合	一	平	戈	匣
C0447	和	x	¶	2	户	戈	果	合	一	平	戈	匣
C0448	龢	x	¶	2	户	戈	果	合	一	平	戈	匣
C0449	盉	x	¶	2	户	戈	果	合	一	平	戈	匣
C0450	合	x	¶	2	侯	合	咸	开	一	入	合	匣
C0451	盒	x	¶	2	侯	閤	咸	开	一	入	合	匣
C0452	合	x	¶	2	侯	合	咸	开	一	入	合	匣
C0453	盍	x	¶	2	胡	腊	咸	开	一	入	盍	匣
C0454	阖	x	¶	2	胡	腊	咸	开	一	入	盍	匣
C0455	曷	x	¶	2	胡	葛	山	开	一	入	曷	匣
C0456	貉	x	¶	2	下	各	宕	开	一	入	铎	匣
C0457	涸	x	¶	2	下	各	宕	开	一	入	铎	匣
C0458	劾	x	¶	2	胡	得	曾	开	一	入	德	匣
C0459	核	x	¶	2	下	革	梗	开	二	入	麦	匣
C0460	覈	x	¶	2	下	革	梗	开	二	入	麦	匣
C0461	荷	x	¶	4	胡	可	果	开	一	上	哿	匣
C0462	荷	x	¶	4	许	箇	果	开	一	去	箇	晓
C0463	贺	x	¶	4	胡	箇	果	开	一	去	箇	匣
C0464	和	x	¶	4	胡	卧	果	合	一	去	过	匣
C0465	喝	x	¶	4	许	葛	山	开	一	入	曷	晓
C0466	褐	x	¶	4	胡	葛	山	开	一	入	曷	匣
C0467	豁	x	¶	4	呼	括	山	合	一	入	末	晓
C0468	鹤	x	¶	4	下	各	宕	开	一	入	铎	匣
C0469	赫	x	¶	4	呼	格	梗	开	二	入	陌	晓
C0470	吓	x	¶	4	呼	格	梗	开	二	入	陌	晓
C0471	阿	Ʒ	¶	1	乌	何	果	开	一	平	歌	影
C0472	蛾	Ʒ	¶	2	五	何	果	开	一	平	歌	疑
C0473	鹅	Ʒ	¶	2	五	何	果	开	一	平	歌	疑
C0474	俄	Ʒ	¶	2	五	何	果	开	一	平	歌	疑
C0475	峨	Ʒ	¶	2	五	何	果	开	一	平	歌	疑
C0476	娥	Ʒ	¶	2	五	何	果	开	一	平	歌	疑
C0477	讹	Ʒ	¶	2	五	禾	果	合	一	平	戈	疑
C0478	譌	Ʒ	¶	2	五	禾	果	合	一	平	戈	疑
C0479	吪	Ʒ	¶	2	五	禾	果	合	一	平	戈	疑
C0480	额	Ʒ	¶	2	五	陌	梗	开	二	入	陌	疑
C0481	恶	Ʒ	¶	3	乌	各	宕	开	一	入	铎	影
C0482	饿	Ʒ	¶	4	五	箇	果	开	一	去	箇	疑
C0483	遏	Ʒ	¶	4	乌	葛	山	开	一	入	曷	影
C0484	愕	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0485	鄂	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0486	颚	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0487	萼	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0488	鹗	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0489	噩	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0490	鳄	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0491	鳄	Ʒ	¶	4	五	各	宕	开	一	入	铎	疑
C0492	恶	Ʒ	¶	4	乌	各	宕	开	一	入	铎	影
C0493	厄	Ʒ	¶	4	於	革	梗	开	二	入	麦	影
C0494	扼	Ʒ	¶	4	於	革	梗	开	二	入	麦	影
C0495	轭	Ʒ	¶	4	於	革	梗	开	二	入	麦	影
C0496	波	p	o	1	博	禾	果	合	一	平	戈	帮
C0497	菠	p	o	1	逋	禾	果	合	一	平	戈	帮
C0498	播	p	o	1	补	过	果	合	一	去	过	帮
C0499	玻	p	o	1	滂	禾	果	合	一	平	戈	滂
C0500	钵	p	o	1	北	末	山	合	一	入	末	帮
C0501	盋	p	o	1	北	末	山	合	一	入	末	帮
C0502	拨	p	o	1	北	末	山	合	一	入	末	帮
C0503	剥	p	o	1	北	角	江	开	二	入	觉	帮
C0504	钹	p	o	2	蒲	拨	山	合	一	入	末	並
C0505	勃	p	o	2	蒲	没	臻	合	一	入	没	並
C0506	渤	p	o	2	蒲	没	臻	合	一	入	没	並
C0507	浡	p	o	2	蒲	没	臻	合	一	入	没	並
C0508	蔔	p	o	2	蒲	北	曾	开	一	入	德	並
C0509	菔	p	o	2	蒲	北	曾	开	一	入	德	並
C0510	博	p	o	2	补	各	宕	开	一	入	铎	帮
C0511	搏	p	o	2	补	各	宕	开	一	入	铎	帮
C0512	薄	p	o	2	傍	各	宕	开	一	入	铎	並
C0513	泊	p	o	2	傍	各	宕	开	一	入	铎	並
C0514	箔	p	o	2	傍	各	宕	开	一	入	铎	並
C0515	驳	p	o	2	北	角	江	开	二	入	觉	帮
C0516	伯	p	o	2	博	陌	梗	开	二	入	陌	帮
C0517	帛	p	o	2	傍	陌	梗	开	二	入	陌	並
C0518	舶	p	o	2	傍	陌	梗	开	二	入	陌	並
C0519	跛	p	o	3	布	火	果	合	一	上	果	帮
C0520	簸	p	o	3	布	火	果	合	一	上	果	帮
C0521	簸	p	o	4	补	过	果	合	一	去	过	帮
C0522	薄	p	o	4	步	卧	果	合	一	去	过	並
C0523	蔢	p	o	4	步	卧	果	合	一	去	过	並
C0524	坡	ph	o	1	滂	禾	果	合	一	平	戈	滂
C0525	颇	ph	o	1	滂	禾	果	合	一	平	戈	滂
C0526	泼	ph	o	1	普	活	山	合	一	入	末	滂
C0527	婆	ph	o	2	薄	波	果	合	一	平	戈	並
C0528	鄱	ph	o	2	薄	波	果	合	一	平	戈	並
C0529	叵	ph	o	3	普	火	果	合	一	上	果	滂
C0530	颇	ph	o	3	普	火	果	合	一	上	果	滂
C0531	破	ph	o	4	普	过	果	合	一	去	过	滂
C0532	粕	ph	o	4	匹	各	宕	开	一	入	铎	滂
C0533	迫	ph	o	4	博	陌	梗	开	二	入	陌	帮
C0534	魄	ph	o	4	普	伯	梗	开	二	入	陌	滂
C0535	珀	ph	o	4	普	伯	梗	开	二	入	陌	滂
C0536	摸	m	o	1	慕	各	宕	开	一	入	铎	明
C0537	魔	m	o	2	莫	婆	果	合	一	平	戈	明
C0538	磨	m	o	2	莫	婆	果	合	一	平	戈	明
C0539	摩	m	o	2	莫	婆	果	合	一	平	戈	明
C0540	摹	m	o	2	莫	婆	果	合	一	平	戈	明
C0541	馍	m	o	2	莫	婆	果	合	一	平	戈	明
C0542	模	m	o	2	莫	胡	遇	合	一	平	模	明
C0543	谟	m	o	2	莫	胡	遇	合	一	平	模	明
C0544	膜	m	o	2	慕	各	宕	开	一	入	铎	明
C0545	抹	m	o	3	莫	拨	山	合	一	入	末	明
C0546	磨	m	o	4	模	卧	果	合	一	去	过	明
C0547	末	m	o	4	莫	拨	山	合	一	入	末	明
C0548	抹	m	o	4	莫	拨	山	合	一	入	末	明
C0549	沫	m	o	4	莫	拨	山	合	一	入	末	明
C0550	没	m	o	4	莫	勃	臻	合	一	入	没	明
C0551	殁	m	o	4	莫	勃	臻	合	一	入	没	明
C0552	莫	m	o	4	慕	各	宕	开	一	入	铎	明
C0553	寞	m	o	4	慕	各	宕	开	一	入	铎	明
C0554	漠	m	o	4	慕	各	宕	开	一	入	铎	明
C0555	墨	m	o	4	莫	北	曾	开	一	入	德	明
C0556	默	m	o	4	莫	北	曾	开	一	入	德	明
C0557	陌	m	o	4	莫	白	梗	开	二	入	陌	明
C0558	貊	m	o	4	莫	白	梗	开	二	入	陌	明
C0559	貉	m	o	4	莫	白	梗	开	二	入	陌	明
C0560	脉	m	o	4	莫	获	梗	开	二	入	麦	明
C0561	佛	f	o	2	符	弗	臻	合	三	入	物	奉
C0562	多	t	uo	1	得	何	果	开	一	平	歌	端
C0563	多	t	uo	2	得	何	果	开	一	平	歌	端
C0564	掇	t	uo	2	丁	括	山	合	一	入	末	端
C0565	夺	t	uo	2	徒	活	山	合	一	入	末	定
C0566	铎	t	uo	2	徒	落	宕	开	一	入	铎	定
C0567	朵	t	uo	3	丁	果	果	合	一	上	果	端
C0568	舵	t	uo	4	徒	可	果	开	一	上	哿	定
C0569	驮	t	uo	4	唐	佐	果	开	一	去	箇	定
C0570	剁	t	uo	4	都	唾	果	合	一	去	过	端
C0571	堕	t	uo	4	徒	果	果	合	一	上	果	定
C0572		t	uo	4	徒	果	果	合	一	上	果	定
C0573		t	uo	4	徒	果	果	合	一	上	果	定
C0574	惰	t	uo	4	徒	卧	果	合	一	去	过	定
C0575	掇	t	uo	4	丁	活	山	合	一	入	末	端
C0576	裰	t	uo	4	丁	活	山	合	一	入	末	端
C0577	剟	t	uo	4	丁	活	山	合	一	入	末	端
C0578	度	t	uo	4	徒	落	宕	开	一	入	铎	定
C0579	踱	t	uo	4	徒	落	宕	开	一	入	铎	定
C0580	拖	th	uo	1	託	何	果	开	一	平	歌	透
C0581	他	th	uo	1	托	何	果	开	一	平	歌	透
C0582	它	th	uo	1	托	何	果	开	一	平	歌	透
C0583	脱	th	uo	1	他	括	山	合	一	入	末	透
C0584	侻	th	uo	1	他	括	山	合	一	入	末	透
C0585	捝	th	uo	1	他	括	山	合	一	入	末	透
C0586	託	th	uo	1	他	各	宕	开	一	入	铎	透
C0587	托	th	uo	1	他	各	宕	开	一	入	铎	透
C0588	拓	th	uo	1	他	各	宕	开	一	入	铎	透
C0589	侂	th	uo	1	他	各	宕	开	一	入	铎	透
C0590	陀	th	uo	2	徒	河	果	开	一	平	歌	定
C0591	驼	th	uo	2	徒	河	果	开	一	平	歌	定
C0592	跎	th	uo	2	徒	河	果	开	一	平	歌	定
C0593	紽	th	uo	2	徒	河	果	开	一	平	歌	定
C0594	酡	th	uo	2	徒	河	果	开	一	平	歌	定
C0595	驮	th	uo	2	徒	河	果	开	一	平	歌	定
C0596	鼍	th	uo	2	徒	河	果	开	一	平	歌	定
C0597	沱	th	uo	2	徒	河	果	开	一	平	歌	定
C0598	鸵	th	uo	2	唐	何	果	开	一	平	歌	定
C0599	妥	th	uo	3	他	果	果	合	一	上	果	透
C0600	椭	th	uo	3	他	果	果	合	一	上	果	透
C0601	唾	th	uo	4	汤	卧	果	合	一	去	过	透
C0602	柝	th	uo	4	他	各	宕	开	一	入	铎	透
C0603	橐	th	uo	4	他	各	宕	开	一	入	铎	透
C0604	拓	th	uo	4	他	各	宕	开	一	入	铎	透
C0605	魄	th	uo	4	他	各	宕	开	一	入	铎	透
C0606	箨	th	uo	4	他	各	宕	开	一	入	铎	透
C0607	萚	th	uo	4	他	各	宕	开	一	入	铎	透
C0608	挪	n	uo	2	诺	何	果	开	一	平	歌	泥
C0609	挼	n	uo	2	奴	禾	果	合	一	平	戈	泥
C0610	糯	n	uo	4	乃	卧	果	合	一	去	过	泥
C0611	稬	n	uo	4	乃	卧	果	合	一	去	过	泥
C0612	懦	n	uo	4	乃	卧	果	合	一	去	过	泥
C0613	诺	n	uo	4	奴	各	宕	开	一	入	铎	泥
C0614	捋	l	uo	1	郎	括	山	合	一	入	末	来
C0615	罗	l	uo	2	鲁	何	果	开	一	平	歌	来
C0616	锣	l	uo	2	鲁	何	果	开	一	平	歌	来
C0617	箩	l	uo	2	鲁	何	果	开	一	平	歌	来
C0618	萝	l	uo	2	鲁	何	果	开	一	平	歌	来
C0619	逻	l	uo	2	鲁	何	果	开	一	平	歌	来
C0620		l	uo	2	鲁	何	果	开	一	平	歌	来
C0621	骡	l	uo	2	落	戈	果	合	一	平	戈	来
C0622	螺	l	uo	2	落	戈	果	合	一	平	戈	来
C0623	脶	l	uo	2	落	戈	果	合	一	平	戈	来
C0624	萝	l	uo	2	落	胡	遇	合	一	平	模	来
C0625	芦	l	uo	2	落	胡	遇	合	一	平	模	来
C0626	裸	l	uo	3	郎	果	果	合	一	上	果	来
C0627	瘰	l	uo	3	郎	果	果	合	一	上	果	来
C0628	虏	l	uo	3	郎	古	遇	合	一	上	姥	来
C0629	掳	l	uo	3	郎	古	遇	合	一	上	姥	来
C0630	摞	l	uo	4	鲁	过	果	合	一	去	过	来
C0631	洛	l	uo	4	卢	各	宕	开	一	入	铎	来
C0632	落	l	uo	4	卢	各	宕	开	一	入	铎	来
C0633	骆	l	uo	4	卢	各	宕	开	一	入	铎	来
C0634	络	l	uo	4	卢	各	宕	开	一	入	铎	来
C0635	作	ts	uo	1	则	落	宕	开	一	入	铎	精
C0636	捽	ts	uo	2	昨	没	臻	合	一	入	没	从
C0637	昨	ts	uo	2	在	各	宕	开	一	入	铎	从
C0638	凿	ts	uo	2	在	各	宕	开	一	入	铎	从
C0639	左	ts	uo	3	臧	可	果	开	一	上	哿	精
C0640	佐	ts	uo	4	则	箇	果	开	一	去	箇	精
C0641	坐	ts	uo	4	徂	果	果	合	一	上	果	从
C0642	座	ts	uo	4	徂	卧	果	合	一	去	过	从
C0643	坐	ts	uo	4	徂	卧	果	合	一	去	过	从
C0644	做	ts	uo	4	臧	祚	遇	合	一	去	暮	精
C0645	祚	ts	uo	4	昨	误	遇	合	一	去	暮	从
C0646	胙	ts	uo	4	昨	误	遇	合	一	去	暮	从
C0647	阼	ts	uo	4	昨	误	遇	合	一	去	暮	从
C0648	作	ts	uo	4	则	落	宕	开	一	入	铎	精
C0649	柞	ts	uo	4	在	各	宕	开	一	入	铎	从
C0650	酢	ts	uo	4	在	各	宕	开	一	入	铎	从
C0651	怍	ts	uo	4	在	各	宕	开	一	入	铎	从
C0652	搓	tsh	uo	1	七	何	果	开	一	平	歌	清
C0653	磋	tsh	uo	1	七	何	果	开	一	平	歌	清
C0654	蹉	tsh	uo	1	七	何	果	开	一	平	歌	清
C0655	撮	tsh	uo	1	仓	括	山	合	一	入	末	清
C0656	鹾	tsh	uo	2	昨	何	果	开	一	平	歌	从
C0657	瘥	tsh	uo	2	昨	何	果	开	一	平	歌	从
C0658	嵯	tsh	uo	2	昨	何	果	开	一	平	歌	从
C0659	矬	tsh	uo	2	昨	禾	果	合	一	平	戈	从
C0660	瑳	tsh	uo	3	千	可	果	开	一	上	哿	清
C0661	挫	tsh	uo	4	则	卧	果	合	一	去	过	精
C0662	锉	tsh	uo	4	粗	卧	果	合	一	去	过	清
C0663	剉	tsh	uo	4	麤	卧	果	合	一	去	过	清
C0664	错	tsh	uo	4	仓	故	遇	合	一	去	暮	清
C0665	措	tsh	uo	4	仓	故	遇	合	一	去	暮	清
C0666	厝	tsh	uo	4	仓	故	遇	合	一	去	暮	清
C0667	错	tsh	uo	4	仓	各	宕	开	一	入	铎	清
C0668	剒	tsh	uo	4	仓	各	宕	开	一	入	铎	清
C0669	挱	s	uo	1	素	何	果	开	一	平	歌	心
C0670	挲	s	uo	1	素	何	果	开	一	平	歌	心
C0671	娑	s	uo	1	素	何	果	开	一	平	歌	心
C0672	蓑	s	uo	1	苏	禾	果	合	一	平	戈	心
C0673	梭	s	uo	1	苏	禾	果	合	一	平	戈	心
C0674	唆	s	uo	1	苏	禾	果	合	一	平	戈	心
C0675	莏	s	uo	1	苏	禾	果	合	一	平	戈	心
C0676	莎	s	uo	1	苏	禾	果	合	一	平	戈	心
C0677	缩	s	uo	1	所	六	通	合	三	入	屋	生
C0678	锁	s	uo	3	苏	果	果	合	一	上	果	心
C0679	琐	s	uo	3	苏	果	果	合	一	上	果	心
C0680	所	s	uo	3	踈	举	遇	合	三	上	语	生
C0681	索	s	uo	3	苏	各	宕	开	一	入	铎	心
C0682	拙	tƧ	uo	1	职	悦	山	合	三	入	薛	章
C0683	卓	tƧ	uo	1	竹	角	江	开	二	入	觉	知
C0684	桌	tƧ	uo	1	竹	角	江	开	二	入	觉	知
C0685	涿	tƧ	uo	1	竹	角	江	开	二	入	觉	知
C0686	捉	tƧ	uo	1	侧	角	江	开	二	入	觉	庄
C0687	着	tƧ	uo	2	直	略	宕	开	三	入	药	澄
C0688	着	tƧ	uo	2	直	略	宕	开	三	入	药	澄
C0689	酌	tƧ	uo	2	之	若	宕	开	三	入	药	章
C0690	灼	tƧ	uo	2	之	若	宕	开	三	入	药	章
C0691	斫	tƧ	uo	2	之	若	宕	开	三	入	药	章
C0692	焯	tƧ	uo	2	之	若	宕	开	三	入	药	章
C0693	琢	tƧ	uo	2	竹	角	江	开	二	入	觉	知
C0694	啄	tƧ	uo	2	竹	角	江	开	二	入	觉	知
C0695	浊	tƧ	uo	2	直	角	江	开	二	入	觉	澄
C0696	濯	tƧ	uo	2	直	角	江	开	二	入	觉	澄
C0697	擢	tƧ	uo	2	直	角	江	开	二	入	觉	澄
C0698	镯	tƧ	uo	2	士	角	江	开	二	入	觉	崇
C0699	鋜	tƧ	uo	2	士	角	江	开	二	入	觉	崇
C0700	绰	tƧh	uo	1	昌	约	宕	开	三	入	药	昌
C0701	戳	tƧh	uo	1	敕	角	江	开	二	入	觉	彻
C0702		tƧh	uo	1	敕	角	江	开	二	入	觉	彻
C0703	辍	tƧh	uo	4	陟	劣	山	合	三	入	薛	知
C0704	啜	tƧh	uo	4	昌	悦	山	合	三	入	薛	昌
C0705	绰	tƧh	uo	4	昌	约	宕	开	三	入	药	昌
C0706	龊	tƧh	uo	4	测	角	江	开	二	入	觉	初
C0707	说	Ƨ	uo	1	失	爇	山	合	三	入	薛	书
C0708	烁	Ƨ	uo	4	书	药	宕	开	三	入	药	书
C0709	铄	Ƨ	uo	4	书	药	宕	开	三	入	药	书
C0710	朔	Ƨ	uo	4	所	角	江	开	二	入	觉	生
C0711	槊	Ƨ	uo	4	所	角	江	开	二	入	觉	生
C0712	数	Ƨ	uo	4	所	角	江	开	二	入	觉	生
C0713	硕	Ƨ	uo	4	常	隻	梗	开	三	入	昔	禅
C0714	若	½	uo	4	而	灼	宕	开	三	入	药	日
C0715	弱	½	uo	4	而	灼	宕	开	三	入	药	日
C0716	箬	½	uo	4	而	灼	宕	开	三	入	药	日
C0717	锅	k	uo	1	古	禾	果	合	一	平	戈	见
C0718	过	k	uo	1	古	禾	果	合	一	平	戈	见
C0719	涡	k	uo	1	古	禾	果	合	一	平	戈	见
C0720	埚	k	uo	1	古	禾	果	合	一	平	戈	见
C0721	郭	k	uo	1	古	博	宕	合	一	入	铎	见
C0722	崞	k	uo	1	古	博	宕	合	一	入	铎	见
C0723	国	k	uo	2	古	或	曾	合	一	入	德	见
C0724	虢	k	uo	2	古	伯	梗	合	二	入	陌	见
C0725	帼	k	uo	2	古	获	梗	合	二	入	麦	见
C0726	掴	k	uo	2	古	获	梗	合	二	入	麦	见
C0727	馘	k	uo	2	古	获	梗	合	二	入	麦	见
C0728	果	k	uo	3	古	火	果	合	一	上	果	见
C0729	裹	k	uo	3	古	火	果	合	一	上	果	见
C0730	馃	k	uo	3	古	火	果	合	一	上	果	见
C0731		k	uo	3	古	火	果	合	一	上	果	见
C0732	过	k	uo	4	古	卧	果	合	一	去	过	见
C0733	阔	kh	uo	4	苦	括	山	合	一	入	末	溪
C0734	括	kh	uo	4	古	活	山	合	一	入	末	见
C0735	廓	kh	uo	4	苦	郭	宕	合	一	入	铎	溪
C0736	鞹	kh	uo	4	苦	郭	宕	合	一	入	铎	溪
C0737	彉	kh	uo	4	苦	郭	宕	合	一	入	铎	溪
C0738	扩	kh	uo	4	阔	镬	宕	合	一	入	铎	溪
C0739	豁	x	uo	1	呼	括	山	合	一	入	末	晓
C0740	劐	x	uo	1	虚	郭	宕	合	一	入	铎	晓
C0741	活	x	uo	2	户	括	山	合	一	入	末	匣
C0742	火	x	uo	3	呼	果	果	合	一	上	果	晓
C0743	伙	x	uo	3	呼	果	果	合	一	上	果	晓
C0744	夥	x	uo	3	呼	果	果	合	一	上	果	晓
C0745	货	x	uo	4	呼	卧	果	合	一	去	过	晓
C0746	祸	x	uo	4	胡	果	果	合	一	上	果	匣
C0747	和	x	uo	4	胡	卧	果	合	一	去	过	匣
C0748	霍	x	uo	4	虚	郭	宕	合	一	入	铎	晓
C0749	藿	x	uo	4	虚	郭	宕	合	一	入	铎	晓
C0750	穫	x	uo	4	胡	郭	宕	合	一	入	铎	匣
C0751	镬	x	uo	4	胡	郭	宕	合	一	入	铎	匣
C0752	或	x	uo	4	胡	国	曾	合	一	入	德	匣
C0753	惑	x	uo	4	胡	国	曾	合	一	入	德	匣
C0754	获	x	uo	4	胡	麦	梗	合	二	入	麦	匣
C0755	窝	Ʒ	uo	1	乌	禾	果	合	一	平	戈	影
C0756	埚	Ʒ	uo	1	乌	禾	果	合	一	平	戈	影
C0757	涡	Ʒ	uo	1	乌	禾	果	合	一	平	戈	影
C0758	倭	Ʒ	uo	1	乌	禾	果	合	一	平	戈	影
C0759	踒	Ʒ	uo	1	乌	禾	果	合	一	平	戈	影
C0760	莴	Ʒ	uo	1	乌	禾	果	合	一	平	戈	影
C0761	我	Ʒ	uo	3	五	可	果	开	一	上	哿	疑
C0762	卧	Ʒ	uo	4	吾	货	果	合	一	去	过	疑
C0763	涴	Ʒ	uo	4	乌	卧	果	合	一	去	过	影
C0764	斡	Ʒ	uo	4	乌	括	山	合	一	入	末	影
C0765	握	Ʒ	uo	4	於	角	江	开	二	入	觉	影
C0766	渥	Ʒ	uo	4	於	角	江	开	二	入	觉	影
C0767	幄	Ʒ	uo	4	於	角	江	开	二	入	觉	影
C0768	龌	Ʒ	uo	4	於	角	江	开	二	入	觉	影
C0769	沃	Ʒ	uo	4	乌	酷	通	合	一	入	沃	影
C0770	鳖	p	ie	1	并	列	山	开	三	入	薛	帮
C0771	憋	p	ie	1	方	结	山	开	四	入	屑	帮
C0772	别	p	ie	2	方	别	山	开	三	入	薛	帮
C0773	莂	p	ie	2	方	别	山	开	三	入	薛	帮
C0774	别	p	ie	2	皮	列	山	开	三	入	薛	並
C0775	蹩	p	ie	2	蒲	结	山	开	四	入	屑	並
C0776	瘪	p	ie	3	必	列	山	开	三	入	薛	帮
C0777	别	p	ie	3	方	结	山	开	四	入	屑	帮
C0778		p	ie	3	方	结	山	开	四	入	屑	帮
C0779	撇	ph	ie	1	普	蔑	山	开	四	入	屑	滂
C0780	瞥	ph	ie	1	普	蔑	山	开	四	入	屑	滂
C0781	撇	ph	ie	3	普	蔑	山	开	四	入	屑	滂
C0782	灭	m	ie	4	亡	列	山	开	三	入	薛	明
C0783	蔑	m	ie	4	莫	结	山	开	四	入	屑	明
C0784	篾	m	ie	4	莫	结	山	开	四	入	屑	明
C0785	蔑	m	ie	4	莫	结	山	开	四	入	屑	明
C0786	爹	t	ie	1	陟	邪	假	开	三	平	麻	知
C0787	跌	t	ie	1	徒	结	山	开	四	入	屑	定
C0788	疊	t	ie	2	徒	协	咸	开	四	入	帖	定
C0789	碟	t	ie	2	徒	协	咸	开	四	入	帖	定
C0790	曡	t	ie	2	徒	协	咸	开	四	入	帖	定
C0791	牒	t	ie	2	徒	协	咸	开	四	入	帖	定
C0792	蝶	t	ie	2	徒	协	咸	开	四	入	帖	定
C0793	谍	t	ie	2	徒	协	咸	开	四	入	帖	定
C0794	迭	t	ie	2	徒	结	山	开	四	入	屑	定
C0795	跌	t	ie	2	徒	结	山	开	四	入	屑	定
C0796	瓞	t	ie	2	徒	结	山	开	四	入	屑	定
C0797	垤	t	ie	2	徒	结	山	开	四	入	屑	定
C0798	绖	t	ie	2	徒	结	山	开	四	入	屑	定
C0799	耋	t	ie	2	徒	结	山	开	四	入	屑	定
C0800	贴	th	ie	1	他	协	咸	开	四	入	帖	透
C0801	帖	th	ie	1	他	协	咸	开	四	入	帖	透
C0802	帖	th	ie	3	他	协	咸	开	四	入	帖	透
C0803	铁	th	ie	3	他	结	山	开	四	入	屑	透
C0804	帖	th	ie	4	他	协	咸	开	四	入	帖	透
C0805	餮	th	ie	4	他	结	山	开	四	入	屑	透
C0806	捏	n	ie	1	奴	结	山	开	四	入	屑	泥
C0807	聂	n	ie	4	尼	辄	咸	开	三	入	葉	泥
C0808	镊	n	ie	4	尼	辄	咸	开	三	入	葉	泥
C0809	蹑	n	ie	4	尼	辄	咸	开	三	入	葉	泥
C0810	孽	n	ie	4	鱼	列	山	开	三	入	薛	疑
C0811	孼	n	ie	4	鱼	列	山	开	三	入	薛	疑
C0812	蠥	n	ie	4	鱼	列	山	开	三	入	薛	疑
C0813	櫱	n	ie	4	鱼	列	山	开	三	入	薛	疑
C0814	闑	n	ie	4	鱼	列	山	开	三	入	薛	疑
C0815	涅	n	ie	4	奴	结	山	开	四	入	屑	泥
C0816	臬	n	ie	4	五	结	山	开	四	入	屑	疑
C0817	啮	n	ie	4	五	结	山	开	四	入	屑	疑
C0818	陧	n	ie	4	五	结	山	开	四	入	屑	疑
C0819		l	ie	3	力	者	假	开	三	上	马	来
C0820	猎	l	ie	4	良	涉	咸	开	三	入	葉	来
C0821	躐	l	ie	4	良	涉	咸	开	三	入	葉	来
C0822	鬣	l	ie	4	良	涉	咸	开	三	入	葉	来
C0823	列	l	ie	4	良	薛	山	开	三	入	薛	来
C0824	烈	l	ie	4	良	薛	山	开	三	入	薛	来
C0825	裂	l	ie	4	良	薛	山	开	三	入	薛	来
C0826	捩	l	ie	4	练	结	山	开	四	入	屑	来
C0827	劣	l	ie	4	力	辍	山	合	三	入	薛	来
C0828	嗟	tþ	ie	1	子	邪	假	开	三	平	麻	精
C0829	皆	tþ	ie	1	古	谐	蟹	开	二	平	皆	见
C0830	阶	tþ	ie	1	古	谐	蟹	开	二	平	皆	见
C0831	偕	tþ	ie	1	古	谐	蟹	开	二	平	皆	见
C0832	秸	tþ	ie	1	古	谐	蟹	开	二	平	皆	见
C0833	喈	tþ	ie	1	古	谐	蟹	开	二	平	皆	见
C0834	街	tþ	ie	1	古	膎	蟹	开	二	平	佳	见
C0835	接	tþ	ie	1	即	葉	咸	开	三	入	葉	精
C0836	揭	tþ	ie	1	居	竭	山	开	三	入	月	见
