ID	DOCULECT	CONCEPT	VALUE	SEGMENTS	STRUCTURE	BENZI	CHARACTERS	COGNATE_SET	COGNATE_SETS
688	Xiangtan	Mid-autumn Festival	t͡ʂən³³ʦʰiəɯ³³i²⁴	ʈʂ ə n ³³ + tsʰ i ə ɯ ³³ + i ²⁴	i n c t + i m n N t + n t	中秋日	中秋日	157	0
689	Xiangtan	Mid-autumn Festival	t͡ʂən³³ʦʰiəɯ³³ʦie²⁴	ʈʂ ə n ³³ + tsʰ i ə ɯ ³³ + ts i e ²⁴	i n c t + i m n N t + i m n t	中秋节	中秋节	151	0
690	Shexian	Mid-autumn Festival	ts̃ʌ³¹ʦʰiu³¹ʦeʔ²¹	ts ʌ̃ ∼ ³¹ + tsʰ i u ³¹ + ts e ʔ ²¹	i n c t + i m n t + i n c t	中秋节	中秋节	151	0
691	Shexian	Mid-autumn Festival	tʌ̃³¹ʦʰiu³¹ʦeʔ²¹	t ʌ̃ ∼ ³¹ + tsʰ i u ³¹ + ts e ʔ ²¹	i n c t + i m n t + i n c t	登秋节	登秋节	158	0
692	Shexian	Mid-autumn Festival	tʰo⁴⁴ue⁴⁴ʦeʔ²¹	tʰ o ⁴⁴ + u e ⁴⁴ + ts e ʔ ²¹	i n t + m n t + i n c t	团圆节	团圆节	159	0
693	Tunxi	Mid-autumn Festival	ʦan¹¹⁻²¹ʦʰiu	ts a n ¹¹/²¹ + tsʰ i u ⁰	i n c t + i m n t	中秋	中秋	150	0
694	Tunxi	Mid-autumn Festival	ʦan¹¹⁻²¹ʦʰiu¹¹ʦiɛ⁵	ts a n ¹¹/²¹ + tsʰ i u ¹¹ + ts i ɛ ⁵	i n c t + i m n t + i m n t	中秋节	中秋节	151	0
695	Taiyuan	Mid-autumn Festival	paʔ²⁻⁵⁴yəʔ²səʔ⁵⁴⁻²vu⁵³	p a ʔ ²/⁵⁴ + y ə ʔ ² + s ə ʔ ⁵⁴/² + v u ⁵³	i n c t + m n c t + i n c t + i n t	八月十五	八月十五	153	0
696	Pingyao	Mid-autumn Festival	pʌʔ¹³⁻³¹yʌʔ⁵³ʂʌʔ⁵³⁻³⁵u⁵³	p ʌ ʔ ¹³/³¹ + y ʌ ʔ ⁵³ + ʂ ʌ ʔ ⁵³/³⁵ + u ⁵³	i n c t + m n c t + i n c t + n t	八月十五	八月十五	153	0
697	Huhehaote	Mid-autumn Festival	paʔ⁴³yaʔ⁴³⁻²¹səʔ⁴³vu⁵³	p a ʔ ⁴³ + y a ʔ ⁴³/²¹ + s ə ʔ ⁴³ + v u ⁵³	i n c t + m n c t + i n c t + i n t	八月十五	八月十五	153	0
698	Huhehaote	Mid-autumn Festival	ʦũŋ³¹⁻³³ʨʰiəu³¹	ts ũ ŋ ³¹/³³ + tɕʰ i ə u ³¹	i n c t + i m n N t	中秋	中秋	150	0
699	Beijing	Mid-autumn Festival	pa⁵⁵⁻³⁵yɛ⁵¹ʨiɛ³⁵	p a ⁵⁵/³⁵ + y ɛ ⁵¹ + tɕ i ɛ ³⁵	i n t + m n t + i m n t	八月节	八月节	154	0
700	Beijing	Mid-autumn Festival	t͡ʂuŋ⁵⁵ʨʰiou⁵⁵ʨiɛ³⁵	ʈʂ u ŋ ⁵⁵ + tɕʰ i o u ⁵⁵ + tɕ i ɛ ³⁵	i n c t + i m n N t + i m n t	中秋节	中秋节	151	0
701	Tianjin	Mid-autumn Festival	pɑ⁴⁵ye³ʨie	p ɑ ⁴⁵ + y e ³ + tɕ i e ⁰	i n t + m n t + i m n t	八月节	八月节	154	0
702	Tianjin	Mid-autumn Festival	pɑ⁴⁵ye³ʂʅ⁴⁵u¹³	p ɑ ⁴⁵ + y e ³ + ʂ ʅ ⁴⁵ + u ¹³	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
703	Jinan	Mid-autumn Festival	pa²¹³⁻²¹yə⁰ʂʅ⁴²⁻⁵⁵u	p a ²¹³/²¹ + y ə ⁰ + ʂ ʅ ⁴²/⁵⁵ + u ⁰	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
704	Jinan	Mid-autumn Festival	pa²¹³⁻²¹yə⁰ʨiə²¹³	p a ²¹³/²¹ + y ə ⁰ + tɕ i ə ²¹³	i n t + m n t + i m n t	八月节	八月节	154	0
705	Jinan	Mid-autumn Festival	t͡ʂuŋ²¹³⁻²³ʨʰiou²¹³	ʈʂ u ŋ ²¹³/²³ + tɕʰ i o u ²¹³	i n c t + i m n N t	中秋	中秋	150	0
706	Qingdao	Mid-autumn Festival	pa⁵⁵⁻⁴⁵yə⁰ʃɿ⁴²⁻⁵⁵u	p a ⁵⁵/⁴⁵ + y ə ⁰ + ʃ ɿ ⁴²/⁵⁵ + u ⁰	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
707	Nanjing	Mid-autumn Festival	pɑʔ⁵yeʔ⁰ʦieʔ⁵	p ɑ ʔ ⁵ + y e ʔ ⁰ + ts i e ʔ ⁵	i n c t + m n c t + i m n c t	八月节	八月节	154	0
708	Nanjing	Mid-autumn Festival	t͡ʂoŋ³¹⁻³³ʦʰiəɯ³¹ʦieʔ⁵	ʈʂ o ŋ ³¹/³³ + tsʰ i ə ɯ ³¹ + ts i e ʔ ⁵	i n c t + i m n N t + i m n c t	中秋节	中秋节	151	0
709	Nanjing	Mid-autumn Festival	tʰuaŋ²⁴yen²⁴ʦieʔ⁵	tʰ u a ŋ ²⁴ + y e n ²⁴ + ts i e ʔ ⁵	i m n c t + m n c t + i m n c t	团圆节	团圆节	159	0
710	Hefei	Mid-autumn Festival	t͡ʂəŋ²¹⁻²⁴ʨʰiɯ²¹ʨiɐʔ⁵	ʈʂ ə ŋ ²¹/²⁴ + tɕʰ i ɯ ²¹ + tɕ i ɐ ʔ ⁵	i n c t + i m n t + i m n c t	中秋节	中秋节	151	0
711	Zhengzhou	Mid-autumn Festival	pa²⁴⁻⁴²yɛ⁰ʂʅ⁴²u	p a ²⁴/⁴² + y ɛ ⁰ + ʂ ʅ ⁴² + u ⁰	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
712	Zhengzhou	Mid-autumn Festival	t͡ʂuŋ²⁴ʦʰiou²⁴ʦiɛ²⁴	ʈʂ u ŋ ²⁴ + tsʰ i o u ²⁴ + ts i ɛ ²⁴	i n c t + i m n N t + i m n t	中秋节	中秋节	151	0
713	Wuhan	Mid-autumn Festival	ʦoŋ⁵⁵ʨʰiəu⁵⁵	ts o ŋ ⁵⁵ + tɕʰ i ə u ⁵⁵	i n c t + i m n N t	中秋	中秋	150	0
714	Wuhan	Mid-autumn Festival	pa²¹³⁻²¹ye⁰pan³⁵	p a ²¹³/²¹ + y e ⁰ + p a n ³⁵	i n t + m n t + i n c t	八月半	八月半	152	0
715	Chengdu	Mid-autumn Festival	ʦoŋ⁵⁵ʨʰiəu⁵⁵ʨie³¹	ts o ŋ ⁵⁵ + tɕʰ i ə u ⁵⁵ + tɕ i e ³¹	i n c t + i m n N t + i m n t	中秋节	中秋节	151	0
716	Chengdu	Mid-autumn Festival	pa³¹ye³¹sɿ³¹u⁵³	p a ³¹ + y e ³¹ + s ɿ ³¹ + u ⁵³	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
717	Chengdu	Mid-autumn Festival	pa³¹ye³¹ʦoŋ⁵⁵ʨʰiəu⁵⁵	p a ³¹ + y e ³¹ + ts o ŋ ⁵⁵ + tɕʰ i ə u ⁵⁵	i n t + m n t + i n c t + i m n N t	八月中秋	八月中秋	156	0
718	Guiyang	Mid-autumn Festival	pa²¹iɛ²¹sɿ²¹u⁴²	p a ²¹ + i ɛ ²¹ + s ɿ ²¹ + u ⁴²	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
719	Kunming	Mid-autumn Festival	t͡ʂoŋ⁴⁴ʨʰiəu⁴⁴ʨiɛ	ʈʂ o ŋ ⁴⁴ + tɕʰ i ə u ⁴⁴ + tɕ i ɛ ⁰	i n c t + i m n N t + i m n t	中秋节	中秋节	151	0
720	Kunming	Mid-autumn Festival	pᴀ³¹iɛ³¹⁻⁴⁴ʂʅ³¹u⁵³	p ᴀ ³¹ + i ɛ ³¹/⁴⁴ + ʂ ʅ ³¹ + u ⁵³	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
721	Haerbin	Mid-autumn Festival	pa⁴⁴⁻²⁴yɛ⁵³ʨiɛ²¹³	p a ⁴⁴/²⁴ + y ɛ ⁵³ + tɕ i ɛ ²¹³	i n t + m n t + i m n t	八月节	八月节	154	0
722	Xi'an	Mid-autumn Festival	pa²¹yɛ²¹⁻²⁴ʨiɛ²¹	p a ²¹ + y ɛ ²¹/²⁴ + tɕ i ɛ ²¹	i n t + m n t + i m n t	八月节	八月节	154	0
723	Yinchuan	Mid-autumn Festival	t͡ʂuŋ⁴⁴ʨʰiəu⁴⁴ʨie¹³	ʈʂ u ŋ ⁴⁴ + tɕʰ i ə u ⁴⁴ + tɕ i e ¹³	i n c t + i m n N t + i m n t	中秋节	中秋节	151	0
724	Yinchuan	Mid-autumn Festival	pa¹³ə⁰ʂʅ¹³vu⁵³	p a ¹³ + ə ⁰ + ʂ ʅ ¹³ + v u ⁵³	i n t + n t + i n t + i n t	八月十五	八月十五	153	0
725	Lanzhou	Mid-autumn Festival	pa¹³⁻²²yə¹³ʂʅ¹³⁻¹¹vu⁴⁴²	p a ¹³/²² + y ə ¹³ + ʂ ʅ ¹³/¹¹ + v u ⁴⁴²	i n t + m n t + i n t + i n t	八月十五	八月十五	153	0
726	Lanzhou	Mid-autumn Festival	pa¹³⁻²²yə¹³ʨiə⁴⁴²	p a ¹³/²² + y ə ¹³ + tɕ i ə ⁴⁴²	i n t + m n t + i m n t	八月节	八月节	154	0
727	Xining	Mid-autumn Festival	pa⁴⁴yu⁴⁴ʂʅ²⁴⁻²¹v̩⁵³	p a ⁴⁴ + y u ⁴⁴ + ʂ ʅ ²⁴/²¹ + v̩ ⁵³	i n t + m n t + i n t + n t	八月十五	八月十五	153	0
728	Wulumuqi	Mid-autumn Festival	t͡ʂuŋ⁴⁴ʨʰiɤu⁴⁴	ʈʂ u ŋ ⁴⁴ + tɕʰ i ɤ u ⁴⁴	i n c t + i m n N t	中秋	中秋	150	0
729	Wulumuqi	Mid-autumn Festival	pa²¹³⁻¹³ɤ⁰ʂʅ⁵¹⁻⁴⁴vu⁰	p a ²¹³/¹³ + ɤ ⁰ + ʂ ʅ ⁵¹/⁴⁴ + v u ⁰	i n t + n t + i n t + i n t	八月十五	八月十五	153	0
730	Shanghai	New Year's Eve	du¹³⁻²²ȵi¹³⁻⁵⁵ɦia¹³⁻²¹	d u ¹³/²² + ɲ i ¹³/⁵⁵ + ɦ i a ¹³/²¹	i n t + i n t + i m n t	大年夜	大年夜	160	0
731	Suzhou	New Year's Eve	dəu³¹⁻¹³iɪ¹³iã⁵¹³⁻²¹	d ə u ³¹/¹³ + i ɪ ¹³ + i ã ∼ ⁵¹³/²¹	i n N t + m n t + m n c t	大年夜	大年夜	160	0
732	Hangzhou	New Year's Eve	ȵiᴇ̃²¹³⁻²¹sᴇ̃³³zəʔ²⁻⁵fᴇ̃⁵³zɑŋ¹³⁻	ɲ i ᴇ̃ ∼ ²¹³/²¹ + s ᴇ̃ ∼ ³³ + z ə ʔ ²/⁵ + f ᴇ̃ ∼ ⁵³ + z ɑ ŋ ¹³	i m n c t + i n c t + i n c t + i n c t + i n c t	年三十晚上	年三十晚上	161	0
733	Hangzhou	New Year's Eve	do¹³ȵiᴇ̃²¹³⁻⁵³ɦi¹³⁻³¹	d o ¹³ + ɲ i ᴇ̃ ∼ ²¹³/⁵³ + ɦ i ¹³/³¹	i n t + i m n c t + i n t	大年夜	大年夜	160	0
734	Wenzhou	New Year's Eve	sa³³⁻²¹zai²¹³⁻³⁵ȵai²¹³⁻¹³ɦa³¹⁻²²ɕy	s a ³³/²¹ + z a i ²¹³/³⁵ + ɲ a i ²¹³/¹³ + ɦ a ³¹/²² + ɕ y ⁰	i n t + i n N t + i n N t + i n t + i n t	三十日黄昏	三十日黄昏	162	0
735	Wenzhou	New Year's Eve	ȵi²²⁻²¹ʨau³⁵⁻⁴²ji²²	ɲ i ²²/²¹ + tɕ a u ³⁵/⁴² + j i ²²	i n t + i n N t + i n t	廿九夜	廿九夜	163	0
736	Guangzhou	New Year's Eve	nin²¹sa⁵³³man²³	n i n ²¹ + s a ⁵³ + m a n ²³	i n c t + i n t + i n c t	年卅晚	年卅晚	164	0
737	Nanning	New Year's Eve	nin²¹ɬam⁵⁵sɐp²²man²⁴	n i n ²¹ + ɬ a m ⁵⁵ + s ɐ p ²² + m a n ²⁴	i n c t + i n c t + i n c t + i n c t	年三十晚	年三十晚	165	0
738	Xianggang	New Year's Eve	nin²¹sa⁵⁵man¹³	n i n ²¹ + s a ⁵⁵ + m a n ¹³	i n c t + i n t + i n c t	年卅晚	年卅晚	164	0
739	Xiamen	New Year's Eve	li²²⁻²¹kau⁵³⁻⁵⁵e²²hŋ̍	l i ²²/²¹ + k a u ⁵³/⁵⁵ + e ²² + h ŋ̍ ∼ ⁰	i n t + i n N t + n t + i n c t	二九下昏	二九下昏	166	0
740	Xiamen	New Year's Eve	li²²⁻²¹kau⁵³⁻⁵⁵mi³⁵	l i ²²/²¹ + k a u ⁵³/⁵⁵ + m i ³⁵	i n t + i n N t + i n t	二九暝	二九暝	167	0
741	Fuzhou	New Year's Eve	saŋ⁴⁴⁻²¹nɛiʔ⁵⁻⁴⁴maŋ⁵³⁻⁴⁴muo⁴⁴	s a ŋ ⁴⁴/²¹ + n ɛ i ʔ ⁵/⁴⁴ + m a ŋ ⁵³/⁴⁴ + m u o ⁴⁴	i n c t + i n N c t + i n c t + i m n t	三十暝晡	三十暝晡	168	0
742	Jian'ou	New Year's Eve	saŋ⁵⁴si⁴⁴niŋ³³maŋ³³	s a ŋ ⁵⁴ + s i ⁴⁴ + n i ŋ ³³ + m a ŋ ³³	i n c t + i n t + i n c t + i n c t	三十年暝	三十年暝	169	0
743	Jian'ou	New Year's Eve	puiŋ⁵⁴sy³³	p u i ŋ ⁵⁴ + s y ³³	i m n c t + i n t	分岁	分岁	170	0
744	Shantou	New Year's Eve	ziʔ⁵⁻²kau⁵³⁻²⁴mẽ⁵⁵	z i ʔ ⁵/² + k a u ⁵³/²⁴ + m ẽ ∼ ⁵⁵	i n c t + i n N t + i n c t	廿九暝	廿九暝	171	0
745	Shantou	New Year's Eve	sã³³ʦap⁵⁻²mẽ⁵⁵	s ã ∼ ³³ + ts a p ⁵/² + m ẽ ∼ ⁵⁵	i n c t + i n c t + i n c t	三十暝	三十暝	172	0
746	Haikou	New Year's Eve	ta²³tap³mɛ³¹hui²³	t a ²³ + t a p ³ + m ɛ ³¹ + h u i ²³	i n t + i n c t + i n t + i m n t	三十夜昏	三十夜昏	173	0
747	Haikou	New Year's Eve	hi³¹ta²³tap³	h i ³¹ + t a ²³ + t a p ³	i n t + i n t + i n c t	年三十	年三十	174	0
748	Haikou	New Year's Eve	zi²³kau²¹³ta²³tap³	z i ²³ + k a u ²¹³ + t a ²³ + t a p ³	i n t + i n N t + i n t + i n c t	二九三十	二九三十	175	0
749	Taibei	New Year's Eve	li³³⁻¹¹kau⁵³⁻⁵⁵am¹¹	l i ³³/¹¹ + k a u ⁵³/⁵⁵ + a m ¹¹	i n t + i n N t + n c t	二九暗	二九暗	176	0
750	Meixian	New Year's Eve	ŋian¹¹sam⁴⁴səp⁵ŋit¹	ŋ i a n ¹¹ + s a m ⁴⁴ + s ə p ⁵ + ŋ i t ¹	i m n c t + i n c t + i n c t + i n c t	年三十日	年三十日	177	0
751	Taoyuan	New Year's Eve	sɑm²⁴⁻²²sïp⁵⁵ɑm⁵⁵pu²⁴⁻³³	s ɑ m ²⁴/²² + s ï p ⁵⁵ + ɑ m ⁵⁵ + p u ²⁴/³³	i n c t + i n c t + n c t + i n t	三十暗晡	三十暗晡	178	0
752	Nanchang	New Year's Eve	san⁴²sɨʔ²iɑ²¹uan²¹³	s a n ⁴² + s ɨ ʔ ² + i ɑ ²¹ + u a n ²¹³	i n c t + i n c t + m n t + m n c t	三十夜晚	三十夜晚	179	0
753	Changsha	New Year's Eve	ʨy¹³si²⁴	tɕ y ¹³ + s i ²⁴	i n t + i n t	除夕	除夕	180	0
754	Changsha	New Year's Eve	san³³ʂʅ²⁴uan⁴¹ʂan¹¹	s a n ³³ + ʂ ʅ ²⁴ + u a n ⁴¹ + ʂ a n ¹¹	i n c t + i n t + m n c t + i n c t	三十晚上	三十晚上	181	0
755	Changsha	New Year's Eve	san³³ʂʅ²⁴uan⁴¹ka⁰ʦɿ	s a n ³³ + ʂ ʅ ²⁴ + u a n ⁴¹ + k a ⁰ + ts ɿ ⁰	i n c t + i n t + m n c t + i n t + i n t	三十晚间子	三十晚间子	182	0
756	Xiangtan	New Year's Eve	dai²¹ȵiẽ¹²san³³ʂʅ⁵⁵	d a i ²¹ + ɲ i ẽ ∼ ¹² + s a n ³³ + ʂ ʅ ⁵⁵	i n N t + i m n c t + i n c t + i n t	大年三十	大年三十	183	0
757	Xiangtan	New Year's Eve	san³³ʂʅ⁵⁵uan⁴²ʂɔn²¹	s a n ³³ + ʂ ʅ ⁵⁵ + u a n ⁴² + ʂ ɔ n ²¹	i n c t + i n t + m n c t + i n c t	三十晚上	三十晚上	181	0
758	Shexian	New Year's Eve	sɛ³¹ɕi²²ia²²	s ɛ ³¹ + ɕ i ²² + i a ²²	i n t + i n t + m n t	三十夜	三十夜	184	0
759	Tunxi	New Year's Eve	sɔ¹¹⁻²¹ɕi¹¹⁻²¹ia¹¹	s ɔ ¹¹/²¹ + ɕ i ¹¹/²¹ + i a ¹¹	i n t + i n t + m n t	三十夜	三十夜	184	0
760	Taiyuan	New Year's Eve	nie¹¹sæ̃¹¹səʔ⁵⁴	n i e ¹¹ + s æ̃ ∼ ¹¹ + s ə ʔ ⁵⁴	i m n t + i n c t + i n c t	年三十	年三十	174	0
761	Taiyuan	New Year's Eve	nie¹¹ʦʰu¹¹	n i e ¹¹ + tsʰ u ¹¹	i m n t + i n t	年除	年除	185	0
762	Pingyao	New Year's Eve	ȵiᴇ¹³ʦʮ¹³⁻³¹xɑ³⁵	ɲ i ᴇ ¹³ + ts ʮ ¹³/³¹ + x ɑ ³⁵	i m n t + i n t + i n t	年除下	年除下	186	0
763	Pingyao	New Year's Eve	ȵiᴇ¹³sɑŋ¹³⁻³¹ʂʌʔ⁵³ʐʌʔ¹³⁻⁵³	ɲ i ᴇ ¹³ + s ɑ ŋ ¹³/³¹ + ʂ ʌ ʔ ⁵³ + ʐ ʌ ʔ ¹³/⁵³	i m n t + i n c t + i n c t + i n c t	年三十←儿	年三十	174	0
764	Pingyao	New Year's Eve	tei³⁵ȵiᴇ¹³⁻³¹xɑ³⁵⁻³¹	t e i ³⁵ + ɲ i ᴇ ¹³/³¹ + x ɑ ³⁵/³¹	i n N t + i m n t + i n t	大年下	大年下	187	0
765	Huhehaote	New Year's Eve	nie³¹⁻³³sæ̃³¹⁻³³sar³¹	n i e ³¹/³³ + s æ̃ ∼ ³¹/³³ + s a r ³¹	i m n t + i n c t + i n r t	年三十+儿	年三十	174	0
766	Huhehaote	New Year's Eve	sæ̃³¹⁻³³sar³¹xəʔ⁴³⁻²¹ie⁵⁵	s æ̃ ∼ ³¹/³³ + s a r ³¹ + x ə ʔ ⁴³/²¹ + i e ⁵⁵	i n c t + i n r t + i n c t + m n t	三十+儿黑夜	三十黑夜	188	0
767	Huhehaote	New Year's Eve	ʦʰu³¹ɕiəʔ⁴³	tsʰ u ³¹ + ɕ i ə ʔ ⁴³	i n t + i m n c t	除夕	除夕	180	0
768	Beijing	New Year's Eve	nian³⁵san⁵⁵ʂər³⁵	n i a n ³⁵ + s a n ⁵⁵ + ʂ ə r ³⁵	i m n c t + i n c t + i n r t	年三十+儿	年三十	174	0
769	Tianjin	New Year's Eve	san²¹ʂər⁴⁵van¹³ʂɑŋ³	s a n ²¹ + ʂ ə r ⁴⁵ + v a n ¹³ + ʂ ɑ ŋ ³	i n c t + i n r t + i n c t + i n c t	三十+儿晚上	三十晚上	181	0
770	Jinan	New Year's Eve	ȵiã⁴²sã²¹³ʂer⁴²	ɲ i ã ∼ ⁴² + s ã ∼ ²¹³ + ʂ e r ⁴²	i m n c t + i n c t + i n r t	年三十+儿	年三十	174	0
771	Jinan	New Year's Eve	ta²¹ȵiã⁴²sã²¹³ʂer⁴²	t a ²¹ + ɲ i ã ∼ ⁴² + s ã ∼ ²¹³ + ʂ e r ⁴²	i n t + i m n c t + i n c t + i n r t	大年三十+儿	大年三十	183	0
772	Jinan	New Year's Eve	sã²¹³ʂer⁴²	s ã ∼ ²¹³ + ʂ e r ⁴²	i n c t + i n r t	三十+儿	三十	189	0
773	Qingdao	New Year's Eve	niã⁴²⁻³¹ʧʰu⁴²⁻⁵⁵i	n i ã ∼ ⁴²/³¹ + tʃʰ u ⁴²/⁵⁵ + i ⁰	i m n c t + i n t + n t	年除日	年除日	190	0
774	Nanjing	New Year's Eve	saŋ³¹ʂʅʔ⁵uaŋ²¹²⁻¹¹ʂaŋ	s a ŋ ³¹ + ʂ ʅ ʔ ⁵ + u a ŋ ²¹²/¹¹ + ʂ a ŋ ⁰	i n c t + i n c t + m n c t + i n c t	三十晚上	三十晚上	181	0
775	Hefei	New Year's Eve	liɪ̃⁵⁵sæ̃²¹ʂəʔ⁵	l i ɪ̃ ∼ ⁵⁵ + s æ̃ ∼ ²¹ + ʂ ə ʔ ⁵	i m n c t + i n c t + i n c t	年三十	年三十	174	0
776	Zhengzhou	New Year's Eve	nian⁴²san²⁴ʂər⁴²uan⁵³ʂaŋ	n i a n ⁴² + s a n ²⁴ + ʂ ə r ⁴² + u a n ⁵³ + ʂ a ŋ ⁰	i m n c t + i n c t + i n r t + m n c t + i n c t	年三十+儿晚上	年三十晚上	161	0
777	Zhengzhou	New Year's Eve	t͡ʂʰu⁴²si²⁴	ʈʂʰ u ⁴² + s i ²⁴	i n t + i n t	除夕	除夕	180	0
778	Wuhan	New Year's Eve	ʨʰy²¹³⁻²¹ɕi²¹³	tɕʰ y ²¹³/²¹ + ɕ i ²¹³	i n t + i n t	除夕	除夕	180	0
779	Wuhan	New Year's Eve	san⁵⁵sɿ⁰uan⁴²saŋ	s a n ⁵⁵ + s ɿ ⁰ + u a n ⁴² + s a ŋ ⁰	i n c t + i n t + m n c t + i n c t	三十晚上	三十晚上	181	0
780	Chengdu	New Year's Eve	ȵian³¹san⁵⁵sɿ³¹uan⁵³saŋ	ɲ i a n ³¹ + s a n ⁵⁵ + s ɿ ³¹ + u a n ⁵³ + s a ŋ ⁰	i m n c t + i n c t + i n t + m n c t + i n c t	年三十晚上	年三十晚上	161	0
781	Chengdu	New Year's Eve	ȵian³¹san⁵⁵sɿ³¹uan⁵³xe	ɲ i a n ³¹ + s a n ⁵⁵ + s ɿ ³¹ + u a n ⁵³ + x e ⁰	i m n c t + i n c t + i n t + m n c t + i n t	年三十晚黑	年三十晚黑	191	0
782	Chengdu	New Year's Eve	san⁵⁵sɿ³¹uan⁵³ɕi⁵⁵	s a n ⁵⁵ + s ɿ ³¹ + u a n ⁵³ + ɕ i ⁵⁵	i n c t + i n t + m n c t + i n t	三十晚夕	三十晚夕	192	0
783	Guiyang	New Year's Eve	san⁵⁵sɿ²¹iɛ	s a n ⁵⁵ + s ɿ ²¹ + i ɛ ⁰	i n c t + i n t + m n t	三十夜	三十夜	184	0
784	Guiyang	New Year's Eve	lian²¹san⁵⁵sɿ²¹uan⁴²	l i a n ²¹ + s a n ⁵⁵ + s ɿ ²¹ + u a n ⁴²	i m n c t + i n c t + i n t + m n c t	年三十晚	年三十晚	165	0
785	Kunming	New Year's Eve	sᴀ̃⁴⁴ʂʅ³¹uᴀ̃⁵³ʂə̃³¹⁻⁴⁴	s ᴀ̃ ∼ ⁴⁴ + ʂ ʅ ³¹ + u ᴀ̃ ∼ ⁵³ + ʂ ə̃ ∼ ³¹/⁴⁴	i n c t + i n t + m n N t + i n c t	三十晚辰	三十晚辰	193	0
786	Haerbin	New Year's Eve	san⁴⁴ʂər²⁴uan²¹³⁻²¹ʂaŋ	s a n ⁴⁴ + ʂ ə r ²⁴ + u a n ²¹³/²¹ + ʂ a ŋ ⁰	i n c t + i n r t + m n c t + i n c t	三十+儿晚上	三十晚上	181	0
787	Xi'an	New Year's Eve	sã²¹ʂər²⁴xei²¹liɛ	s ã ∼ ²¹ + ʂ ə r ²⁴ + x e i ²¹ + l i ɛ ⁰	i n c t + i n r t + i n N t + i m n t	三十+儿黑咧	三十黑咧	194	0
788	Yinchuan	New Year's Eve	san⁴⁴ʂʅ⁰van⁵³⁻³⁵ɕi	s a n ⁴⁴ + ʂ ʅ ⁰ + v a n ⁵³/³⁵ + ɕ i ⁰	i n c t + i n t + i n c t + i n t	三十晚夕	三十晚夕	192	0
789	Lanzhou	New Year's Eve	sɛ̃n³¹ʂʅ¹³⁻¹¹vɛ̃n⁴⁴²ɕĩn²¹	s ɛ̃ n ³¹ + ʂ ʅ ¹³/¹¹ + v ɛ̃ n ⁴⁴² + ɕ ĩ n ²¹	i n c t + i n t + i n c t + i n c t	三十晚夕	三十晚夕	192	0
790	Xining	New Year's Eve	sã⁴⁴⁻²¹ʂʅ²⁴uã⁵³⁻²¹ɕj	s ã ∼ ⁴⁴/²¹ + ʂ ʅ ²⁴ + u ã ∼ ⁵³/²¹ + ɕ i ⁰	i n c t + i n t + m n c t + i n t	三十晚夕	三十晚夕	192	0
791	Xining	New Year's Eve	la⁴⁴yu⁰sã⁴⁴ʂʅ²⁴⁻⁴⁴	l a ⁴⁴ + y u ⁰ + s ã ∼ ⁴⁴ + ʂ ʅ ²⁴/⁴⁴	i n t + m n t + i n c t + i n t	腊月三十	腊月三十	195	0
792	Xining	New Year's Eve	ta²¹³iã²⁴sã⁴⁴ʂʅ²⁴⁻⁴⁴	t a ²¹³ + i ã ∼ ²⁴ + s ã ∼ ⁴⁴ + ʂ ʅ ²⁴/⁴⁴	i n t + m n c t + i n c t + i n t	大年三十	大年三十	183	0
793	Wulumuqi	New Year's Eve	ȵian⁵¹san⁴⁴ʂʅ	ɲ i a n ⁵¹ + s a n ⁴⁴ + ʂ ʅ ⁰	i m n c t + i n c t + i n t	年三十	年三十	174	0
794	Wulumuqi	New Year's Eve	ta²¹³⁻¹³ȵian⁵¹san⁴⁴ʂʅ	t a ²¹³/¹³ + ɲ i a n ⁵¹ + s a n ⁴⁴ + ʂ ʅ ⁰	i n t + i m n c t + i n c t + i n t	大年三十	大年三十	183	0
795	Wulumuqi	New Year's Eve	san⁴⁴ʂʅ⁰xei⁴⁴lɤ	s a n ⁴⁴ + ʂ ʅ ⁰ + x e i ⁴⁴ + l ɤ ⁰	i n c t + i n t + i n N t + i n t	三十黑里	三十黑里	196	0
7453	Shanghai	a while	ɕiɪʔ⁵	ɕ i ɪ ʔ ⁵	i m n c t	歇	歇	2402	0
7454	Suzhou	a while	ɕiəʔ	ɕ i ə ʔ ⁰	i m n c t	歇	歇	2402	0
7455	Hangzhou	a while	ɕiəʔ⁵əl	ɕ i ə ʔ ⁵ + ə l ⁰	i m n c t + n r t	歇←儿	歇	2402	0
7456	Wenzhou	a while	o³⁵ŋ̍³¹⁻⁴⁵	o ³⁵ + ŋ ŋ̍ ∼ ³¹/⁴⁵	n t + i n c t	下←儿	下	2403	0
7457	Guangzhou	a while	ʦɐn²²	ts ɐ n ²²	i n c t	阵	阵	2404	0
7458	Guangzhou	a while	ʦɐn²²kan⁵⁵	ts ɐ n ²² + k a n ⁵⁵	i n c t + i n c t	阵间	阵间	2405	0
7459	Nanning	a while	ʦɐn²²	ts ɐ n ²²	i n c t	阵	阵	2404	0
