ID	DOCULECT	DOCULECT_IN_SOURCE	CONCEPT	CONCEPTICON_ID	STEDT_ID	VALUE	SEGMENTS	SOURCE
208842	Dali	Bai (Dali)	kneel		208842	kv³¹	k v ³¹ 	Sun1991
208843	Bijiang	Bai (Bijiang)	kneel		208843	tɕeʴ³³ko⁵⁵tse⁵⁵	tɕ eʴ ³³ k o ⁵⁵ ts e ⁵⁵ 	Sun1991
208868	Jianchuan	Bai (Jianchuan)	kneel		208868	kv³¹	k v ³¹ 	Sun1991
200835	Dali	Bai (Dali)	knife		200835	ji³⁵tɑ³⁵	j i ³⁵ t ɑ ³⁵ 	Sun1991
200836	Bijiang	Bai (Bijiang)	knife		200836	e⁵⁵ti⁵⁵	e ⁵⁵ t i ⁵⁵ 	Sun1991
200861	Jianchuan	Bai (Jianchuan)	knife		200861	ji⁵⁵tɑ̃⁵⁵	j i ⁵⁵ t ɑ̃ ∼ ⁵⁵ 	Sun1991
216798	Dali	Bai (Dali)	know		216798	tsi³¹tɯ⁴⁴	ts i ³¹ t ɯ ⁴⁴ 	Sun1991
216799	Bijiang	Bai (Bijiang)	know		216799	ʈɑ⁴⁴tɯ⁴⁴	ʈ ɑ ⁴⁴ t ɯ ⁴⁴ 	Sun1991
216824	Jianchuan	Bai (Jianchuan)	know		216824	sẽ³³	s ẽ ∼ ³³ 	Sun1991
217334	Jianchuan	Bai (Jianchuan)	know (a language) / can / be abl		217334	khu³³	kh u ³³ 	Sun1991
217308	Dali	Bai (Dali)	know (a language) / can / be abl		217308	khu³³	kh u ³³ 	Sun1991
217309	Bijiang	Bai (Bijiang)	know (a language) / can / be abl		217309	qhu³³	qh u ³³ 	Sun1991
203232	Dali	Bai (Dali)	ladder		203232	mu²¹tsi²¹the⁵⁵	m u ²¹ ts i ²¹ th e ⁵⁵ 	Sun1991
203258	Jianchuan	Bai (Jianchuan)	ladder		203258	thi⁵⁵	th i ⁵⁵ 	Sun1991
203233	Bijiang	Bai (Bijiang)	ladder		203233	qẽ⁵⁵ku²¹	q ẽ ∼ ⁵⁵ k u ²¹ 	Sun1991
219145	Bijiang	Bai (Bijiang)	ladle / dredge		219145	ȵɑ²¹	ȵ ɑ ²¹ 	Sun1991
219170	Jianchuan	Bai (Jianchuan)	ladle / dredge		219170	vu²¹	v u ²¹ 	Sun1991
219144	Dali	Bai (Dali)	ladle / dredge		219144	veʴ⁴²	v eʴ ⁴² 	Sun1991
180997	Bijiang	Bai (Bijiang)	lake		180997	sẽ⁴²lu²¹bɯ³³	s ẽ ∼ ⁴² l u ²¹ b ɯ ³³ 	Sun1991
180996	Dali	Bai (Dali)	lake		180996	ko²¹	k o ²¹ 	Sun1991
181022	Jianchuan	Bai (Jianchuan)	lake		181022	tɕɛ⁴²	tɕ ɛ ⁴² 	Sun1991
195480	Dali	Bai (Dali)	lame person		195480	tse⁴²ko⁴⁴	ts e ⁴² k o ⁴⁴ 	Sun1991
195481	Bijiang	Bai (Bijiang)	lame person		195481	ko⁴⁴qhe⁴⁴	k o ⁴⁴ qh e ⁴⁴ 	Sun1991
195506	Jianchuan	Bai (Jianchuan)	lame person		195506	khe⁴⁴ko⁴⁴	kh e ⁴⁴ k o ⁴⁴ 	Sun1991
203589	Dali	Bai (Dali)	lamp		203589	tɯ³⁵	t ɯ ³⁵ 	Sun1991
203590	Bijiang	Bai (Bijiang)	lamp		203590	tɯ⁵⁵	t ɯ ⁵⁵ 	Sun1991
203615	Jianchuan	Bai (Jianchuan)	lamp		203615	tɯ̄⁵⁵	t ɯ̄ ⁵⁵ 	Sun1991
206037	Dali	Bai (Dali)	language		206037	ŋv⁵³	ŋ v ⁵³ 	Sun1991
206038	Bijiang	Bai (Bijiang)	language		206038	lɑ⁴⁴guɑ⁵⁵ŋv⁴²	l ɑ ⁴⁴ g u ɑ ⁵⁵ ŋ v ⁴² 	Sun1991
206063	Jianchuan	Bai (Jianchuan)	language		206063	ŋv⁴²	ŋ v ⁴² 	Sun1991
224499	Dali	Bai (Dali)	late		224499	me³³	m e ³³ 	Sun1991
224500	Bijiang	Bai (Bijiang)	late		224500	meʴ³³	m eʴ ³³ 	Sun1991
224525	Jianchuan	Bai (Jianchuan)	late		224525	me³³	m e ³³ 	Sun1991
230568	Dali	Bai (Dali)	later (in time)		230568	ɣɯ³³	ɣ ɯ ³³ 	Sun1991
230569	Bijiang	Bai (Bijiang)	later (in time)		230569	ɣɯ³³no³³	ɣ ɯ ³³ n o ³³ 	Sun1991
230594	Jianchuan	Bai (Jianchuan)	later (in time)		230594	tɕɛ̃⁴²ɣɯ³³	tɕ ɛ̃ ∼ ⁴² ɣ ɯ ³³ 	Sun1991
216543	Dali	Bai (Dali)	laugh		216543	so³¹	s o ³¹ 	Sun1991
216544	Bijiang	Bai (Bijiang)	laugh		216544	su⁴²	s u ⁴² 	Sun1991
216569	Jianchuan	Bai (Jianchuan)	laugh		216569	so³¹	s o ³¹ 	Sun1991
210066	Dali	Bai (Dali)	lay (bricks)		210066	teʴ⁴⁴	t eʴ ⁴⁴ 	Sun1991
210067	Bijiang	Bai (Bijiang)	lay (bricks)		210067	ɖɯ³³nɑ²¹phɑ⁵⁵	ɖ ɯ ³³ n ɑ ²¹ ph ɑ ⁵⁵ 	Sun1991
210092	Jianchuan	Bai (Jianchuan)	lay (bricks)		210092	tɛ⁴⁴	t ɛ ⁴⁴ 	Sun1991
220037	Jianchuan	Bai (Jianchuan)	lay (egg)		220037	sẽ⁴²	s ẽ ∼ ⁴² 	Sun1991
220011	Dali	Bai (Dali)	lay (egg)		220011	se⁴²	s e ⁴² 	Sun1991
220012	Bijiang	Bai (Bijiang)	lay (egg)		220012	se⁴²	s e ⁴² 	Sun1991
226233	Dali	Bai (Dali)	lazy		226233	lɑ³¹vu³⁵	l ɑ ³¹ v u ³⁵ 	Sun1991
226234	Bijiang	Bai (Bijiang)	lazy		226234	pɑ⁴²jo³³	p ɑ ⁴² j o ³³ 	Sun1991
226259	Jianchuan	Bai (Jianchuan)	lazy		226259	pɛ⁴²jo³³kɯ³³	p ɛ ⁴² j o ³³ k ɯ ³³ 	Sun1991
211188	Dali	Bai (Dali)	lead (animal)		211188	khe⁵⁵	kh e ⁵⁵ 	Sun1991
211189	Bijiang	Bai (Bijiang)	lead (animal)		211189	qheʴ⁵⁵	qh eʴ ⁵⁵ 	Sun1991
211214	Jianchuan	Bai (Jianchuan)	lead (animal)		211214	khẽ⁵⁵	kh ẽ ∼ ⁵⁵ 	Sun1991
191400	Dali	Bai (Dali)	leaf		191400	se⁴⁴	s e ⁴⁴ 	Sun1991
191401	Bijiang	Bai (Bijiang)	leaf		191401	ʂeʴ⁴⁴	ʂ eʴ ⁴⁴ 	Sun1991
191426	Jianchuan	Bai (Jianchuan)	leaf		191426	se⁴⁴	s e ⁴⁴ 	Sun1991
219221	Jianchuan	Bai (Jianchuan)	leak		219221	gɯ³¹	g ɯ ³¹ 	Sun1991
219195	Dali	Bai (Dali)	leak		219195	ɣɯ⁴²	ɣ ɯ ⁴² 	Sun1991
219196	Bijiang	Bai (Bijiang)	leak		219196	ɣɯ⁴²	ɣ ɯ ⁴² 	Sun1991
209505	Dali	Bai (Dali)	lean		209505	kho⁵⁵	kh o ⁵⁵ 	Sun1991
209506	Bijiang	Bai (Bijiang)	lean		209506	tõ⁵⁵tɕĩ³³	t õ ∼ ⁵⁵ tɕ ĩ ∼ ³³ 	Sun1991
209531	Jianchuan	Bai (Jianchuan)	lean		209531	khuɛ⁵⁵	kh u ɛ ⁵⁵ 	Sun1991
223377	Dali	Bai (Dali)	lean (meat)		223377	kɑ⁵⁵pɯ³³	k ɑ ⁵⁵ p ɯ ³³ 	Sun1991
223403	Jianchuan	Bai (Jianchuan)	lean (meat)		223403	tso³³	ts o ³³ 	Sun1991
223378	Bijiang	Bai (Bijiang)	lean (meat)		223378	ʈhɑ⁵⁵qɑ²¹	ʈh ɑ ⁵⁵ q ɑ ²¹ 	Sun1991
211698	Dali	Bai (Dali)	learn		211698	ɣɯ⁴²	ɣ ɯ ⁴² 	Sun1991
211699	Bijiang	Bai (Bijiang)	learn		211699	ɣɯ⁴²	ɣ ɯ ⁴² 	Sun1991
211724	Jianchuan	Bai (Jianchuan)	learn		211724	ɣɯ⁴²	ɣ ɯ ⁴² 	Sun1991
188494	Bijiang	Bai (Bijiang)	leech		188494	qɑ⁵⁵tsi⁵⁵	q ɑ ⁵⁵ ts i ⁵⁵ 	Sun1991
188519	Jianchuan	Bai (Jianchuan)	leech		188519	tɕi⁴⁴	tɕ i ⁴⁴ 	Sun1991
188493	Dali	Bai (Dali)	leech		188493	tɕi⁴⁴	tɕ i ⁴⁴ 	Sun1991
182680	Bijiang	Bai (Bijiang)	left		182680	tɕuĩ⁵⁵	tɕ u ĩ ∼ ⁵⁵ 	Sun1991
182705	Jianchuan	Bai (Jianchuan)	left		182705	pi⁵⁵fv³³no³³	p i ⁵⁵ f v ³³ n o ³³ 	Sun1991
182679	Dali	Bai (Dali)	left		182679	pi³⁵	p i ³⁵ 	Sun1991
193466	Jianchuan	Bai (Jianchuan)	leg		193466	tɕɑ⁴²pɑ⁴²tsi³³	tɕ ɑ ⁴² p ɑ ⁴² ts i ³³ 	Sun1991
193441	Bijiang	Bai (Bijiang)	leg		193441	qhuɑ̃⁴²	qh u ɑ̃ ∼ ⁴² 	Sun1991
193440	Dali	Bai (Dali)	leg		193440	khuɑ³¹tu⁵⁵	kh u ɑ ³¹ t u ⁵⁵ 	Sun1991
199407	Dali	Bai (Dali)	legging		199407	pɑ⁴²thui³¹	p ɑ ⁴² th u i ³¹ 	Sun1991
199408	Bijiang	Bai (Bijiang)	legging		199408	ŋɑ²¹ʈɑ̃²¹dʑe³³	ŋ ɑ ²¹ ʈ ɑ̃ ∼ ²¹ dʑ e ³³ 	Sun1991
199433	Jianchuan	Bai (Jianchuan)	legging		199433	lɯ⁴⁴ko⁴⁴po⁴²	l ɯ ⁴⁴ k o ⁴⁴ p o ⁴² 	Sun1991
186428	Jianchuan	Bai (Jianchuan)	leopard		186428	pɑ̃⁴²	p ɑ̃ ∼ ⁴² 	Sun1991
186402	Dali	Bai (Dali)	leopard		186402	pɑ⁵³	p ɑ ⁵³ 	Sun1991
186403	Bijiang	Bai (Bijiang)	leopard		186403	pie⁴²	p i e ⁴² 	Sun1991
205323	Dali	Bai (Dali)	letter		205323	si³⁵fv³⁵	s i ³⁵ f v ³⁵ 	Sun1991
205324	Bijiang	Bai (Bijiang)	letter		205324	su⁵⁵fv⁵⁵	s u ⁵⁵ f v ⁵⁵ 	Sun1991
205349	Jianchuan	Bai (Jianchuan)	letter		205349	sv⁵⁵fṽ⁵⁵	s v ⁵⁵ f ṽ ⁵⁵ 	Sun1991
207363	Dali	Bai (Dali)	lick		207363	tsi³³	ts i ³³ 	Sun1991
207364	Bijiang	Bai (Bijiang)	lick		207364	dʐẽʴ³³ji⁵⁵	dʐ ẽʴ ∼ ³³ j i ⁵⁵ 	Sun1991
207389	Jianchuan	Bai (Jianchuan)	lick		207389	tsi³³	ts i ³³ 	Sun1991
202518	Dali	Bai (Dali)	lid		202518	pɯ⁵⁵phɯ³¹	p ɯ ⁵⁵ ph ɯ ³¹ 	Sun1991
202519	Bijiang	Bai (Bijiang)	lid		202519	po⁵⁵phɯ⁴²	p o ⁵⁵ ph ɯ ⁴² 	Sun1991
202544	Jianchuan	Bai (Jianchuan)	lid		202544	phɯ³¹	ph ɯ ³¹ 	Sun1991
222255	Dali	Bai (Dali)	light		222255	tsheʴ⁵⁵	tsh eʴ ⁵⁵ 	Sun1991
222256	Bijiang	Bai (Bijiang)	light		222256	ʈhɑ̃⁵⁵	ʈh ɑ̃ ∼ ⁵⁵ 	Sun1991
222281	Jianchuan	Bai (Jianchuan)	light		222281	tshɛ̃³³	tsh ɛ̃ ∼ ³³ 	Sun1991
214299	Dali	Bai (Dali)	light (candle)		214299	ke³¹	k e ³¹ 	Sun1991
214300	Bijiang	Bai (Bijiang)	light (candle)		214300	ʐeʴ⁴²tɯ⁵⁵	ʐ eʴ ⁴² t ɯ ⁵⁵ 	Sun1991
214325	Jianchuan	Bai (Jianchuan)	light (candle)		214325	kẽ³¹	k ẽ ∼ ³¹ 	Sun1991
216696	Dali	Bai (Dali)	like		216696	ɕi³¹xuɑ³⁵	ɕ i ³¹ x u ɑ ³⁵ 	Sun1991
216697	Bijiang	Bai (Bijiang)	like		216697	ɕĩ⁴²xõ⁴²	ɕ ĩ ∼ ⁴² x õ ∼ ⁴² 	Sun1991
216722	Jianchuan	Bai (Jianchuan)	like		216722	ɕi³¹xuɑ̃⁵⁵	ɕ i ³¹ x u ɑ̃ ∼ ⁵⁵ 	Sun1991
198132	Dali	Bai (Dali)	lime		198132	xui³⁵	x u i ³⁵ 	Sun1991
198158	Jianchuan	Bai (Jianchuan)	lime		198158	xui³³	x u i ³³ 	Sun1991
198133	Bijiang	Bai (Bijiang)	lime		198133	ɕu⁵⁵	ɕ u ⁵⁵ 	Sun1991
192370	Bijiang	Bai (Bijiang)	lip		192370	tɕhui³³tɕui²¹	tɕh u i ³³ tɕ u i ²¹ 	Sun1991
192395	Jianchuan	Bai (Jianchuan)	lip		192395	tɕi³³pe²¹	tɕ i ³³ p e ²¹ 	Sun1991
192369	Dali	Bai (Dali)	lip		192369	tɕui³³pe²¹	tɕ u i ³³ p e ²¹ 	Sun1991
200478	Dali	Bai (Dali)	liquor		200478	tsi³³	ts i ³³ 	Sun1991
200479	Bijiang	Bai (Bijiang)	liquor		200479	tsõ³³	ts õ ∼ ³³ 	Sun1991
200504	Jianchuan	Bai (Jianchuan)	liquor		200504	tsṽ³³	ts ṽ ³³ 	Sun1991
207108	Dali	Bai (Dali)	listen		207108	tɕheʴ⁵⁵	tɕh eʴ ⁵⁵ 	Sun1991
207109	Bijiang	Bai (Bijiang)	listen		207109	tɕhɑ̃⁵⁵	tɕh ɑ̃ ∼ ⁵⁵ 	Sun1991
207134	Jianchuan	Bai (Jianchuan)	listen		207134	tɕhɛ̃⁵⁵	tɕh ɛ̃ ∼ ⁵⁵ 	Sun1991
221796	Dali	Bai (Dali)	little / few		221796	ɕou³³	ɕ o u ³³ 	Sun1991
221797	Bijiang	Bai (Bijiang)	little / few		221797	ʂv³³	ʂ v ³³ 	Sun1991
221822	Jianchuan	Bai (Jianchuan)	little / few		221822	ɕu³³	ɕ u ³³ 	Sun1991
193899	Dali	Bai (Dali)	liver		193899	kɑ³⁵khv³¹	k ɑ ³⁵ kh v ³¹ 	Sun1991
193900	Bijiang	Bai (Bijiang)	liver		193900	qɑ̃⁵⁵	q ɑ̃ ∼ ⁵⁵ 	Sun1991
193925	Jianchuan	Bai (Jianchuan)	liver		193925	kɑ̃⁵⁵	k ɑ̃ ∼ ⁵⁵ 	Sun1991
213891	Dali	Bai (Dali)	load		213891	tso³⁵ȵi⁴⁴	ts o ³⁵ ȵ i ⁴⁴ 	Sun1991
213892	Bijiang	Bai (Bijiang)	load		213892	tɕɑ̃³³ȵi⁵⁵	tɕ ɑ̃ ∼ ³³ ȵ i ⁵⁵ 	Sun1991
213917	Jianchuan	Bai (Jianchuan)	load		213917	tsõ⁵⁵	ts õ ∼ ⁵⁵ 	Sun1991
202314	Dali	Bai (Dali)	lock		202314	suo³³kv³¹	s u o ³³ k v ³¹ 	Sun1991
202315	Bijiang	Bai (Bijiang)	lock		202315	so³³pɑ̃⁴²	s o ³³ p ɑ̃ ∼ ⁴² 	Sun1991
202340	Jianchuan	Bai (Jianchuan)	lock		202340	so³³	s o ³³ 	Sun1991
221235	Dali	Bai (Dali)	long		221235	tsou²¹	ts o u ²¹ 	Sun1991
221236	Bijiang	Bai (Bijiang)	long		221236	ʈõ²¹	ʈ õ ∼ ²¹ 	Sun1991
221261	Jianchuan	Bai (Jianchuan)	long		221261	tsõ²¹	ts õ ∼ ²¹ 	Sun1991
206904	Dali	Bai (Dali)	look		206904	xɑ⁵⁵	x ɑ ⁵⁵ 	Sun1991
206905	Bijiang	Bai (Bijiang)	look		206905	e³³	e ³³ 	Sun1991
206930	Jianchuan	Bai (Jianchuan)	look		206930	xɑ̃⁵⁵	x ɑ̃ ∼ ⁵⁵ 	Sun1991
201243	Dali	Bai (Dali)	loom		201243	tsɯ⁴⁴tɕi³⁵kɯ³¹	ts ɯ ⁴⁴ tɕ i ³⁵ k ɯ ³¹ 	Sun1991
201244	Bijiang	Bai (Bijiang)	loom		201244	ʈɯ⁴²se⁴⁴tɕi³³	ʈ ɯ ⁴² s e ⁴⁴ tɕ i ³³ 	Sun1991
201269	Jianchuan	Bai (Jianchuan)	loom		201269	tsi⁵⁵se⁴⁴tɕɑ⁴⁴	ts i ⁵⁵ s e ⁴⁴ tɕ ɑ ⁴⁴ 	Sun1991
224857	Bijiang	Bai (Bijiang)	loose / lax		224857	sõ⁵⁵	s õ ∼ ⁵⁵ 	Sun1991
224856	Dali	Bai (Dali)	loose / lax		224856	khuɑ⁵⁵	kh u ɑ ⁵⁵ 	Sun1991
224882	Jianchuan	Bai (Jianchuan)	loose / lax		224882	sõ⁵⁵	s õ ∼ ⁵⁵ 	Sun1991
220700	Jianchuan	Bai (Jianchuan)	lose		220700	tshi⁵⁵	tsh i ⁵⁵ 	Sun1991
220674	Dali	Bai (Dali)	lose		220674	si³⁵pe⁵⁵	s i ³⁵ p e ⁵⁵ 	Sun1991
220675	Bijiang	Bai (Bijiang)	lose		220675	tsu⁵⁵ɣo³⁵	ts u ⁵⁵ ɣ o ³⁵ 	Sun1991
214758	Dali	Bai (Dali)	lose (a game)		214758	tshi⁵⁵	tsh i ⁵⁵ 	Sun1991
214759	Bijiang	Bai (Bijiang)	lose (a game)		214759	tɕheʴ³⁵; ȵi²¹	tɕh eʴ ³⁵ ; ȵi ²¹ 	Sun1991
214784	Jianchuan	Bai (Jianchuan)	lose (a game)		214784	tshi⁵⁵	tsh i ⁵⁵ 	Sun1991
214503	Dali	Bai (Dali)	lose / misplace		214503	tshi⁵⁵	tsh i ⁵⁵ 	Sun1991
214504	Bijiang	Bai (Bijiang)	lose / misplace		214504	ɕi³³tʂheʴ⁵⁵	ɕ i ³³ tʂh eʴ ⁵⁵ 	Sun1991
214529	Jianchuan	Bai (Jianchuan)	lose / misplace		214529	tshi⁵⁵	tsh i ⁵⁵ 	Sun1991
188264	Jianchuan	Bai (Jianchuan)	louse		188264	ɕi⁴⁴	ɕ i ⁴⁴ 	Sun1991
188238	Dali	Bai (Dali)	louse		188238	ɕe⁴⁴	ɕ e ⁴⁴ 	Sun1991
188239	Bijiang	Bai (Bijiang)	louse		188239	ʂi⁴⁴	ʂ i ⁴⁴ 	Sun1991
216645	Dali	Bai (Dali)	love		216645	e⁴⁴	e ⁴⁴ 	Sun1991
216646	Bijiang	Bai (Bijiang)	love		216646	ko²¹	k o ²¹ 	Sun1991
216671	Jianchuan	Bai (Jianchuan)	love		216671	ko²¹	k o ²¹ 	Sun1991
220955	Jianchuan	Bai (Jianchuan)	low		220955	pi³³	p i ³³ 	Sun1991
220929	Dali	Bai (Dali)	low		220929	pi³³	p i ³³ 	Sun1991
220930	Bijiang	Bai (Bijiang)	low		220930	dʑuĩ³³	dʑ u ĩ ∼ ³³ 	Sun1991
200070	Dali	Bai (Dali)	lunch		200070	ȵeʴ⁴⁴tɯ³¹	ȵ eʴ ⁴⁴ t ɯ ³¹ 	Sun1991
200071	Bijiang	Bai (Bijiang)	lunch		200071	ȵi⁴⁴xɯ³¹beʴ³³	ȵ i ⁴⁴ x ɯ ³¹ b eʴ ³³ 	Sun1991
200096	Jianchuan	Bai (Jianchuan)	lunch		200096	jɯ̃⁴⁴tɯ̃³¹	j ɯ̃ ∼ ⁴⁴ t ɯ̃ ∼ ³¹ 	Sun1991
193950	Dali	Bai (Dali)	lung		193950	phiɑ⁴⁴	ph i ɑ ⁴⁴ 	Sun1991
193951	Bijiang	Bai (Bijiang)	lung		193951	tɕhuɑ⁴⁴ku⁵⁵	tɕh u ɑ ⁴⁴ k u ⁵⁵ 	Sun1991
193976	Jianchuan	Bai (Jianchuan)	lung		193976	phiɑ⁴⁴	ph i ɑ ⁴⁴ 	Sun1991
195429	Dali	Bai (Dali)	mad person		195429	peʴ⁴²v²¹	p eʴ ⁴² v ²¹ 	Sun1991
195430	Bijiang	Bai (Bijiang)	mad person		195430	vu²¹ȵi²¹	v u ²¹ ȵ i ²¹ 	Sun1991
195455	Jianchuan	Bai (Jianchuan)	mad person		195455	vu²¹	v u ²¹ 	Sun1991
188545	Bijiang	Bai (Bijiang)	maggot		188545	qo⁵⁵tɕu²¹	q o ⁵⁵ tɕ u ²¹ 	Sun1991
188544	Dali	Bai (Dali)	maggot		188544	si³³tsv²¹	s i ³³ ts v ²¹ 	Sun1991
188570	Jianchuan	Bai (Jianchuan)	maggot		188570	tɕhi⁵⁵tsv²¹	tɕh i ⁵⁵ ts v ²¹ 	Sun1991
187422	Dali	Bai (Dali)	magpie		187422	ou⁵⁵tsɑ⁴²	o u ⁵⁵ ts ɑ ⁴² 	Sun1991
187423	Bijiang	Bai (Bijiang)	magpie		187423	pɑ⁴²tɕɑ⁴⁴u⁵⁵	p ɑ ⁴² tɕ ɑ ⁴⁴ u ⁵⁵ 	Sun1991
187448	Jianchuan	Bai (Jianchuan)	magpie		187448	pɛ⁴²tɕhɑ⁴⁴v⁵⁵	p ɛ ⁴² tɕh ɑ ⁴⁴ v ⁵⁵ 	Sun1991
189819	Dali	Bai (Dali)	maize		189819	jeʴ³³meʴ³⁵	j eʴ ³³ m eʴ ³⁵ 	Sun1991
189820	Bijiang	Bai (Bijiang)	maize		189820	xɑ̃⁴²mɯ⁵⁵	x ɑ̃ ∼ ⁴² m ɯ ⁵⁵ 	Sun1991
189845	Jianchuan	Bai (Jianchuan)	maize		189845	ji⁴⁴mɯ⁵⁵	j i ⁴⁴ m ɯ ⁵⁵ 	Sun1991
213432	Dali	Bai (Dali)	make bed		213432	khou⁵⁵	kh o u ⁵⁵ 	Sun1991
213433	Bijiang	Bai (Bijiang)	make bed		213433	khũ⁵⁵	kh ũ ∼ ⁵⁵ 	Sun1991
213458	Jianchuan	Bai (Jianchuan)	make bed		213458	khõ⁵⁵	kh õ ∼ ⁵⁵ 	Sun1991
194664	Dali	Bai (Dali)	malaria		194664	phio⁵⁵v³¹	ph i o ⁵⁵ v ³¹ 	Sun1991
194665	Bijiang	Bai (Bijiang)	malaria		194665	fɑ⁴⁴phi⁵⁵vo³³	f ɑ ⁴⁴ ph i ⁵⁵ v o ³³ 	Sun1991
194690	Jianchuan	Bai (Jianchuan)	malaria		194690	phi⁵⁵vu³¹	ph i ⁵⁵ v u ³¹ 	Sun1991
194792	Jianchuan	Bai (Jianchuan)	man (male person)		194792	tsi³³jĩ²¹	ts i ³³ j ĩ ∼ ²¹ 	Sun1991
194766	Dali	Bai (Dali)	man (male person)		194766	tsi⁴⁴ȵi²¹	ts i ⁴⁴ ȵ i ²¹ 	Sun1991
194767	Bijiang	Bai (Bijiang)	man (male person)		194767	tsi⁴⁴ȵi²¹	ts i ⁴⁴ ȵ i ²¹ 	Sun1991
220470	Dali	Bai (Dali)	manage		220470	kue³¹li³¹	k u e ³¹ l i ³¹ 	Sun1991
220471	Bijiang	Bai (Bijiang)	manage		220471	quɑ̃⁴²ʂeʴ⁴⁴	q u ɑ̃ ∼ ⁴² ʂ eʴ ⁴⁴ 	Sun1991
220496	Jianchuan	Bai (Jianchuan)	manage		220496	kuɑ̃⁴²	k u ɑ̃ ∼ ⁴² 	Sun1991
221745	Dali	Bai (Dali)	many / much		221745	tɕi³⁵	tɕ i ³⁵ 	Sun1991
221746	Bijiang	Bai (Bijiang)	many / much		221746	ti⁵⁵	t i ⁵⁵ 	Sun1991
221771	Jianchuan	Bai (Jianchuan)	many / much		221771	tɕi⁵⁵	tɕ i ⁵⁵ 	Sun1991
206598	Dali	Bai (Dali)	mark		206598	tɕi⁵³	tɕ i ⁵³ 	Sun1991
206599	Bijiang	Bai (Bijiang)	mark		206599	tɯ⁵⁵mɯ⁵⁵	t ɯ ⁵⁵ m ɯ ⁵⁵ 	Sun1991
206624	Jianchuan	Bai (Jianchuan)	mark		206624	tsṽ⁵⁵	ts ṽ ⁵⁵ 	Sun1991
204609	Dali	Bai (Dali)	marketplace		204609	tsi³³	ts i ³³ 	Sun1991
204610	Bijiang	Bai (Bijiang)	marketplace		204610	dʐeʴ³³tɕhu⁵⁵	dʐ eʴ ³³ tɕh u ⁵⁵ 	Sun1991
204635	Jianchuan	Bai (Jianchuan)	marketplace		204635	tsi³³	ts i ³³ 	Sun1991
215472	Dali	Bai (Dali)	marry (a man)		215472	zɯ³¹ȵv³³	z ɯ ³¹ ȵ v ³³ 	Sun1991
215498	Jianchuan	Bai (Jianchuan)	marry (a man)		215498	tɛ⁴⁴fɛ⁴⁴	t ɛ ⁴⁴ f ɛ ⁴⁴ 	Sun1991
215473	Bijiang	Bai (Bijiang)	marry (a man)		215473	qɯ²¹ȵu³³	q ɯ ²¹ ȵ u ³³ 	Sun1991
215523	Dali	Bai (Dali)	marry (a woman)		215523	thɯ⁵⁵vu³³	th ɯ ⁵⁵ v u ³³ 	Sun1991
215524	Bijiang	Bai (Bijiang)	marry (a woman)		215524	vu⁵⁵ȵu³³ȵe⁴²	v u ⁵⁵ ȵ u ³³ ȵ e ⁴² 	Sun1991
215549	Jianchuan	Bai (Jianchuan)	marry (a woman)		215549	ɯ⁵⁵vu³³	ɯ ⁵⁵ v u ³³ 	Sun1991
199662	Dali	Bai (Dali)	mat		199662	jɯ⁴²se⁴⁴	j ɯ ⁴² s e ⁴⁴ 	Sun1991
199663	Bijiang	Bai (Bijiang)	mat		199663	ẽ⁵⁵tɕheɹ³³	ẽ ∼ ⁵⁵ tɕh e ɹ ³³ 	Sun1991
199688	Jianchuan	Bai (Jianchuan)	mat		199688	phu³¹	ph u ³¹ 	Sun1991
203691	Dali	Bai (Dali)	match		203691	jɑ⁴²xuo³¹	j ɑ ⁴² x u o ³¹ 	Sun1991
203692	Bijiang	Bai (Bijiang)	match		203692	tɕhi⁵⁵fi³³ȶsi⁴⁴	tɕh i ⁵⁵ f i ³³ ȶs i ⁴⁴ 	Sun1991
203717	Jianchuan	Bai (Jianchuan)	match		203717	jɑ̃⁴²fɑ³⁵tsu³⁵	j ɑ̃ ∼ ⁴² f ɑ ³⁵ ts u ³⁵ 	Sun1991
206802	Dali	Bai (Dali)	means / method		206802	pe⁵⁵fɑ³⁵	p e ⁵⁵ f ɑ ³⁵ 	Sun1991
206803	Bijiang	Bai (Bijiang)	means / method		206803	peʴ⁵⁵fɑ²¹	p eʴ ⁵⁵ f ɑ ²¹ 	Sun1991
206828	Jianchuan	Bai (Jianchuan)	means / method		206828	pɛ̃⁵⁵fa³⁵	p ɛ̃ ∼ ⁵⁵ f a ³⁵ 	Sun1991
211341	Dali	Bai (Dali)	measure		211341	o⁴⁴	o ⁴⁴ 	Sun1991
211342	Bijiang	Bai (Bijiang)	measure		211342	kõ²¹	k õ ∼ ²¹ 	Sun1991
211367	Jianchuan	Bai (Jianchuan)	measure		211367	liɑ̃⁵⁵	l i ɑ̃ ∼ ⁵⁵ 	Sun1991
200326	Bijiang	Bai (Bijiang)	meat / flesh		200326	qɑ²¹	q ɑ ²¹ 	Sun1991
200351	Jianchuan	Bai (Jianchuan)	meat / flesh		200351	kɛ²¹	k ɛ ²¹ 	Sun1991
200325	Dali	Bai (Dali)	meat / flesh		200325	keʴ²¹	k eʴ ²¹ 	Sun1991
205936	Bijiang	Bai (Bijiang)	medicine		205936	jo⁴⁴	j o ⁴⁴ 	Sun1991
205961	Jianchuan	Bai (Jianchuan)	medicine		205961	jo⁴⁴	j o ⁴⁴ 	Sun1991
