ID	CHARACTER	PINYIN	DOCULECT	READING	CONTEXT
503	髽	zhuā	Middle_Chinese	ʈʂ w æ /¹	i m n t t
504	髽	zhuā	Beijing	ʈʂ u a ⁵⁵	i m n t
505	抓	zhuā	Middle_Chinese	ʈʂ æ w /¹	i n c t t
506	抓	zhuā	Beijing	ʈʂ u a ⁵⁵	i m n t
507	爪	zhǎo	Middle_Chinese	ʈʂ æ w /²	i n c t
508	爪	zhǎo	Beijing	ʈʂ u a ²¹⁴	i m n t
509	瓜	guā	Middle_Chinese	k w æ /¹	i m n t t
510	瓜	guā	Beijing	k u a ⁵⁵	i m n t
511	蜗	wō	Middle_Chinese	k w æ /¹	i m n t t
512	蜗	wō	Beijing	k u a ⁵⁵	i m n t
513	寡	guǎ	Middle_Chinese	k w æ /²	i m n t
514	寡	guǎ	Beijing	k u a ²¹⁴	i m n t
515	剐	guǎ	Middle_Chinese	k w æ /²	i m n t
516	剐	guǎ	Beijing	k u a ²¹⁴	i m n t
517	挂	guà	Middle_Chinese	k w ɛ /³	i m n t
518	挂	guà	Beijing	k u a ⁵¹	i m n t
519	掛	guà	Middle_Chinese	k w ɛ /³	i m n t
520	掛	guà	Beijing	k u a ⁵¹	i m n t
521	卦	guà	Middle_Chinese	k w ɛ /³	i m n t
522	卦	guà	Beijing	k u a ⁵¹	i m n t
523	罣	guà	Middle_Chinese	k w ɛ /³	i m n t
524	罣	guà	Beijing	k u a ⁵¹	i m n t
525	诖	guà	Middle_Chinese	k w ɛ /³	i m n t
526	诖	guà	Beijing	k u a ⁵¹	i m n t
527	誇	kuā	Middle_Chinese	kʰ w æ /¹	i m n t t
528	誇	kuā	Beijing	kʰ u a ⁵⁵	i m n t
529	姱	kuā	Middle_Chinese	kʰ w æ /¹	i m n t t
530	姱	kuā	Beijing	kʰ u a ⁵⁵	i m n t
531	夸	kuā	Middle_Chinese	kʰ w æ /¹	i m n t t
532	夸	kuā	Beijing	kʰ u a ⁵⁵	i m n t
533	咵	kuǎ	Middle_Chinese	kʰ w æ /²	i m n t
534	咵	kuǎ	Beijing	kʰ u a ²¹⁴	i m n t
535	跨	kuà	Middle_Chinese	kʰ w æ /³	i m n t
536	跨	kuà	Beijing	kʰ u a ⁵¹	i m n t
537	胯	kuà	Middle_Chinese	kʰ w æ /³	i m n t
538	胯	kuà	Beijing	kʰ u a ⁵¹	i m n t
539	花	huā	Middle_Chinese	x w æ /¹	i m n t t
540	花	huā	Beijing	x u a ⁵⁵	i m n t
541	哗	huā	Middle_Chinese	x w æ /¹	i m n t t
542	哗	huā	Beijing	x u a ³⁵	i m n t
543	华	huá	Middle_Chinese	ɣ w æ /¹	i m n t t
544	华	huá	Beijing	x u a ³⁵	i m n t
545	铧	huá	Middle_Chinese	ɣ w æ /¹	i m n t t
546	铧	huá	Beijing	x u a ³⁵	i m n t
547	骅	huá	Middle_Chinese	ɣ w æ /¹	i m n t t
548	骅	huá	Beijing	x u a ³⁵	i m n t
549	划	huà	Middle_Chinese	ɣ w æ /¹	i m n t t
550	划	huà	Beijing	x u a ³⁵	i m n t
551	滑	huá	Middle_Chinese	ɣ w ɛ t /⁴	i m n c t t
552	滑	huá	Beijing	x u a ³⁵	i m n t
553	猾	huá	Middle_Chinese	ɣ w ɛ t /⁴	i m n c t t
554	猾	huá	Beijing	x u a ³⁵	i m n t
555	磆	huá	Middle_Chinese	ɣ w ɛ t /⁴	i m n c t t
556	磆	huá	Beijing	x u a ³⁵	i m n t
557	化	huà	Middle_Chinese	x w æ /³	i m n t
558	化	huà	Beijing	x u a ⁵¹	i m n t
559	华	huá	Middle_Chinese	ɣ w æ /³	i m n t
560	华	huá	Beijing	x u a ⁵¹	i m n t
561	桦	huà	Middle_Chinese	ɣ w æ /³	i m n t
562	桦	huà	Beijing	x u a ⁵¹	i m n t
563	画	huà	Middle_Chinese	ɣ w ɛ /³	i m n t
564	画	huà	Beijing	x u a ⁵¹	i m n t
565	话	huà	Middle_Chinese	ɣ w æ j /³	i m n c t
566	话	huà	Beijing	x u a ⁵¹	i m n t
567	劃	huà	Middle_Chinese	ɣ w ɛ k /⁴	i m n c t t
568	劃	huà	Beijing	x u a ⁵¹	i m n t
569	娲	wā	Middle_Chinese	k w æ /¹	i m n t t
570	娲	wā	Beijing	u a ⁵⁵	m n t
571	娲	wā	Middle_Chinese	k w ɛ /¹	i m n t t
572	娲	wā	Beijing	u a ⁵⁵	m n t
573	漥	wā	Middle_Chinese	ʔ w æ /¹	i m n t t
574	漥	wā	Beijing	u a ⁵⁵	m n t
575	窊	wā	Middle_Chinese	ʔ w æ /¹	i m n t t
576	窊	wā	Beijing	u a ⁵⁵	m n t
577	蛙	wā	Middle_Chinese	ʔ w æ /¹	i m n t t
578	蛙	wā	Beijing	u a ⁵⁵	m n t
579	蛙	wā	Middle_Chinese	ʔ w ɛ /¹	i m n t t
580	蛙	wā	Beijing	u a ⁵⁵	m n t
581	挖	wā	Middle_Chinese	ʔ w ɛ t /⁴	i m n c t t
582	挖	wā	Beijing	u a ⁵⁵	m n t
583	穵	wā	Middle_Chinese	ʔ w ɛ t /⁴	i m n c t t
584	穵	wā	Beijing	u a ⁵⁵	m n t
585	瓦	wǎ	Middle_Chinese	ŋ w æ /²	i m n t
586	瓦	wǎ	Beijing	u a ²¹⁴	m n t
587	瓦	wǎ	Middle_Chinese	ŋ w æ /³	i m n t
588	瓦	wǎ	Beijing	u a ⁵¹	m n t
589	袜	wà	Middle_Chinese	m j o t /⁴	i m n c t t
590	袜	wà	Beijing	u a ⁵¹	m n t
591	得	dé	Middle_Chinese	t o k /⁴	i n c t t
592	得	dé	Beijing	t ɤ ³⁵	i n t
593	德	dé	Middle_Chinese	t o k /⁴	i n c t t
594	德	dé	Beijing	t ɤ ³⁵	i n t
595	忒	tè	Middle_Chinese	tʰ o k /⁴	i n c t t
596	忒	tè	Beijing	tʰ ɤ ⁵¹	i n t
597	慝	tè	Middle_Chinese	tʰ o k /⁴	i n c t t
598	慝	tè	Beijing	tʰ ɤ ⁵¹	i n t
599	忑	tè	Middle_Chinese	tʰ o k /⁴	i n c t t
600	忑	tè	Beijing	tʰ ɤ ⁵¹	i n t
601	特	tè	Middle_Chinese	d o k /⁴	i n c t t
602	特	tè	Beijing	tʰ ɤ ⁵¹	i n t
603	讷	nè	Middle_Chinese	n w o t /⁴	i m n c t t
604	讷	nè	Beijing	n ɤ ⁵¹	i n t
605	乐	lè	Middle_Chinese	l a k /⁴	i n c t t
606	乐	lè	Beijing	l ɤ ⁵¹	i n t
607	勒	lēi	Middle_Chinese	l o k /⁴	i n c t t
608	勒	lēi	Beijing	l ɤ ⁵¹	i n t
609	肋	lē	Middle_Chinese	l o k /⁴	i n c t t
610	肋	lē	Beijing	l ɤ ⁵¹	i n t
611	仂	lè	Middle_Chinese	l o k /⁴	i n c t t
612	仂	lè	Beijing	l ɤ ⁵¹	i n t
613	泐	lè	Middle_Chinese	l o k /⁴	i n c t t
614	泐	lè	Beijing	l ɤ ⁵¹	i n t
615	则	zé	Middle_Chinese	ts o k /⁴	i n c t t
616	则	zé	Beijing	ts ɤ ³⁵	i n t
617	舴	zé	Middle_Chinese	ʈ æ k /⁴	i n c t t
618	舴	zé	Beijing	ts ɤ ³⁵	i n t
619	舴	zé	Middle_Chinese	ʈʂ æ k /⁴	i n c t t
620	舴	zé	Beijing	ts ɤ ³⁵	i n t
621	择	zé	Middle_Chinese	ɖ æ k /⁴	i n c t t
622	择	zé	Beijing	ts ɤ ³⁵	i n t
623	泽	zé	Middle_Chinese	ɖ æ k /⁴	i n c t t
624	泽	zé	Beijing	ts ɤ ³⁵	i n t
625	啧	zé	Middle_Chinese	ʈʂ æ k /⁴	i n c t t
626	啧	zé	Beijing	ts ɤ ³⁵	i n t
627	窄	zhǎi	Middle_Chinese	ʈʂ æ k /⁴	i n c t t
628	窄	zhǎi	Beijing	ts ɤ ³⁵	i n t
629	笮	zé	Middle_Chinese	ʈʂ æ k /⁴	i n c t t
630	笮	zé	Beijing	ts ɤ ³⁵	i n t
631	责	zé	Middle_Chinese	ʈʂ ɛ k /⁴	i n c t t
632	责	zé	Beijing	ts ɤ ³⁵	i n t
633	帻	zé	Middle_Chinese	ʈʂ ɛ k /⁴	i n c t t
634	帻	zé	Beijing	ts ɤ ³⁵	i n t
635	箦	zé	Middle_Chinese	ʈʂ ɛ k /⁴	i n c t t
636	箦	zé	Beijing	ts ɤ ³⁵	i n t
637	仄	zè	Middle_Chinese	ʈʂ i k /⁴	i n c t t
638	仄	zè	Beijing	ts ɤ ⁵¹	i n t
639	昃	zè	Middle_Chinese	ʈʂ i k /⁴	i n c t t
640	昃	zè	Beijing	ts ɤ ⁵¹	i n t
641	侧	cè	Middle_Chinese	ʈʂ i k /⁴	i n c t t
642	侧	cè	Beijing	ts ɤ ⁵¹	i n t
643	侧	cè	Middle_Chinese	ʈʂ i k /⁴	i n c t t
644	侧	cè	Beijing	tsʰ ɤ ⁵¹	i n t
645	恻	cè	Middle_Chinese	ʈʂʰ i k /⁴	i n c t t
646	恻	cè	Beijing	tsʰ ɤ ⁵¹	i n t
647	测	cè	Middle_Chinese	ʈʂʰ i k /⁴	i n c t t
648	测	cè	Beijing	tsʰ ɤ ⁵¹	i n t
649	厕	cè	Middle_Chinese	ʈʂʰ i k /⁴	i n c t t
650	厕	cè	Beijing	tsʰ ɤ ⁵¹	i n t
651	策	cè	Middle_Chinese	ʈʂʰ ɛ k /⁴	i n c t t
652	策	cè	Beijing	tsʰ ɤ ⁵¹	i n t
653	册	cè	Middle_Chinese	ʈʂʰ ɛ k /⁴	i n c t t
654	册	cè	Beijing	tsʰ ɤ ⁵¹	i n t
655	涩	sè	Middle_Chinese	ʂ i p /⁴	i n c t t
656	涩	sè	Beijing	s ɤ ⁵¹	i n t
657	瑟	sè	Middle_Chinese	ʂ i t /⁴	i n c t t
658	瑟	sè	Beijing	s ɤ ⁵¹	i n t
659	塞	sāi	Middle_Chinese	s o k /⁴	i n c t t
660	塞	sāi	Beijing	s ɤ ⁵¹	i n t
661	啬	sè	Middle_Chinese	ʂ i k /⁴	i n c t t
662	啬	sè	Beijing	s ɤ ⁵¹	i n t
663	穑	sè	Middle_Chinese	ʂ i k /⁴	i n c t t
664	穑	sè	Beijing	s ɤ ⁵¹	i n t
665	濇	sè	Middle_Chinese	ʂ i k /⁴	i n c t t
666	濇	sè	Beijing	s ɤ ⁵¹	i n t
667	色	sè	Middle_Chinese	ʂ i k /⁴	i n c t t
668	色	sè	Beijing	s ɤ ⁵¹	i n t
669	遮	zhē	Middle_Chinese	tɕ æ /¹	i n t t
670	遮	zhē	Beijing	ʈʂ ɤ ⁵⁵	i n t
671	蜇	zhē	Middle_Chinese	ʈ j e t /⁴	i m n c t t
672	蜇	zhē	Beijing	ʈʂ ɤ ⁵⁵	i n t
673	辄	zhé	Middle_Chinese	ʈ j e p /⁴	i m n c t t
674	辄	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
675	折	zhé	Middle_Chinese	tɕ e p /⁴	i n c t t
676	折	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
677	蛰	zhé	Middle_Chinese	ɖ i p /⁴	i n c t t
678	蛰	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
679	哲	zhé	Middle_Chinese	ʈ j e t /⁴	i m n c t t
680	哲	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
681	辙	zhé	Middle_Chinese	ɖ j e t /⁴	i m n c t t
682	辙	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
683	折	zhé	Middle_Chinese	tɕ e t /⁴	i n c t t
684	折	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
685	磔	zhé	Middle_Chinese	ʈ æ k /⁴	i n c t t
686	磔	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
687	谪	zhé	Middle_Chinese	ʈ ɛ k /⁴	i n c t t
688	谪	zhé	Beijing	ʈʂ ɤ ³⁵	i n t
689	者	zhě	Middle_Chinese	tɕ æ /²	i n t
690	者	zhě	Beijing	ʈʂ ɤ ²¹⁴	i n t
691	赭	zhě	Middle_Chinese	tɕ æ /²	i n t
692	赭	zhě	Beijing	ʈʂ ɤ ²¹⁴	i n t
693	蔗	zhè	Middle_Chinese	tɕ æ /³	i n t
694	蔗	zhè	Beijing	ʈʂ ɤ ⁵¹	i n t
695	柘	zhè	Middle_Chinese	tɕ æ /³	i n t
696	柘	zhè	Beijing	ʈʂ ɤ ⁵¹	i n t
697	鹧	zhè	Middle_Chinese	tɕ æ /³	i n t
698	鹧	zhè	Beijing	ʈʂ ɤ ⁵¹	i n t
699	浙	zhè	Middle_Chinese	tɕ e t /⁴	i n c t t
700	浙	zhè	Beijing	ʈʂ ɤ ⁵¹	i n t
701	车	chē	Middle_Chinese	tɕʰ æ /¹	i n t t
702	车	chē	Beijing	ʈʂʰ ɤ ⁵⁵	i n t
703	砗	chē	Middle_Chinese	tɕʰ æ /¹	i n t t
704	砗	chē	Beijing	ʈʂʰ ɤ ⁵⁵	i n t
705	扯	chě	Middle_Chinese	tɕʰ æ /²	i n t
706	扯	chě	Beijing	ʈʂʰ ɤ ²¹⁴	i n t
707	撦	chě	Middle_Chinese	tɕʰ æ /²	i n t
708	撦	chě	Beijing	ʈʂʰ ɤ ²¹⁴	i n t
709	尺	chǐ	Middle_Chinese	tɕʰ e k /⁴	i n c t t
710	尺	chǐ	Beijing	ʈʂʰ ɤ ²¹⁴	i n t
711	彻	chè	Middle_Chinese	ʈʰ j e t /⁴	i m n c t t
712	彻	chè	Beijing	ʈʂʰ ɤ ⁵¹	i n t
713	撤	chè	Middle_Chinese	ʈʰ j e t /⁴	i m n c t t
714	撤	chè	Beijing	ʈʂʰ ɤ ⁵¹	i n t
715	掣	chè	Middle_Chinese	tɕʰ e t /⁴	i n c t t
716	掣	chè	Beijing	ʈʂʰ ɤ ⁵¹	i n t
717	奢	shē	Middle_Chinese	ɕ æ /¹	i n t t
718	奢	shē	Beijing	ʂ ɤ ⁵⁵	i n t
719	赊	shē	Middle_Chinese	ɕ æ /¹	i n t t
720	赊	shē	Beijing	ʂ ɤ ⁵⁵	i n t
721	蛇	shé	Middle_Chinese	ʑ æ /¹	i n t t
722	蛇	shé	Beijing	ʂ ɤ ³⁵	i n t
723	畲	shē	Middle_Chinese	dʑ æ /¹	i n t t
724	畲	shē	Beijing	ʂ ɤ ³⁵	i n t
725	舌	shé	Middle_Chinese	ʑ e t /⁴	i n c t t
726	舌	shé	Beijing	ʂ ɤ ³⁵	i n t
727	折	zhé	Middle_Chinese	dʑ e t /⁴	i n c t t
728	折	zhé	Beijing	ʂ ɤ ³⁵	i n t
729	捨	shě	Middle_Chinese	ɕ æ /²	i n t
730	捨	shě	Beijing	ʂ ɤ ²¹⁴	i n t
731	舍	shě	Middle_Chinese	ɕ æ /²	i n t
732	舍	shě	Beijing	ʂ ɤ ²¹⁴	i n t
733	赦	shè	Middle_Chinese	ɕ æ /³	i n t
734	赦	shè	Beijing	ʂ ɤ ⁵¹	i n t
735	舍	shě	Middle_Chinese	ɕ æ /³	i n t
736	舍	shě	Beijing	ʂ ɤ ⁵¹	i n t
737	社	shè	Middle_Chinese	dʑ æ /²	i n t
738	社	shè	Beijing	ʂ ɤ ⁵¹	i n t
739	射	shè	Middle_Chinese	ʑ æ /³	i n t
740	射	shè	Beijing	ʂ ɤ ⁵¹	i n t
741	麝	shè	Middle_Chinese	ʑ æ /³	i n t
742	麝	shè	Beijing	ʂ ɤ ⁵¹	i n t
743	贳	shì	Middle_Chinese	ʑ æ /³	i n t
744	贳	shì	Beijing	ʂ ɤ ⁵¹	i n t
745	摄	shè	Middle_Chinese	ɕ e p /⁴	i n c t t
746	摄	shè	Beijing	ʂ ɤ ⁵¹	i n t
747	涉	shè	Middle_Chinese	dʑ e p /⁴	i n c t t
748	涉	shè	Beijing	ʂ ɤ ⁵¹	i n t
749	设	shè	Middle_Chinese	ɕ e t /⁴	i n c t t
750	设	shè	Beijing	ʂ ɤ ⁵¹	i n t
751	惹	rě	Middle_Chinese	ɲ æ /²	i n t
752	惹	rě	Beijing	ʐ ɤ ²¹⁴	i n t
753	热	rè	Middle_Chinese	ɲ e t /⁴	i n c t t
754	热	rè	Beijing	ʐ ɤ ⁵¹	i n t
755	歌	gē	Middle_Chinese	k a /¹	i n t t
756	歌	gē	Beijing	k ɤ ⁵⁵	i n t
757	哥	gē	Middle_Chinese	k a /¹	i n t t
758	哥	gē	Beijing	k ɤ ⁵⁵	i n t
759	戈	gē	Middle_Chinese	k w a /¹	i m n t t
760	戈	gē	Beijing	k ɤ ⁵⁵	i n t
761	鸽	gē	Middle_Chinese	k o p /⁴	i n c t t
762	鸽	gē	Beijing	k ɤ ⁵⁵	i n t
763	割	gē	Middle_Chinese	k a t /⁴	i n c t t
764	割	gē	Beijing	k ɤ ⁵⁵	i n t
765	胳	gē	Middle_Chinese	k a k /⁴	i n c t t
766	胳	gē	Beijing	k ɤ ⁵⁵	i n t
767	搁	gē	Middle_Chinese	k a k /⁴	i n c t t
768	搁	gē	Beijing	k ɤ ⁵⁵	i n t
769	阁	gé	Middle_Chinese	k a k /⁴	i n c t t
770	阁	gé	Beijing	k ɤ ⁵⁵	i n t
771	蛤	há	Middle_Chinese	k o p /⁴	i n c t t
772	蛤	há	Beijing	k ɤ ³⁵	i n t
773	合	hé	Middle_Chinese	k o p /⁴	i n c t t
774	合	hé	Beijing	k ɤ ³⁵	i n t
775	葛	gé	Middle_Chinese	k a t /⁴	i n c t t
776	葛	gé	Beijing	k ɤ ³⁵	i n t
777	阁	gé	Middle_Chinese	k a k /⁴	i n c t t
778	阁	gé	Beijing	k ɤ ³⁵	i n t
779	格	gé	Middle_Chinese	k æ k /⁴	i n c t t
780	格	gé	Beijing	k ɤ ³⁵	i n t
781	骼	gé	Middle_Chinese	k æ k /⁴	i n c t t
782	骼	gé	Beijing	k ɤ ³⁵	i n t
783	隔	gé	Middle_Chinese	k ɛ k /⁴	i n c t t
784	隔	gé	Beijing	k ɤ ³⁵	i n t
785	膈	gé	Middle_Chinese	k ɛ k /⁴	i n c t t
786	膈	gé	Beijing	k ɤ ³⁵	i n t
787	革	gé	Middle_Chinese	k ɛ k /⁴	i n c t t
788	革	gé	Beijing	k ɤ ³⁵	i n t
789	葛	gé	Middle_Chinese	k a t /⁴	i n c t t
790	葛	gé	Beijing	k ɤ ²¹⁴	i n t
791	个	gè	Middle_Chinese	k a /³	i n t
792	个	gè	Beijing	k ɤ ⁵¹	i n t
793	個	gè	Middle_Chinese	k a /³	i n t
794	個	gè	Beijing	k ɤ ⁵¹	i n t
795	箇	gè	Middle_Chinese	k a /³	i n t
796	箇	gè	Beijing	k ɤ ⁵¹	i n t
797	各	gè	Middle_Chinese	k a k /⁴	i n c t t
798	各	gè	Beijing	k ɤ ⁵¹	i n t
799	柯	kē	Middle_Chinese	k a /¹	i n t t
800	柯	kē	Beijing	kʰ ɤ ⁵⁵	i n t
801	珂	kē	Middle_Chinese	kʰ a /¹	i n t t
802	珂	kē	Beijing	kʰ ɤ ⁵⁵	i n t
803	轲	kē	Middle_Chinese	kʰ a /¹	i n t t
804	轲	kē	Beijing	kʰ ɤ ⁵⁵	i n t
805	苛	kē	Middle_Chinese	ɣ a /¹	i n t t
806	苛	kē	Beijing	kʰ ɤ ⁵⁵	i n t
807	科	kē	Middle_Chinese	kʰ w a /¹	i m n t t
808	科	kē	Beijing	kʰ ɤ ⁵⁵	i n t
809	棵	kē	Middle_Chinese	kʰ w a /¹	i m n t t
810	棵	kē	Beijing	kʰ ɤ ⁵⁵	i n t
811	窠	kē	Middle_Chinese	kʰ w a /¹	i m n t t
812	窠	kē	Beijing	kʰ ɤ ⁵⁵	i n t
813	稞	kē	Middle_Chinese	kʰ w a /¹	i m n t t
814	稞	kē	Beijing	kʰ ɤ ⁵⁵	i n t
815	蝌	kē	Middle_Chinese	kʰ w a /¹	i m n t t
816	蝌	kē	Beijing	kʰ ɤ ⁵⁵	i n t
817	颗	kē	Middle_Chinese	kʰ w a /²	i m n t
818	颗	kē	Beijing	kʰ ɤ ⁵⁵	i n t
819	磕	kē	Middle_Chinese	kʰ o p /⁴	i n c t t
820	磕	kē	Beijing	kʰ ɤ ⁵⁵	i n t
821	瞌	kē	Middle_Chinese	kʰ o p /⁴	i n c t t
822	瞌	kē	Beijing	kʰ ɤ ⁵⁵	i n t
823	壳	ké	Middle_Chinese	kʰ æ kʷ /⁴	i n c t t
824	壳	ké	Beijing	kʰ ɤ ³⁵	i n t
825	可	kě	Middle_Chinese	kʰ a /²	i n t
826	可	kě	Beijing	kʰ ɤ ²¹⁴	i n t
827	岢	kě	Middle_Chinese	kʰ a /²	i n t
828	岢	kě	Beijing	kʰ ɤ ²¹⁴	i n t
829	坷	kě	Middle_Chinese	kʰ a /²	i n t
830	坷	kě	Beijing	kʰ ɤ ²¹⁴	i n t
831	渴	kě	Middle_Chinese	kʰ a t /⁴	i n c t t
832	渴	kě	Beijing	kʰ ɤ ²¹⁴	i n t
833	课	kè	Middle_Chinese	kʰ w a /³	i m n t
834	课	kè	Beijing	kʰ ɤ ⁵¹	i n t
835	克	kè	Middle_Chinese	kʰ o k /⁴	i n c t t
836	克	kè	Beijing	kʰ ɤ ⁵¹	i n t
837	刻	kè	Middle_Chinese	kʰ o k /⁴	i n c t t
838	刻	kè	Beijing	kʰ ɤ ⁵¹	i n t
839	客	kè	Middle_Chinese	kʰ æ k /⁴	i n c t t
840	客	kè	Beijing	kʰ ɤ ⁵¹	i n t
841	缂	kè	Middle_Chinese	kʰ ɛ k /⁴	i n c t t
842	缂	kè	Beijing	kʰ ɤ ⁵¹	i n t
843	诃	hē	Middle_Chinese	x a /¹	i n t t
844	诃	hē	Beijing	x ɤ ⁵⁵	i n t
845	呵	ā	Middle_Chinese	x a /¹	i n t t
846	呵	ā	Beijing	x ɤ ⁵⁵	i n t
847	喝	hē	Middle_Chinese	x o p /⁴	i n c t t
848	喝	hē	Beijing	x ɤ ⁵⁵	i n t
849	欱	hē	Middle_Chinese	x o p /⁴	i n c t t
850	欱	hē	Beijing	x ɤ ⁵⁵	i n t
851	何	hé	Middle_Chinese	ɣ a /¹	i n t t
852	何	hé	Beijing	x ɤ ³⁵	i n t
853	河	hé	Middle_Chinese	ɣ a /¹	i n t t
854	河	hé	Beijing	x ɤ ³⁵	i n t
855	荷	hé	Middle_Chinese	ɣ a /¹	i n t t
856	荷	hé	Beijing	x ɤ ³⁵	i n t
857	禾	hé	Middle_Chinese	ɣ w a /¹	i m n t t
858	禾	hé	Beijing	x ɤ ³⁵	i n t
859	和	hé	Middle_Chinese	ɣ w a /¹	i m n t t
860	和	hé	Beijing	x ɤ ³⁵	i n t
861	龢	hé	Middle_Chinese	ɣ w a /¹	i m n t t
862	龢	hé	Beijing	x ɤ ³⁵	i n t
863	盉	hé	Middle_Chinese	ɣ w a /¹	i m n t t
864	盉	hé	Beijing	x ɤ ³⁵	i n t
865	合	hé	Middle_Chinese	ɣ o p /⁴	i n c t t
866	合	hé	Beijing	x ɤ ³⁵	i n t
867	盒	hé	Middle_Chinese	ɣ o p /⁴	i n c t t
868	盒	hé	Beijing	x ɤ ³⁵	i n t
869	合	hé	Middle_Chinese	ɣ o p /⁴	i n c t t
870	合	hé	Beijing	x ɤ ³⁵	i n t
871	盍	hé	Middle_Chinese	ɣ o p /⁴	i n c t t
872	盍	hé	Beijing	x ɤ ³⁵	i n t
873	阖	hé	Middle_Chinese	ɣ o p /⁴	i n c t t
874	阖	hé	Beijing	x ɤ ³⁵	i n t
875	曷	hé	Middle_Chinese	ɣ a t /⁴	i n c t t
876	曷	hé	Beijing	x ɤ ³⁵	i n t
877	貉	háo	Middle_Chinese	ɣ a k /⁴	i n c t t
878	貉	háo	Beijing	x ɤ ³⁵	i n t
879	涸	hé	Middle_Chinese	ɣ a k /⁴	i n c t t
880	涸	hé	Beijing	x ɤ ³⁵	i n t
881	劾	hé	Middle_Chinese	ɣ o k /⁴	i n c t t
882	劾	hé	Beijing	x ɤ ³⁵	i n t
883	核	hé	Middle_Chinese	ɣ ɛ k /⁴	i n c t t
884	核	hé	Beijing	x ɤ ³⁵	i n t
885	覈	hé	Middle_Chinese	ɣ ɛ k /⁴	i n c t t
886	覈	hé	Beijing	x ɤ ³⁵	i n t
887	荷	hé	Middle_Chinese	ɣ a /²	i n t
888	荷	hé	Beijing	x ɤ ⁵¹	i n t
889	荷	hé	Middle_Chinese	x a /³	i n t
890	荷	hé	Beijing	x ɤ ⁵¹	i n t
891	贺	hè	Middle_Chinese	ɣ a /³	i n t
892	贺	hè	Beijing	x ɤ ⁵¹	i n t
893	和	hé	Middle_Chinese	ɣ w a /³	i m n t
894	和	hé	Beijing	x ɤ ⁵¹	i n t
895	喝	hē	Middle_Chinese	x a t /⁴	i n c t t
896	喝	hē	Beijing	x ɤ ⁵¹	i n t
897	褐	hè	Middle_Chinese	ɣ a t /⁴	i n c t t
898	褐	hè	Beijing	x ɤ ⁵¹	i n t
899	豁	huō	Middle_Chinese	x w a t /⁴	i m n c t t
900	豁	huō	Beijing	x ɤ ⁵¹	i n t
901	鹤	hè	Middle_Chinese	ɣ a k /⁴	i n c t t
902	鹤	hè	Beijing	x ɤ ⁵¹	i n t
903	赫	hè	Middle_Chinese	x æ k /⁴	i n c t t
904	赫	hè	Beijing	x ɤ ⁵¹	i n t
905	吓	xià	Middle_Chinese	x æ k /⁴	i n c t t
906	吓	xià	Beijing	x ɤ ⁵¹	i n t
907	阿	ā	Middle_Chinese	ʔ a /¹	i n t t
908	阿	ā	Beijing	ɤ ⁵⁵	n t
909	蛾	é	Middle_Chinese	ŋ a /¹	i n t t
910	蛾	é	Beijing	ɤ ³⁵	n t
911	鹅	é	Middle_Chinese	ŋ a /¹	i n t t
912	鹅	é	Beijing	ɤ ³⁵	n t
913	俄	é	Middle_Chinese	ŋ a /¹	i n t t
914	俄	é	Beijing	ɤ ³⁵	n t
915	峨	é	Middle_Chinese	ŋ a /¹	i n t t
916	峨	é	Beijing	ɤ ³⁵	n t
917	娥	é	Middle_Chinese	ŋ a /¹	i n t t
918	娥	é	Beijing	ɤ ³⁵	n t
919	讹	é	Middle_Chinese	ŋ w a /¹	i m n t t
920	讹	é	Beijing	ɤ ³⁵	n t
921	譌	é	Middle_Chinese	ŋ w a /¹	i m n t t
922	譌	é	Beijing	ɤ ³⁵	n t
923	吪	é	Middle_Chinese	ŋ w a /¹	i m n t t
924	吪	é	Beijing	ɤ ³⁵	n t
925	额	é	Middle_Chinese	ŋ æ k /⁴	i n c t t
926	额	é	Beijing	ɤ ³⁵	n t
927	恶	è	Middle_Chinese	ʔ a k /⁴	i n c t t
928	恶	è	Beijing	ɤ ²¹⁴	n t
929	饿	è	Middle_Chinese	ŋ a /³	i n t
930	饿	è	Beijing	ɤ ⁵¹	n t
931	遏	è	Middle_Chinese	ʔ a t /⁴	i n c t t
932	遏	è	Beijing	ɤ ⁵¹	n t
933	愕	è	Middle_Chinese	ŋ a k /⁴	i n c t t
934	愕	è	Beijing	ɤ ⁵¹	n t
935	鄂	è	Middle_Chinese	ŋ a k /⁴	i n c t t
936	鄂	è	Beijing	ɤ ⁵¹	n t
937	颚	è	Middle_Chinese	ŋ a k /⁴	i n c t t
938	颚	è	Beijing	ɤ ⁵¹	n t
939	萼	è	Middle_Chinese	ŋ a k /⁴	i n c t t
940	萼	è	Beijing	ɤ ⁵¹	n t
941	鹗	è	Middle_Chinese	ŋ a k /⁴	i n c t t
942	鹗	è	Beijing	ɤ ⁵¹	n t
943	噩	è	Middle_Chinese	ŋ a k /⁴	i n c t t
944	噩	è	Beijing	ɤ ⁵¹	n t
