OurUnicodeZi	MCascii	Mandarin	PubFull	PubPre	PubIni	PubMed	PubFin	PubSuf	GSRindexStr	OurUnicode	OurGloss
馘	kweak	guo2	*C.qʷˤ<r>ək	C.	qʷˤ	<r>	ək		0929u	U+9998	severed left ears
剌	lat	la4	*mə.rˤat	mə.	rˤ		at		0272a	U+524C	wicked; spicy
糲	lat	li4	*[r]ˤat		[r]ˤ		at		0340g	U+7CF2	dehusked but not polished grain
臘	lap	la4	*C.rˤap	C.	rˤ		ap		0637j	U+81D8	winter sacrifice
拉	lop	la4	*[r]ˤəp		[r]ˤ		əp		0694l	U+62C9	break
賴	lajH	lai4	*rˤa[t]-s		rˤ		a[t]	-s	0272e	U+8CF4	depend on
瀨	lajH	lai4	*C.rˤa[t]-s	C.	rˤ		a[t]	-s	0272f	U+7028	rapids
籟	lajH	lai4	*rˤa[t]-s		rˤ		a[t]	-s	0272g	U+7C5F	tube
來	loj	lai2	*mə.rˤək	mə.	rˤ		ək		0944a	U+4F86	a kind of wheat
來	loj	lai2	*mə.rˤək	mə.	rˤ		ək		0944a	U+4F86	come
賚	lojH	lai4	*[r]ˤək-s		[r]ˤ		ək	-s	0944k	U+8CDA	give, send
闌	lan	lan2	*[r]ˤan		[r]ˤ		an		0185f	U+95CC	railing
爛	lanH	lan4	*[r]ˤan-s		[r]ˤ		an	-s	0185l	U+721B	cooked until soft
蘭	lan	lan2	*k.rˤan	k.	rˤ		an		0185n	U+862D	orchid
藍	lam	lan2	*[N-k.]rˤam	[N-k.]	rˤ		am		0609k	U+85CD	indigo
婪	lom	lan2	*[r]ˤ[ə]m		[r]ˤ		[ə]m		0655i	U+5A6A	to covet
朗	langX	lang3	*k.rˤaŋʔ	k.	rˤ		aŋʔ		0735h	U+6717	bright
浪	lang	lang2	*[r]ˤaŋ		[r]ˤ		aŋ		0735k	U+6D6A	(name of a river)
狼	lang	lang2	*[r]ˤaŋ		[r]ˤ		aŋ		0735l	U+72FC	wolf
琅	lang	lang2	*[r]ˤaŋ		[r]ˤ		aŋ		0735n	U+7405	(a kind of precious stone)
琅	lang	lang2	*[r]ˤaŋ		[r]ˤ		aŋ		0735n	U+7405	琅邪 (name of a mountain in Shāndōng)
稂	lang	lang2	*[r]ˤaŋ		[r]ˤ		aŋ		0735o	U+7A02	weed in field of grain
郎	lang	lang2	*rˤaŋ		rˤ		aŋ		0735r	U+90CE	double roof
廊	lang	lang2	*[r]ˤaŋ		[r]ˤ		aŋ		0735t	U+5ECA	side-gallery
老	lawX	lao3	*C.rˤuʔ	C.	rˤ		uʔ		1055a	U+8001	old
勞	lawH	lao4	*[r]ˤaw-s		[r]ˤ		aw	-s	1135a	U+52DE	to reward for toil
勞	law	lao2	*[r]ˤaw		[r]ˤ		aw		1135a	U+52DE	toil
羸	ljwe	lei2	*[r]o[j]		[r]		o[j]		0014c	U+7FB8	emaciated; weak
羸	ljwe	lei2	*[r]o[j]		[r]		o[j]		0014c	U+7FB8	entangle
類	lwijH	lei4	*[r]u[t]-s		[r]		u[t]	-s	0529a	U+985E	category
淚	lwijH	lei4	*[r][ə]p-s		[r]		[ə]p	-s	0532c	U+6DDA	tears (n.)
靁	lwoj	lei2	*C.rˤuj	C.	rˤ		uj		0577n	U+9741	thunder
累	ljweX	lei3	*[r]ojʔ		[r]		ojʔ		0577r	U+7D2F	accumulate
轢	lek	li4	*[r]ˤewk		[r]ˤ		ewk		1125d	U+8F62	crush under wheels
櫟	lek	li4	*[r]ˤewk		[r]ˤ		ewk		1125i	U+6ADF	oak
礫	lek	li4	*[r]ˤewk		[r]ˤ		ewk		1125j	U+792B	pebbles
離	lje	li2	*[r]aj		[r]		aj		0023f	U+96E2	meet with, encounter
離	lje	li2	*[r]aj		[r]		aj		0023f	U+96E2	depart from
離	ljeH	li4	*raj-s		r		aj	-s	0023f	U+96E2	reject
罹	lje	li2	*[r]aj		[r]		aj		0024a	U+7F79	drag into; trouble
厲	ljejH	li4	*[r]at-s		[r]		at	-s	0340a	U+53B2	cruel
厲	ljejH	li4	*[r]at-s		[r]		at	-s	0340a	U+53B2	grindstone
糲	ljejH	li4	*[r]at-s		[r]		at	-s	0340g	U+7CF2	dehusked but not polished grain
栗	lit	li4	*[r]i[t]		[r]		i[t]		0403a	U+6817	chestnut tree
犁	lej	li2	*[r]ˤ[i]j		[r]ˤ		[i]j		0519g	U+7281	plow
犁	lij	li2	*[r][i]j		[r]		[i]j		0519g	U+7281	plow (n., v.)
黎	lej	li2	*[r]ˤij		[r]ˤ		ij		0519k	U+9ECE	old
戾	lejH	li4	*[r]ˤe[t]-s		[r]ˤ		e[t]	-s	0532a	U+623E	transgress
豊	lejX	li3	*[r]ˤijʔ		[r]ˤ		ijʔ		0597a	U+8C4A	ritual vessel
禮	lejX	li3	*[r]ˤijʔ		[r]ˤ		ijʔ		0597d	U+79AE	propriety, ceremony
立	lip	li4	*k.rəp	k.	r		əp		0694a	U+7ACB	stand (v.)
粒	lip	li4	*p.rəp	p.	r		əp		0694f	U+7C92	grains of cereals
鬲	lek	li4	*k.rˤek	k.	rˤ		ek		0855a	U+9B32	tripod with hollow legs
曆	lek	li4	*[r]ˤek		[r]ˤ		ek		0858h	U+66C6	calculate (astronomically)
詈	ljeH	li4	*C.raj-s	C.	r		aj	-s	0872a	U+8A48	revile
麗	lejH	li4	*[r]ˤe-s		[r]ˤ		e	-s	0878a	U+9E97	symmetrical
纚	lje	li2	*[r]e		[r]		e		0878g	U+7E9A	rope
吏	liH	li4	*[r]əʔ-s		[r]		əʔ	-s	0975g	U+540F	officer
理	liX	li3	*m(ə).rəʔ	m(ə).	r		əʔ		0978d	U+7406	cut jade; regulate
裏	liX	li3	*m.rəʔ	m.	r		əʔ		0978e	U+88CF	inside
釐	li	li2	*[r]ə		[r]		ə		0979l	U+91D0	regulate, govern
李	liX	li3	*C.rəʔ	C.	r		əʔ		0980a	U+674E	plum
良	ljang	liang2	*[r]aŋ		[r]		aŋ		0735a	U+826F	good
俍	ljang	lang2	*[r]aŋ		[r]		aŋ		0735f	U+4FCD	skillful
兩	ljangX	liang3	*p.raŋʔ	p.	r		aŋʔ		0736a	U+5169	a pair
量	ljang	liang2	*[r]aŋ		[r]		aŋ		0737a	U+91CF	measure (v.)
量	ljangH	liang4	*[r]aŋ-s		[r]		aŋ	-s	0737a	U+91CF	measure (n.)
梁	ljang	liang2	*raŋ		r		aŋ		0738a	U+6881	beam; bridge
亮	ljangH	liang4	*[r]aŋ-s		[r]		aŋ	-s	0755j	U+4EAE	brightness
涼	ljang	liang2	*C.raŋ	C.	r		aŋ		0755l	U+6DBC	cold
諒	ljangH	liang4	*[r]aŋ-s		[r]		aŋ	-s	0755m	U+8AD2	sincere; trust (v.)
聊	lew	liao2	*[r]ˤiw		[r]ˤ		iw		1114u	U+804A	rely on
僚	lew	liao2	*[r]ˤew		[r]ˤ		ew		1151h	U+50DA	office or position
列	ljet	lie4	*[r][e]t		[r]		[e]t		0291a	U+5217	tear apart; rank
冽	ljet	lie4	*C.r[a]t	C.	r		[a]t		0291b	U+51BD	cold, raw
烈	ljet	lie4	*[r]at		[r]		at		0291d	U+70C8	blazing; brilliant
獵	ljep	lie4	*r[a]p		r		[a]p		0637e	U+7375	hunt
躐	ljep	lie4	*r[a]p		r		[a]p		0637f	U+8E90	trample
連	ljen	lian2	*[r]a[n]		[r]		a[n]		0213a	U+9023	connect in a row
漣	ljen	lian2	*[r]a[n]		[r]		a[n]		0213b	U+6F23	ripple; drip
蓮	len	lian2	*k.[r]ˤe[n]	k.	[r]ˤ		e[n]		0213d	U+84EE	lotus fruit
憐	len	lian2	*rˤiŋ		rˤ		iŋ		0387l	U+6190	love; pity
斂	ljemX	lian3	*[r][a]mʔ		[r]		[a]mʔ		0613l	U+6582	gather
斂	ljemH	lian4	*[r][a]m-s		[r]		[a]m	-s	0613l	U+6582	dress a corpse
蘞	ljem	lian2	*[r][a]m		[r]		[a]m		0613m	U+861E	(a kind of creeping plant)
廉	ljem	lian2	*(k-)rem	(k-)	r		em		0627l	U+5EC9	frugal
廉	ljem	lian2	*[r]em		[r]		em		0627l	U+5EC9	angle
磏	ljem	lian2	*[r]em		[r]		em		0627m	U+78CF	sharp, keen
鎌	ljem	lian2	*[r]em		[r]		em		0627n	U+938C	sickle
粦	lin	lin2	*[r]ə[n]		[r]		ə[n]		0387a	U+7CA6	will-o'-the wisp
鄰	lin	lin2	*(mə.)rə[n]	(mə.)	r		ə[n]		0387i	U+9130	group of 5 families; neighbor
鱗	lin	lin2	*C.r[ə][n]	C.	r		[ə][n]		0387k	U+9C57	scale of fish or reptile
吝	linH	lin4	*mə.rə[n]-s	mə.	r		ə[n]	-s	0475t	U+541D	stingy
淋	lim	lin2	*r[ə]m		r		[ə]m		0655e	U+6DCB	water (v.)
稟	limX	lin3	*p.rimʔ	p.	r		imʔ		0668a	U+7A1F	rations
廩	limX	lin3	*p.rimʔ	p.	r		imʔ		0668c	U+5EE9	granary
廩	limX	lin3	*p.rimʔ	p.	r		imʔ		0668c	U+5EE9	fearful
臨	lim	lin2	*(p.)rum	(p.)	r		um		0669e	U+81E8	look down at
領	ljengX	ling3	*[r]eŋʔ		[r]		eŋʔ		0823f	U+9818	neck
令	ljeng	ling2	*riŋ		r		iŋ		0823a	U+4EE4	send (a person)
零	leng	ling2	*[r]ˤiŋ		[r]ˤ		iŋ		0823u	U+96F6	fall (v., of rain)
靈	leng	ling2	*[r]ˤeŋ		[r]ˤ		eŋ		0836i	U+9748	supernatural
夌	ling	ling2	*[r]əŋ		[r]		əŋ		0898a	U+590C	mound, hill
凌	ling	ling2	*p.rəŋ	p.	r		əŋ		0898f	U+51CC	ice
翏	ljuwH	liu4	*[r]iw-s		[r]		iw	-s	1069a	U+7FCF	flying high (no pre-Han text)
鏐	ljiw	liu2	*[r]iw		[r]		iw		1069b	U+93D0	fine gold
鏐	ljuw	liu2	*[r]iw		[r]		iw		1069b	U+93D0	fine gold
摎	ljuw	liu2	*[r]iw		[r]		iw		1069g	U+644E	tie around, strangle
旒	ljuw	liu2	*[r]u		[r]		u		1104c	U+65D2	pendants of banner, cap
劉	ljuw	liu2	*mə-ru	mə-	r		u		1114a'	U+5289	kill; surname
柳	ljuwX	liu3	*([m]ə.)ruʔ	([m]ə.)	r		uʔ		1114l	U+67F3	willow
留	ljuw	liu2	*C.ru	C.	r		u		1114p	U+7559	stay, remain
轢	lak	li4	*[r]ˤawk		[r]ˤ		awk		1125d	U+8F62	crush under wheels
蠃	lwaX	luo3	*rˤorʔ		rˤ		orʔ		0014b	U+8803	蜾蠃 kwaX.lwaX a kind of wasp
倮	lwaX	luo3	*[r]ˤo[r]ʔ		[r]ˤ		o[r]ʔ		0351g	U+502E	bare, naked
臝	lwaX	luo3	*rˤorʔ		rˤ		orʔ		0351i	U+81DD	果臝 kwaX.lwaX a kind of gourd
羅	la	luo2	*rˤaj		rˤ		aj		0006a	U+7F85	a kind of net (on a handle?) (Shuōwén: 'bird net')
駱	lak	luo4	*[r]ˤak		[r]ˤ		ak		0766s	U+99F1	white horse with black mane
落	lak	luo4	*kə.rˤak	kə.	rˤ		ak		0766q'	U+843D	fall (v.)
鏤	luwH	lou4	*[r]ˤo-s		[r]ˤ		o	-s	0123m	U+93E4	carve
陸	ljuwk	lu4	*[r]uk		[r]		uk		1032f	U+9678	land (as opposed to water)
戮	ljuwk	lu4	*[r]iwk		[r]		iwk		1069v	U+622E	kill
濼	lowk	luo4	*[r]ˤawk		[r]ˤ		awk		1125g	U+6FFC	(name of a river)
彔	luwk	lu4	*pə.rˤok	pə.	rˤ		ok		1208a	U+5F54	carve wood (Shuōwén)
盝	luwk	lu4	*[r]ˤok		[r]ˤ		ok		1208e	U+76DD	draw off water
琭	luwk	lu4	*[r]ˤok		[r]ˤ		ok		1208f	U+742D	precious stone
睩	luwk	lu4	*[r]ˤok		[r]ˤ		ok		1208g	U+7769	look carefully
祿	luwk	lu4	*[r]ˤok		[r]ˤ		ok		1208h	U+797F	blessing
㯟	luwk	lu4	*[r]ˤok		[r]ˤ		ok		1208i	U+3BDF	wooded foot of mountain
鹿	luwk	lu4	*mə-rˤok	mə-	rˤ		ok		1209a	U+9E7F	deer
𧆨	lu	lu2	*[r]ˤa		[r]ˤ		a		0069a	U+271A8	(a kind of food vessel)
虜	luX	lu3	*C.rˤaʔ	C.	rˤ		aʔ		0069e	U+865C	captive; imprison
爐	lu	lu2	*[r]ˤa		[r]ˤ		a		0069l	U+7210	stove
魯	luX	lu3	*r.ŋˤaʔ	r.	ŋˤ		aʔ		0070a	U+9B6F	(place name)
魯	luX	lu3	*[r]ˤaʔ		[r]ˤ		aʔ		0070a	U+9B6F	dull, blunt, simple
櫓	luX	lu3	*[r]ˤaʔ		[r]ˤ		aʔ		0070e	U+6AD3	shield (n.)
鹵	luX	lu3	*[r]ˤaʔ		[r]ˤ		aʔ		0071a	U+9E75	salty (sc. land)
鹵	luX	lu3	*[r]ˤaʔ		[r]ˤ		aʔ		0071a	U+9E75	rustic, coarse
賂	luH	lu4	*[r]ˤak-s		[r]ˤ		ak	-s	0766k'	U+8CC2	wealth; present (v.)
路	luH	lu4	*Cə.rˤak-s	Cə.	rˤ		ak	-s	0766l'	U+8DEF	road
露	luH	lu4	*p.rˤak-s	p.	rˤ		ak	-s	0766t'	U+9732	dew; disclose
綠	ljowk	lü4	*pə.rok	pə.	r		ok		1208k	U+7DA0	light blue or green
菉	ljowk	lu4	*[r]ok		[r]		ok		1208l	U+83C9	(name of a plant)
婁	lju	lou2	*[r]o		[r]		o		0123a	U+5A41	drag, trail (v.)
屢	ljuH	lü3	*[r]o(ʔ)-s		[r]		o(ʔ)	-s	0123f	U+5C62	frequently
縷	ljuX	lü3	*[r]oʔ		[r]		oʔ		0123h	U+7E37	thread
率	lwit	lü4	*[r]ut		[r]		ut		0498a	U+7387	norm, standard
律	lwit	lü4	*[r]ut		[r]		ut		0502c	U+5F8B	law, rule (n.)
慮	ljoH	lü4	*[r]a-s		[r]		a	-s	0069f	U+616E	think, consider
廬	ljo	lu2	*[r]a		[r]		a		0069q	U+5EEC	hut; inn; to lodge
儢	ljoX	lü3	*[r]aʔ		[r]		aʔ		0069t	U+5122	sluggish; unenergetic
藘	ljo	lü2	*[r]a		[r]		a		0069u	U+85D8	rúlǘ < nyo-ljo < *na.la 'madder (plant)'
呂	ljoX	lü3	*[r]aʔ		[r]		aʔ		0076a	U+5442	spine; pitch-pipe
旅	ljoX	lü3	*[r]aʔ		[r]		aʔ		0077a	U+65C5	military unit of 500 men; to go
錄	ljowk	lu4	*[r]ok		[r]		ok		1208m	U+9304	inscribe, record
六	ljuwk	liu4	*k.ruk	k.	r		uk		1032a	U+516D	six
䜌	lwan	luan2	*mə.rˤo[n]	mə.	rˤ		o[n]		0178a	U+470C	harness bells
欒	lwan	luan2	*[m]ə.rˤon	[m]ə.	rˤ		on		0178d	U+6B12	corners of the rim of an oval bell
欒	lwan	luan2	*[r]ˤo[n]		[r]ˤ		o[n]		0178d	U+6B12	emaciated, worn
鸞	lwan	luan2	*[r]ˤon		[r]ˤ		on		0178h	U+9E1E	phoenix
卵	lwanX	luan3	*k.rˤorʔ	k.	rˤ		orʔ		0179a	U+5375	egg
𤔔	lwanH	luan4	*[r]ˤo[n]-s		[r]ˤ		o[n]	-s	0180a	U+24514	disorder, rebellion
孌	ljwenX	lian4	*[r]onʔ		[r]		onʔ		0178k	U+5B4C	beautiful
戀	ljwenH	lian4	*[r]on-s		[r]		on	-s	0178m	U+6200	to long for
略	ljak	lüe4	*[r]ak		[r]		ak		0766v	U+7565	draw a boundary; outline
論	lwon	lun2	*[r]ˤu[n]		[r]ˤ		u[n]		0470b	U+8AD6	discuss, examine
倫	lwin	lun2	*[r]u[n]		[r]		u[n]		0470c	U+502B	relationship; order; category
綸	lwin	lun2	*k.ru[n]	k.	r		u[n]		0470e	U+7DB8	woof; twist a cord
輪	lwin	lun2	*[r]u[n]		[r]		u[n]		0470f	U+8F2A	wheel
隆	ljuwng	long2	*[r]uŋ		[r]		uŋ		1015f	U+9686	sound of thunder
隆	ljuwng	long2	*[r]uŋ		[r]		uŋ		1015f	U+9686	high; ample; eminent
龍	ljowng	long2	*[mə]-roŋ	[mə]-	r		oŋ		1193a	U+9F8D	dragon
籠	luwng	long2	*k.rˤoŋ	k.	rˤ		oŋ		1193l	U+7C60	cage, coop
聾	luwng	long2	*C.rˤoŋ	C.	rˤ		oŋ		1193m	U+807E	deaf
弄	luwngH	nong4	*[r]ˤoŋ-s		[r]ˤ		oŋ	-s	1180a	U+5F04	manipulate, play with
勒	lok	le4	*[r]ˤək		[r]ˤ		ək		0928f	U+52D2	engrave
勒	lok	le4	*[r]ˤək		[r]ˤ		ək		0928f	U+52D2	bridle
麻	mae	ma2	*C.mˤraj	C.	mˤ	r	aj		0017a	U+9EBB	hemp
邁	maejH	mai4	*mˤrat-s		mˤ	r	at	-s	0267d	U+9081	proceed, march
𩎟	meajH	mei4	*mˤr[ə][t]-s		mˤ	r	[ə][t]	-s	0531q	U+2939F	music of eastern barbarians
埋	meaj	mai2	*m.rˤə	m.	rˤ		ə		0978l	U+57CB	bury
霾	meaj	mai2	*mˤrə		mˤ	r	ə		0978n	U+973E	whirlwind
蠻	maen	man2	*mˤro[n]		mˤ	r	o[n]		0178p	U+883B	southern foreigner
滿	manX	man3	*mˤ[o][n]ʔ		mˤ		[o][n]ʔ		0183c	U+6EFF	full
瞞	man	man2	*mˤ[o][r]		mˤ		[o][r]		0183d	U+779E	be deceived
懣	manX	men4	*mˤ[o][n]ʔ		mˤ		[o][n]ʔ		0183g	U+61E3	grieved
曼	manH	man4	*mˤa[n]-s		mˤ		a[n]	-s	0266a	U+66FC	distant
慢	maenH	man4	*mˤra[n]-s		mˤ	r	a[n]	-s	0266h	U+6162	disrespectful
幔	manH	man4	*mˤa[n]-s		mˤ		a[n]	-s	0266j	U+5E54	curtain, tent
漫	manH	man4	*mˤa[n]-s		mˤ		a[n]	-s	0266n	U+6F2B	wide, limitless
龍	maewng	mang2	*mˤroŋ		mˤ	r	oŋ		1193a	U+9F8D	variegated
尨	maewng	mang2	*mˤroŋ		mˤ	r	oŋ		1201a	U+5C28	variegated
哤	maewng	mang2	*mˤroŋ		mˤ	r	oŋ		1201c	U+54E4	mixed, disorderly
厖	maewng	mang2	*mˤroŋ		mˤ	r	oŋ		1201e	U+5396	great, ample
芒	mang	mang2	*mˤaŋ		mˤ		aŋ		0742k	U+8292	awn, beard of grain
冒	mawH	mao4	*mˤuk-s		mˤ		uk	-s	1062a	U+5192	to look down on; covetous
冒	mawH	mao4	*mˤuk-s		mˤ		uk	-s	1062a	U+5192	covering
茅	maew	mao2	*C.mˤru	C.	mˤ	r	u		1109c	U+8305	kind of grass; 'thatch'
昴	maewX	mao3	*mˤruʔ		mˤ	r	uʔ		1114g	U+6634	the Pleiades
卯	maewX	mao3	*mˤruʔ		mˤ	r	uʔ		1114a	U+536F	4th earthly branch
茆	maewX	mao3	*mˤruʔ		mˤ	r	uʔ		1114f	U+8306	Brasenia
毛	maw	mao2	*C.mˤaw	C.	mˤ		aw		1137a	U+6BDB	hair
旄	maw	mao2	*mˤaw		mˤ		aw		1137c	U+65C4	ox-tail pennon
貓	maew	mao1	*C.mˤraw	C.	mˤ	r	aw		1159c	U+8C93	cat
矛	mjuw	mao2	*m(r)u		m	(r)	u		1109a	U+77DB	a kind of lance
貿	muwH	mao4	*mru-s		m	r	u	-s	1114j	U+8CBF	barter (v.)
浼	mwojX	mei3	*mˤərʔ		mˤ		ərʔ		0222l	U+6D7C	smoothly flowing water
浼	mwojX	mei3	*mˤ[u]rʔ		mˤ		[u]rʔ		0222l	U+6D7C	defile (v.)
妹	mwojH	mei4	*C.mˤə[t]-s	C.	mˤ		ə[t]	-s	0531k	U+59B9	younger sister
昧	mwojH	mei4	*mˤ[u][t]-s		mˤ		[u][t]	-s	0531n	U+6627	dusk; dark
眉	mij	mei2	*mr[ə][r]		m	r	[ə][r]		0567a	U+7709	eyebrow
媚	mijH	mei4	*mrəjʔ-s		m	r	əjʔ	-s	0567d	U+5A9A	love; flatter
美	mijX	mei3	*[m]rəjʔ		[m]	r	əjʔ		0568a	U+7F8E	beautiful
每	mwojX	mei3	*mˤəʔ		mˤ		əʔ		0947i	U+6BCF	each
梅	mwoj	mei2	*C.mˤə	C.	mˤ		ə		0947l	U+6885	plum tree
媒	mwoj	mei2	*C.mˤə	C.	mˤ		ə		0948c	U+5A92	match-maker, go-between
煤	mwoj	mei2	*mˤə		mˤ		ə		0948d	U+7164	soot; coal
璊	mwon	men2	*mˤur		mˤ		ur		0183f	U+748A	red gem
門	mwon	men2	*mˤə[r]		mˤ		ə[r]		0441a	U+9580	gate, door
捫	mwon	men2	*[m]ˤ[ə][n]		[m]ˤ		[ə][n]		0441e	U+636B	hold (v.)
穈	mwon	men2	*mˤur		mˤ		ur		0442a	U+7A48	red millet
汶	mwon	men2	*mˤə[n]		mˤ		ə[n]		0475i	U+6C76	dirty
亹	mwon	men2	*mˤər		mˤ		ər		0585a	U+4EB9	river-gorge
盲	maeng	mang2	*mˤ<r>aŋ		mˤ	<r>	aŋ		0742q	U+76F2	blind
䖟	maeng	meng2	*mˤraŋ		mˤ	r	aŋ		0742s	U+459F	horsefly
孟	maengH	meng4	*mˤraŋ-s		mˤ	r	aŋ	-s	0761e	U+5B5F	eldest, great
夢	mjuwngH	meng4	*C.məŋ-s	C.	m		əŋ	-s	0902a	U+5922	dream
糜	mje	mi2	*C.m(r)aj	C.	m	(r)	aj		0017g	U+7CDC	rice gruel; destroy, crush
靡	mje	mi2	*m(r)aj		m	(r)	aj		0017h	U+9761	to share with
靡	mjeX	mi3	*m(r)ajʔ		m	(r)	ajʔ		0017h	U+9761	squander
靡	mjeX	mi3	*m(r)ajʔ		m	(r)	ajʔ		0017h	U+9761	not have, not exist
靡	mjeX	mi3	*m(r)ajʔ		m	(r)	ajʔ		0017h	U+9761	fall over
靡	mjeX	mi3	*m(r)ajʔ		m	(r)	ajʔ		0017h	U+9761	small, tiny
汨	mek	mi4	*m.nˤik	m.	nˤ		ik		0404-	U+6C68	(name of a river)
幦	mek	mi4	*mˤ[e]k		mˤ		[e]k		0853o	U+5E66	covering
袂	mjiejH	mei4	*k.met-s	k.	m		et	-s	0312d	U+8882	sleeve
彌	mjieX	mi2	*m-nə[r]ʔ	m-	n		ə[r]ʔ		0359m	U+5F4C	stop
彌	mjie	mi2	*m-nə[r]	m-	n		ə[r]		0359m	U+5F4C	to complete
瀰	mejX	mi3	*m.nˤerʔ	m.	nˤ		erʔ		0359o	U+7030	a rich and full flow (of a river)
瀰	mjie	mi2	*m.ner	m.	n		er		0359o	U+7030	richly flowing stream
弭	mjieX	mi3	*[m-ŋ]e(j)ʔ	[m-	ŋ]		e(j)ʔ		0360a	U+5F2D	bow decorated with bone or ivory ends
麛	mej	mi2	*m-ŋˤe	m-	ŋˤ		e		0360e	U+9E9B	fawn; to hunt a young animal
密	mit	mi4	*mri[t]		m	r	i[t]		0405p	U+5BC6	dense
蜜	mjit	mi4	*mit		m		it		0405r	U+871C	honey
𥁑	mjit	mi4	*mi[t]		m		i[t]		0405s	U+25051	wipe a vessel clean (Shuōwén)
謐	mjit	mi4	*mi[t]		m		i[t]		0405t	U+8B10	gentle, mild
米	mejX	mi3	*(C.)mˤ[e]jʔ	(C.)	mˤ		[e]jʔ		0598a	U+7C73	millet or rice grains, dehusked and polished
迷	mej	mi2	*mˤij		mˤ		ij		0598e	U+8FF7	go astray
麋	mij	mi2	*mr[i]j		m	r	[i]j		0598f	U+9E8B	kind of deer
冪	mek	mi4	*mˤ[e]k		mˤ		[e]k		0802s	U+51AA	cover
麑	mej	ni2	*m-ŋˤe	m-	ŋˤ		e		0873o	U+9E91	fawn
眇	mjiewX	miao3	*[m]ewʔ		[m]		ewʔ		1158a	U+7707	very small, minute
妙	mjiewH	miao4	*[m]ew(ʔ)-s		[m]		ew(ʔ)	-s	1158b	U+5999	marvelous
渺	mjiewX	miao3	*[m]ewʔ		[m]		ewʔ		1158e	U+6E3A	vast (of water)
苗	mjew	miao2	*m(r)aw		m	(r)	aw		1159a	U+82D7	sprout (n.)
廟	mjewH	miao4	*[m]raw-s		[m]	r	aw	-s	1160a	U+5EDF	a kind of building with side rooms
滅	mjiet	mie4	*[m]et		[m]		et		0294b	U+6EC5	destroy
蔑	met	mie4	*mˤet		mˤ		et		0311a	U+8511	destroy; not have
幭	met	mie4	*mˤ[e]k		mˤ		[e]k		0311f	U+5E6D	covering
免	mjenX	mian3	*mr[o][r]ʔ		m	r	[o][r]ʔ		0222a	U+514D	avoid
俛	mjenX	mian3	*mr[a][n]ʔ		m	r	[a][n]ʔ		0222b	U+4FDB	bend the head
勉	mjenX	mian3	*mr[o][r]ʔ		m	r	[o][r]ʔ		0222c	U+52C9	make an effort
冕	mjenX	mian3	*mr[o][r]ʔ		m	r	[o][r]ʔ		0222d	U+5195	ceremonial cap
面	mjienH	mian4	*C.me[n]-s	C.	m		e[n]	-s	0223a	U+9762	face
湎	mjienX	mian3	*menʔ		m		enʔ		0223c	U+6E4E	sink in (wine)
眄	menX	mian3	*mˤe[n]ʔ		mˤ		e[n]ʔ		0247b	U+7704	look askance
沔	mjienX	mian3	*m.nerʔ	m.	n		erʔ		0247c	U+6C94	richly flowing stream
眠	men	mian2	*mˤi[n]		mˤ		i[n]		0457e	U+7720	shut the eyes; sleep
閩	min	min3	*mrə[n]		m	r	ə[n]		0441i	U+95A9	southern tribes
民	mjin	min2	*mi[ŋ]		m		i[ŋ]		0457a	U+6C11	people
泯	mjin	min3	*mi[n]		m		i[n]		0457c	U+6CEF	destroy
珉	min	min2	*mr[ə][n]		m	r	[ə][n]		0457d	U+73C9	a kind of precious stone
緡	min	min2	*m-ru[n]	m-	r		u[n]		0457x	U+7DE1	wrap around
緡	min	min2	*m-run	m-	r		un		0457x	U+7DE1	cord
旻	min	min2	*mrə[n]		m	r	ə[n]		0475n	U+65FB	austere, severe
閔	minX	min3	*mrə[n]ʔ		m	r	ə[n]ʔ		0475q	U+9594	grieved
皿	mjaengX	min3	*mraŋʔ		m	r	aŋʔ		0761a	U+76BF	vessel, bowl
明	mjaeng	ming2	*mraŋ		m	r	aŋ		0760a	U+660E	bright
命	mjaengH	ming4	*m-riŋ-s	m-	r		iŋ	-s	0762a	U+547D	command (n.)
名	mjieng	ming2	*C.meŋ	C.	m		eŋ		0826a	U+540D	name
銘	meng	ming2	*mˤeŋ		mˤ		eŋ		0826d	U+9298	inscription
冥	meng	ming2	*mˤeŋ		mˤ		eŋ		0841a	U+51A5	dark
謬	mjiwH	miu4	*m-riw-s	m-	r		iw	-s	1069m	U+8B2C	lie, error < 'twist the truth'
瞀	maewk	mao4	*mˤ<r>uk		mˤ	<r>	uk		1109q	U+7780	troubled eyesight
塺	maH	mo4	*mˤaj-s		mˤ		aj	-s	0017c	U+587A	dust
磨	ma	mo2	*mˤaj		mˤ		aj		0017f	U+78E8	rub, grind
末	mat	mo4	*mˤat		mˤ		at		0277a	U+672B	end of a branch
沫	mat	mo4	*mˤat		mˤ		at		0277b	U+6CAB	foam, spittle
𠬛	mwot	mo4	*mˤut		mˤ		ut		0492a	U+20B1B	to dive, drown, die
貉	maek	mo4	*mˤrak		mˤ	r	ak		0766h	U+8C89	a Northern tribe
陌	maek	mo4	*[m]ˤrak		[m]ˤ	r	ak		0781g	U+964C	path between fields
脈	meak	mai4	*C.mˤ<r>[i]k	C.	mˤ	<r>	[i]k		0848a	U+8108	vein
墨	mok	mo4	*C.mˤək	C.	mˤ		ək		0904c	U+58A8	ink
