ID	LID	DOCULECT	CONCEPT	CONCEPT_ID	CHINESE	CONCEPTICON_ID	VALUE	CROSSREF	PARTIAL_IDS	TOKENS
774	Allen2007-774	Zhoucheng	stall	176	圈（牛圈）	851	tso³¹	0	1614	ts o ³¹
2998	Allen2007-2998	Jianchuan	star	4	星星	1430	ɕɛ̃⁵⁵kʰo³³	3137	429 430	ɕ ɛ̃ ⁵⁵ kʰ o ³³
2999	Allen2007-2999	Eryuan	star	4	星星	1430	ɕɛ⁵⁵ɣɔ³³	3138	429 431	ɕ ɛ ⁵⁵ ɣ ɔ ³³
3000	Allen2007-3000	Heqing	star	4	星星	1430	ɕʰɛ̃⁵⁵kʰɔ³³	3139	429 430	ɕʰ ɛ̃ ⁵⁵ kʰ ɔ ³³
3001	Allen2007-3001	Lanping	star	4	星星	1430	ɕĩɛ̃⁵⁵kʰu⁴⁴	3140	429 430	ɕ ĩ ɛ̃ ⁵⁵ kʰ u ⁴⁴
3002	Allen2007-3002	Qiliqiao	star	4	星星	1430	ɕɛ⁵⁵o³³	3141	429 432	ɕ ɛ ⁵⁵ o ³³
3003	Allen2007-3003	Yunlong	star	4	星星	1430	ɕɛ⁵⁵kʰɔ³³	3142	429 430	ɕ ɛ ⁵⁵ kʰ ɔ ³³
3004	Allen2007-3004	Xiangyun	star	4	星星	1430	ɕɛ̃⁵⁵kʰɔ³³	3143	429 430	ɕ ɛ̃ ⁵⁵ kʰ ɔ ³³
3005	Allen2007-3005	Luobenzhuo	star	4	星星	1430	ɕã³³tɕi³¹	3144	429 433	ɕ ã ³³ tɕ i ³¹
3006	Allen2007-3006	Zhoucheng	star	4	星星	1430	ɕɛ⁵⁵kʰɔ³³	0	429 430	ɕ ɛ ⁵⁵ kʰ ɔ ³³
2440	Allen2007-2440	Jianchuan	steal	343	偷	713	ta²¹	7147	1243	t a ²¹
2441	Allen2007-2441	Eryuan	steal	343	偷	713	ta³¹	7148	1243	t a ³¹
2442	Allen2007-2442	Heqing	steal	343	偷	713	ta³¹	7149	1243	t a ³¹
2443	Allen2007-2443	Lanping	steal	343	偷	713	ta²¹	7150	1243	t a ²¹
2444	Allen2007-2444	Qiliqiao	steal	343	偷	713	ta³¹	7151	1243	t a ³¹
2445	Allen2007-2445	Yunlong	steal	343	偷	713	ta³¹	7152	1243	t a ³¹
2446	Allen2007-2446	Xiangyun	steal	343	偷	713	ta³¹	7153	1243	t a ³¹
2447	Allen2007-2447	Luobenzhuo	steal	343	偷	713	diɛ⁴²	7154	1244	d i ɛ ⁴²
2448	Allen2007-2448	Zhoucheng	steal	343	偷	713	ta²¹	0	1243	t a ²¹
2080	Allen2007-2080	Jianchuan	steam (yams)	307	煮（洋芋）	2067	tsɤ³³	3154	434	ts ɤ ³³
2081	Allen2007-2081	Eryuan	steam (yams)	307	煮（洋芋）	2067	tʂɤ³³	3155	434	tʂ ɤ ³³
2082	Allen2007-2082	Heqing	steam (yams)	307	煮（洋芋）	2067	tsuɔ³³	3156	434	ts u ɔ ³³
2083	Allen2007-2083	Lanping	steam (yams)	307	煮（洋芋）	2067	tsu³³	3157	434	ts u ³³
2084	Allen2007-2084	Qiliqiao	steam (yams)	307	煮（洋芋）	2067	tsɤ³³	3158	434	ts ɤ ³³
2085	Allen2007-2085	Yunlong	steam (yams)	307	煮（洋芋）	2067	dzɤ⁴⁴	3159	434	dz ɤ ⁴⁴
2086	Allen2007-2086	Xiangyun	steam (yams)	307	煮（洋芋）	2067	kou⁴²	3160	435	k o u ⁴²
2087	Allen2007-2087	Luobenzhuo	steam (yams)	307	煮（洋芋）	2067	tɕʊ³³	3161	434	tɕ ʊ ³³
2088	Allen2007-2088	Zhoucheng	steam (yams)	307	煮（洋芋）	2067	tsɤ³³	0	434	ts ɤ ³³
1792	Allen2007-1792	Jianchuan	step on	279	踩	2065	ta⁴²	3171	436	t a ⁴²
1793	Allen2007-1793	Eryuan	step on	279	踩	2065	ta⁴²	3172	436	t a ⁴²
1794	Allen2007-1794	Heqing	step on	279	踩	2065	ta⁴²	3173	436	t a ⁴²
1795	Allen2007-1795	Lanping	step on	279	踩	2065	ta⁴²	3174	436	t a ⁴²
1796	Allen2007-1796	Qiliqiao	step on	279	踩	2065	ta⁴²	3175	436	t a ⁴²
1797	Allen2007-1797	Yunlong	step on	279	踩	2065	ta⁴²	3176	436	t a ⁴²
1798	Allen2007-1798	Xiangyun	step on	279	踩	2065	ta⁴²	3177	436	t a ⁴²
1799	Allen2007-1799	Luobenzhuo	step on	279	踩	2065	ta⁴⁴	3178	436	t a ⁴⁴
1800	Allen2007-1800	Zhoucheng	step on	279	踩	2065	ta⁴²	0	436	t a ⁴²
2071	Allen2007-2071	Jianchuan	stick,glue	306	贴	254	tɕʰa⁴⁴	6947	1170	tɕʰ a ⁴⁴
2072	Allen2007-2072	Eryuan	stick,glue	306	贴	254	tɕʰa⁴⁴	6948	1170	tɕʰ a ⁴⁴
2073	Allen2007-2073	Heqing	stick,glue	306	贴	254	tɕʰa⁴⁴	6949	1170	tɕʰ a ⁴⁴
2074	Allen2007-2074	Lanping	stick,glue	306	贴	254	tɕʰa⁴⁴	6950	1170	tɕʰ a ⁴⁴
2075	Allen2007-2075	Qiliqiao	stick,glue	306	贴	254	ŋa³⁵/tɕʰa⁴⁴	6951	1171	ŋ a ³⁵
2076	Allen2007-2076	Yunlong	stick,glue	306	贴	254	ɲa⁴⁴	6952	1171	ɲ a ⁴⁴
2077	Allen2007-2077	Xiangyun	stick,glue	306	贴	254	nia⁴²	6953	1171	n i a ⁴²
2078	Allen2007-2078	Luobenzhuo	stick,glue	306	贴	254	pʰæ⁴²	6954	1173	pʰ æ ⁴²
2079	Allen2007-2079	Zhoucheng	stick,glue	306	贴	254	ɲa⁴⁴	0	1171	ɲ a ⁴⁴
4546	0	Qiliqiao	stick,glue	0		0			1170	tɕʰ a ⁴⁴
2089	Allen2007-2089	Jianchuan	stir-fry	308	炒	991	tsʰu³³	3188	437	tsʰ u ³³
2090	Allen2007-2090	Eryuan	stir-fry	308	炒	991	tsʰu³³	3189	437	tsʰ u ³³
2091	Allen2007-2091	Heqing	stir-fry	308	炒	991	tsʰu³³	3190	437	tsʰ u ³³
2092	Allen2007-2092	Lanping	stir-fry	308	炒	991	tsʰu³³	3191	437	tsʰ u ³³
2093	Allen2007-2093	Qiliqiao	stir-fry	308	炒	991	ʧʰu³³	3192	437	ʧʰ u ³³
2094	Allen2007-2094	Yunlong	stir-fry	308	炒	991	tsʰu³³	3193	437	tsʰ u ³³
2095	Allen2007-2095	Xiangyun	stir-fry	308	炒	991	tsʰu³³	3194	437	tsʰ u ³³
2096	Allen2007-2096	Luobenzhuo	stir-fry	308	炒	991	ɴ̣³¹	3195	438	ɴ̣ ³¹
2097	Allen2007-2097	Zhoucheng	stir-fry	308	炒	991	tsʰu³³	0	437	tsʰ u ³³
487	Allen2007-487	Jianchuan	stomach	148	胃	819	vɤ⁴²	3205	439	v ɤ ⁴²
488	Allen2007-488	Eryuan	stomach	148	胃	819	zɿ⁴²kʰɔ³³	3206	440 441	z ɿ ⁴² kʰ ɔ ³³
489	Allen2007-489	Heqing	stomach	148	胃	819	vɤ⁴²	3207	439	v ɤ ⁴²
490	Allen2007-490	Lanping	stomach	148	胃	819	ʐɛ⁴²	3208	440	ʐ ɛ ⁴²
491	Allen2007-491	Qiliqiao	stomach	148	胃	819	fɤ⁴²	3209	442	f ɤ ⁴²
492	Allen2007-492	Yunlong	stomach	148	胃	819	we⁵⁵	3210	439	w e ⁵⁵
493	Allen2007-493	Xiangyun	stomach	148	胃	819	ɤ⁴²	3211	439	ɤ ⁴²
494	Allen2007-494	Luobenzhuo	stomach	148	胃	819	sæ̃³³ʐa³³	3212	443 440	s æ̃ ³³ ʐ a ³³
495	Allen2007-495	Zhoucheng	stomach	148	胃	819	vɤ⁴²	0	439	v ɤ ⁴²
1306	Allen2007-1306	Jianchuan	stone	23	石头	857	tɕo⁴²kʰue⁵⁵	3222	444 445	tɕ o ⁴² kʰ u e ⁵⁵
1307	Allen2007-1307	Eryuan	stone	23	石头	857	tʂo⁴²kʰue⁵⁵	3223	444 445	tʂ o ⁴² kʰ u e ⁵⁵
1308	Allen2007-1308	Heqing	stone	23	石头	857	tsou⁴²kʰue⁵⁵	3224	444 445	ts o u ⁴² kʰ u e ⁵⁵
1309	Allen2007-1309	Lanping	stone	23	石头	857	tsu³¹kʰue⁵⁵	3225	444 445	ts u ³¹ kʰ u e ⁵⁵
1310	Allen2007-1310	Qiliqiao	stone	23	石头	857	tso⁴²kʰue⁵⁵	3226	444 445	ts o ⁴² kʰ u e ⁵⁵
1311	Allen2007-1311	Yunlong	stone	23	石头	857	tso⁴²kʰue⁵⁵	3227	444 445	ts o ⁴² kʰ u e ⁵⁵
1312	Allen2007-1312	Xiangyun	stone	23	石头	857	tso⁴²kʰue⁵⁵	3228	444 445	ts o ⁴² kʰ u e ⁵⁵
1313	Allen2007-1313	Luobenzhuo	stone	23	石头	857	tu⁴²qʰɛ̃⁵⁵	3229	444 445	t u ⁴² qʰ ɛ̃ ⁵⁵
1314	Allen2007-1314	Zhoucheng	stone	23	石头	857	tso⁴²kʰue³⁵	0	444 445	ts o ⁴² kʰ u e ³⁵
1261	Allen2007-1261	Jianchuan	stool,low chair	225	凳子	2058	pa⁴²tɯ⁵⁵	6635	1043 1044	p a ⁴² t ɯ ⁵⁵
1262	Allen2007-1262	Eryuan	stool,low chair	225	凳子	2058	pa⁴²tɯ³⁵	6636	1043 1044	p a ⁴² t ɯ ³⁵
1263	Allen2007-1263	Heqing	stool,low chair	225	凳子	2058	pã⁴²tɯ̃⁵⁵	6637	1043 1044	p ã ⁴² t ɯ̃ ⁵⁵
1264	Allen2007-1264	Lanping	stool,low chair	225	凳子	2058	pa⁴⁴tɯ̃⁵⁵	6638	1043 1044	p a ⁴⁴ t ɯ̃ ⁵⁵
1265	Allen2007-1265	Qiliqiao	stool,low chair	225	凳子	2058	pa³²tɯ³⁵tɯ²¹	6639	1043 1044 1045	p a ³² t ɯ ³⁵ t ɯ ²¹
1266	Allen2007-1266	Yunlong	stool,low chair	225	凳子	2058	pa⁴²tɯ³⁵	6640	1043 1044	p a ⁴² t ɯ ³⁵
1267	Allen2007-1267	Xiangyun	stool,low chair	225	凳子	2058	pã⁴²tɯ³⁵	6641	1043 1044	p ã ⁴² t ɯ ³⁵
1268	Allen2007-1268	Luobenzhuo	stool,low chair	225	凳子	2058	tɯ⁵⁵tɕi³³	6642	1044 1047	t ɯ ⁵⁵ tɕ i ³³
1269	Allen2007-1269	Zhoucheng	stool,low chair	225	凳子	2058	pa⁴²tɯ³⁵	0	1043 1044	p a ⁴² t ɯ ³⁵
1396	Allen2007-1396	Jianchuan	story	239	故事	2060	ku³¹xua⁴⁴	6699	1087 1088	k u ³¹ x u a ⁴⁴
1397	Allen2007-1397	Eryuan	story	239	故事	2060	ku³¹pɯ³¹	6700	1087 1089	k u ³¹ p ɯ ³¹
1398	Allen2007-1398	Heqing	story	239	故事	2060	ku³¹	6701	1087	k u ³¹
1399	Allen2007-1399	Lanping	story	239	故事	2060	ka⁴²tsɿ³³ɕi⁵⁵wɔ̃⁴²	6702	1087 1090 1091 1092	k a ⁴² ts ɿ ³³ ɕ i ⁵⁵ w ɔ̃ ⁴²
1400	Allen2007-1400	Qiliqiao	story	239	故事	2060	ku³¹pɯ³¹	6703	1087 1089	k u ³¹ p ɯ ³¹
1401	Allen2007-1401	Yunlong	story	239	故事	2060	gu³¹dzɿ³¹	6704	1087 1090	g u ³¹ dz ɿ ³¹
1402	Allen2007-1402	Xiangyun	story	239	故事	2060	ku²¹	6705	1087	k u ²¹
1403	Allen2007-1403	Luobenzhuo	story	239	故事	2060	ca³¹kɯ³³tõ³¹	6706	1093 1094 1095	c a ³¹ k ɯ ³³ t õ ³¹
1404	Allen2007-1404	Zhoucheng	story	239	故事	2060	ku³¹jy³¹	0	1087 1046	k u ³¹ j y ³¹
1225	Allen2007-1225	Jianchuan	stove	221	灶	859	tsou⁴²	3237	446	ts o u ⁴²
1226	Allen2007-1226	Eryuan	stove	221	灶	859	tsɔ⁴²	3238	446	ts ɔ ⁴²
1227	Allen2007-1227	Heqing	stove	221	灶	859	tsɔu⁴²	3239	446	ts ɔ u ⁴²
1228	Allen2007-1228	Lanping	stove	221	灶	859	tsu³¹kʰo⁵⁵	3240	446 447	ts u ³¹ kʰ o ⁵⁵
1229	Allen2007-1229	Qiliqiao	stove	221	灶	859	tsɔ³²	3241	446	ts ɔ ³²
1230	Allen2007-1230	Yunlong	stove	221	灶	859	tsɔ⁴²	3242	446	ts ɔ ⁴²
1231	Allen2007-1231	Xiangyun	stove	221	灶	859	tso⁴²	3243	446	ts o ⁴²
1232	Allen2007-1232	Luobenzhuo	stove	221	灶	859	lu³¹tsʊ³³	3244	448 446	l u ³¹ ts ʊ ³³
1233	Allen2007-1233	Zhoucheng	stove	221	灶	859	tsɔ⁴²	0	446	ts ɔ ⁴²
3016	Allen2007-3016	Jianchuan	straight	400	直	1404	tũẽ⁵⁵	3254	449	t ũ ẽ ⁵⁵
3017	Allen2007-3017	Eryuan	straight	400	直	1404	miɔ⁴²	3255	450	m i ɔ ⁴²
3018	Allen2007-3018	Heqing	straight	400	直	1404	tsɿ⁵⁵	3256	451	ts ɿ ⁵⁵
3019	Allen2007-3019	Lanping	straight	400	直	1404	tũẽ⁴⁴	3257	449	t ũ ẽ ⁴⁴
3020	Allen2007-3020	Qiliqiao	straight	400	直	1404	miɔ³²	3258	450	m i ɔ ³²
3021	Allen2007-3021	Yunlong	straight	400	直	1404	miɔ⁴²	3259	450	m i ɔ ⁴²
3022	Allen2007-3022	Xiangyun	straight	400	直	1404	tsɿ³⁵	3260	451	ts ɿ ³⁵
3023	Allen2007-3023	Luobenzhuo	straight	400	直	1404	dy⁵⁵	3261	451	d y ⁵⁵
3024	Allen2007-3024	Zhoucheng	straight	400	直	1404	tsɿ³⁵	0	451	ts ɿ ³⁵
883	Allen2007-883	Jianchuan	straw mat	188	草席	195	pʰu³¹	6467	959	pʰ u ³¹
884	Allen2007-884	Eryuan	straw mat	188	草席	195	pʰu³¹ʂe⁴⁴	6468	959 960	pʰ u ³¹ ʂ e ⁴⁴
885	Allen2007-885	Heqing	straw mat	188	草席	195	pʰu³¹	6469	959	pʰ u ³¹
886	Allen2007-886	Lanping	straw mat	188	草席	195	pʰu³¹se³³	6470	959 960	pʰ u ³¹ s e ³³
887	Allen2007-887	Qiliqiao	straw mat	188	草席	195	pʰɔ³¹se⁴⁴	6471	959 960	pʰ ɔ ³¹ s e ⁴⁴
888	Allen2007-888	Yunlong	straw mat	188	草席	195	pʰu³¹sɛ⁴⁴	6472	959 960	pʰ u ³¹ s ɛ ⁴⁴
889	Allen2007-889	Xiangyun	straw mat	188	草席	195	pʰu³¹	6473	959	pʰ u ³¹
890	Allen2007-890	Luobenzhuo	straw mat	188	草席	195	qɛ⁵⁵tɕʰo³³ʈɯ̃⁵⁵	6474	961 962 963	q ɛ ⁵⁵ tɕʰ o ³³ ʈ ɯ̃ ⁵⁵
891	Allen2007-891	Zhoucheng	straw mat	188	草席	195	pʰu³¹	0	959	pʰ u ³¹
874	Allen2007-874	Jianchuan	straw sandal	187	草鞋	2047	kɛ⁴²	0	1172	k ɛ ⁴²
875	Allen2007-875	Eryuan	straw sandal	187	草鞋	2047	kʲɛ⁴²	0	1172	kʲ ɛ ⁴²
876	Allen2007-876	Heqing	straw sandal	187	草鞋	2047	kɛ⁴²	0	1172	k ɛ ⁴²
877	Allen2007-877	Lanping	straw sandal	187	草鞋	2047	kɛ⁴⁴(tɕĩ⁴⁴)	0	1172 1617	k ɛ ⁴⁴ tɕ ĩ ⁴⁴
878	Allen2007-878	Zhoucheng	straw sandal	187	草鞋	2047	kʲɛ³²	0	1172	kʲ ɛ ³²
879	Allen2007-879	Qiliqiao	straw sandal	187	草鞋	2047	kiɛ⁴²tɕi³³	0	1172 1616	k i ɛ ⁴² tɕ i ³³
880	Allen2007-880	Yunlong	straw sandal	187	草鞋	2047	kɛ⁴²	0	1172	k ɛ ⁴²
881	Allen2007-881	Xiangyun	straw sandal	187	草鞋	2047	kʲɛ⁴²pa⁴²	0	1172 1615	kʲ ɛ ⁴² p a ⁴²
882	Allen2007-882	Luobenzhuo	straw sandal	187	草鞋	2047	ka⁴²	0	1172	k a ⁴²
1495	Allen2007-1495	Jianchuan	strength	249	力气	202	tɕʰi⁴⁴ɣɯ⁴²	6739	1111 1112	tɕʰ i ⁴⁴ ɣ ɯ ⁴²
1496	Allen2007-1496	Eryuan	strength	249	力气	202	kʲʰi⁴⁴ɣɯ⁴²	6740	1111 1112	kʲʰ i ⁴⁴ ɣ ɯ ⁴²
1497	Allen2007-1497	Heqing	strength	249	力气	202	tɕʰi⁴⁴ɣɯ⁴²	6741	1111 1112	tɕʰ i ⁴⁴ ɣ ɯ ⁴²
1498	Allen2007-1498	Lanping	strength	249	力气	202	tɕʰi⁵⁵ɣɯ⁴²	6742	1111 1112	tɕʰ i ⁵⁵ ɣ ɯ ⁴²
1499	Allen2007-1499	Qiliqiao	strength	249	力气	202	tɕʰi⁴⁴xo⁴⁴	6743	1111 1112	tɕʰ i ⁴⁴ x o ⁴⁴
1500	Allen2007-1500	Yunlong	strength	249	力气	202	tɕʰi⁴⁴	6744	1111	tɕʰ i ⁴⁴
1501	Allen2007-1501	Xiangyun	strength	249	力气	202	tɕʰi⁴⁴	6745	1111	tɕʰ i ⁴⁴
1502	Allen2007-1502	Luobenzhuo	strength	249	力气	202	ɣɯ⁴⁴	6746	1112	ɣ ɯ ⁴⁴
1503	Allen2007-1503	Zhoucheng	strength	249	力气	202	tsʰɛ⁵⁵kʲʰi⁴⁴	0	1111 1618	tsʰ ɛ ⁵⁵ kʲʰ i ⁴⁴
1000	Allen2007-1000	Jianchuan	sun	2	太阳	1343	jĩ⁴⁴pʰĩ³¹	3271	452 453	j ĩ ⁴⁴ pʰ ĩ ³¹
1001	Allen2007-1001	Eryuan	sun	2	太阳	1343	ɲi⁴⁴pʰi³¹	3272	452 453	ɲ i ⁴⁴ pʰ i ³¹
1002	Allen2007-1002	Heqing	sun	2	太阳	1343	jĩ⁴⁴pʰĩ³¹	3273	452 453	j ĩ ⁴⁴ pʰ ĩ ³¹
1003	Allen2007-1003	Lanping	sun	2	太阳	1343	jĩ⁵⁵pʰĩ³¹	3274	452 453	j ĩ ⁵⁵ pʰ ĩ ³¹
1004	Allen2007-1004	Qiliqiao	sun	2	太阳	1343	mi⁴⁴pʰi³¹	3275	452 453	m i ⁴⁴ pʰ i ³¹
1005	Allen2007-1005	Yunlong	sun	2	太阳	1343	ɲi⁴⁴pʰi³¹	3276	452 453	ɲ i ⁴⁴ pʰ i ³¹
1006	Allen2007-1006	Xiangyun	sun	2	太阳	1343	ni⁴⁴tsʰou⁴⁴tsɿ³³	3277	452 454 455	n i ⁴⁴ tsʰ o u ⁴⁴ ts ɿ ³³
1007	Allen2007-1007	Luobenzhuo	sun	2	太阳	1343	ɲi⁵⁵	3278	452	ɲ i ⁵⁵
1008	Allen2007-1008	Zhoucheng	sun	2	太阳	1343	mi⁴⁴pʰi³¹	0	452 453	m i ⁴⁴ pʰ i ³¹
4159	Allen2007-4159	Jianchuan	swallow	65	燕子	897	xẽ⁵⁵ŋɛ³³tsɿ³³	5987	687 688 689	x ẽ ⁵⁵ ŋ ɛ ³³ ts ɿ ³³
4160	Allen2007-4160	Eryuan	swallow	65	燕子	897	xe⁵⁵le⁵⁵ɣɛ³³	5988	687 690 691	x e ⁵⁵ l e ⁵⁵ ɣ ɛ ³³
4161	Allen2007-4161	Heqing	swallow	65	燕子	897	ti⁵⁵kɛ⁴²lɛ³⁵tsɿ³³	5989	692 693 690 689	t i ⁵⁵ k ɛ ⁴² l ɛ ³⁵ ts ɿ ³³
4162	Allen2007-4162	Lanping	swallow	65	燕子	897	xẽ⁵⁵jɛ̃⁴⁴tsɿ⁴⁴	5990	687 688 689	x ẽ ⁵⁵ j ɛ̃ ⁴⁴ ts ɿ ⁴⁴
4163	Allen2007-4163	Qiliqiao	swallow	65	燕子	897	ke⁵⁵jɛ³¹tsɿ³³	5991	693 688 689	k e ⁵⁵ j ɛ ³¹ ts ɿ ³³
4164	Allen2007-4164	Yunlong	swallow	65	燕子	897	xe⁵⁵a³³tsɿ³³	5992	687 694 689	x e ⁵⁵ a ³³ ts ɿ ³³
4165	Allen2007-4165	Xiangyun	swallow	65	燕子	897	tɕi³⁵li³⁵kʲɛ⁴²tsɿ³³	5993	695 690 693 689	tɕ i ³⁵ l i ³⁵ kʲ ɛ ⁴² ts ɿ ³³
4166	Allen2007-4166	Luobenzhuo	swallow	65	燕子	897	pa⁵⁵pɯ⁵⁵tɕi³¹	5994	696 697 689	p a ⁵⁵ p ɯ ⁵⁵ tɕ i ³¹
4167	Allen2007-4167	Zhoucheng	swallow	65	燕子	897	li⁵⁵ja⁴²tsɿ³³	0	690 688 689	l i ⁵⁵ j a ⁴² ts ɿ ³³
532	Allen2007-532	Jianchuan	sweat	152	汗	2458	ŋa²¹	3288	456	ŋ a ²¹
533	Allen2007-533	Eryuan	sweat	152	汗	2458	ŋa²¹	3289	456	ŋ a ²¹
534	Allen2007-534	Heqing	sweat	152	汗	2458	ŋa²¹	3290	456	ŋ a ²¹
535	Allen2007-535	Lanping	sweat	152	汗	2458	ŋa²¹	3291	456	ŋ a ²¹
536	Allen2007-536	Qiliqiao	sweat	152	汗	2458	ŋa²¹	3292	456	ŋ a ²¹
537	Allen2007-537	Yunlong	sweat	152	汗	2458	ɣa²¹	3293	456	ɣ a ²¹
538	Allen2007-538	Xiangyun	sweat	152	汗	2458	ɣã²¹	3294	456	ɣ ã ²¹
539	Allen2007-539	Luobenzhuo	sweat	152	汗	2458	ɴa²¹	3295	456	ɴ a ²¹
540	Allen2007-540	Zhoucheng	sweat	152	汗	2458	ŋa²¹	0	456	ŋ a ²¹
2242	Allen2007-2242	Jianchuan	sweep	323	扫（地）	230	tsʰou⁴⁴	7019	1185	tsʰ o u ⁴⁴
2243	Allen2007-2243	Eryuan	sweep	323	扫（地）	230	sɔ⁴⁴	7020	1186	s ɔ ⁴⁴
2244	Allen2007-2244	Heqing	sweep	323	扫（地）	230	tsʰou⁴⁴	7021	1185	tsʰ o u ⁴⁴
2245	Allen2007-2245	Lanping	sweep	323	扫（地）	230	tsʰu⁴⁴	7022	1185	tsʰ u ⁴⁴
2246	Allen2007-2246	Qiliqiao	sweep	323	扫（地）	230	ɕu³³	7023	1186	ɕ u ³³
2247	Allen2007-2247	Yunlong	sweep	323	扫（地）	230	suɔ³³	7024	1186	s u ɔ ³³
2248	Allen2007-2248	Xiangyun	sweep	323	扫（地）	230	su³³	7025	1186	s u ³³
2249	Allen2007-2249	Luobenzhuo	sweep	323	扫（地）	230	ʈʰu⁵⁵	7026	1185	ʈʰ u ⁵⁵
2250	Allen2007-2250	Zhoucheng	sweep	323	扫（地）	230	sɔ³³	0	1186	s ɔ ³³
3376	Allen2007-3376	Jianchuan	sweet	437	甜	717	kã⁵⁵ɤ̃³³	7563	1393 1394	k ã ⁵⁵ ɤ̃ ³³
3377	Allen2007-3377	Eryuan	sweet	437	甜	717	ka³⁵mi⁴⁴	7564	1393 1395	k a ³⁵ m i ⁴⁴
3378	Allen2007-3378	Heqing	sweet	437	甜	717	kã⁵⁵vɤ³³	7565	1393 1394	k ã ⁵⁵ v ɤ ³³
3379	Allen2007-3379	Lanping	sweet	437	甜	717	ɕõ⁵⁵	7566	1396	ɕ õ ⁵⁵
3380	Allen2007-3380	Qiliqiao	sweet	437	甜	717	ka³⁵mi⁴⁴	7567	1393 1395	k a ³⁵ m i ⁴⁴
3381	Allen2007-3381	Yunlong	sweet	437	甜	717	ka³⁵mi⁴⁴	7568	1393 1395	k a ³⁵ m i ⁴⁴
3382	Allen2007-3382	Xiangyun	sweet	437	甜	717	kã³⁵mi⁴⁴	7569	1393 1395	k ã ³⁵ m i ⁴⁴
3383	Allen2007-3383	Luobenzhuo	sweet	437	甜	717	ɕõ⁵⁵	7570	1396	ɕ õ ⁵⁵
3384	Allen2007-3384	Zhoucheng	sweet	437	甜	717	ka³⁵mi⁴⁴	0	1393 1395	k a ³⁵ m i ⁴⁴
2809	Allen2007-2809	Jianchuan	swell	380	肿	1573	tsʰɛ̃⁵⁵	3305	457	tsʰ ɛ̃ ⁵⁵
2810	Allen2007-2810	Eryuan	swell	380	肿	1573	tsʰɿ⁵⁵	3306	457	tsʰ ɿ ⁵⁵
2811	Allen2007-2811	Heqing	swell	380	肿	1573	tsʰɿ̃⁵⁵	3307	457	tsʰ ɿ̃ ⁵⁵
2812	Allen2007-2812	Lanping	swell	380	肿	1573	tsʰɛ̃⁴⁴	3308	457	tsʰ ɛ̃ ⁴⁴
2813	Allen2007-2813	Qiliqiao	swell	380	肿	1573	tsʰɿ⁵⁵	3309	457	tsʰ ɿ ⁵⁵
2814	Allen2007-2814	Yunlong	swell	380	肿	1573	tsʰɿ⁵⁵	3310	457	tsʰ ɿ ⁵⁵
2815	Allen2007-2815	Xiangyun	swell	380	肿	1573	tsʰɛ̃⁵⁵	3311	457	tsʰ ɛ̃ ⁵⁵
2816	Allen2007-2816	Luobenzhuo	swell	380	肿	1573	tʂʰɛ̃⁵⁵	3312	457	tʂʰ ɛ̃ ⁵⁵
2817	Allen2007-2817	Zhoucheng	swell	380	肿	1573	tsʰɿ⁵⁵	0	457	tsʰ ɿ ⁵⁵
1252	Allen2007-1252	Jianchuan	table	224	桌子	1775	tsɿ⁵⁵tsɿ³³	6627	1038 1039	ts ɿ ⁵⁵ ts ɿ ³³
1253	Allen2007-1253	Eryuan	table	224	桌子	1775	tʂɛ³⁵tsɿ³³	6628	1038 1039	tʂ ɛ ³⁵ ts ɿ ³³
1254	Allen2007-1254	Heqing	table	224	桌子	1775	tsɛ⁵⁵tsɿ³³	6629	1038 1039	ts ɛ ⁵⁵ ts ɿ ³³
1255	Allen2007-1255	Lanping	table	224	桌子	1775	tsɿ⁴⁴tsɿ³³tsɔ̃⁵⁵	6630	1038 1039 1040	ts ɿ ⁴⁴ ts ɿ ³³ ts ɔ̃ ⁵⁵
1256	Allen2007-1256	Qiliqiao	table	224	桌子	1775	tsɛ³⁵tsɿ³³tso³⁵	6631	1038 1039 1040	ts ɛ ³⁵ ts ɿ ³³ ts o ³⁵
1257	Allen2007-1257	Yunlong	table	224	桌子	1775	tsao³⁵tsɿ³³	6632	1038 1039	ts a o ³⁵ ts ɿ ³³
1258	Allen2007-1258	Xiangyun	table	224	桌子	1775	tsɛ³⁵tso³³	6633	1038 1040	ts ɛ ³⁵ ts o ³³
1259	Allen2007-1259	Luobenzhuo	table	224	桌子	1775	pa⁴²tɯ⁵⁵	6634	1041 1042	p a ⁴² t ɯ ⁵⁵
1260	Allen2007-1260	Zhoucheng	table	224	桌子	1775	tse³⁵tsɿ³³	0	1038 1039	ts e ³⁵ ts ɿ ³³
4384	Allen2007-4384	Jianchuan	tail	88	尾巴	1220	ɤ̃³³tɤ̃⁵⁵	6083	751 752	ɤ̃ ³³ t ɤ̃ ⁵⁵
4385	Allen2007-4385	Eryuan	tail	88	尾巴	1220	ŋɤ⁴⁴tɤ³⁵	6084	751 752	ŋ ɤ ⁴⁴ t ɤ ³⁵
4386	Allen2007-4386	Heqing	tail	88	尾巴	1220	ṽ³³tuɔ⁵⁵luɔ⁵⁵	6085	751 752 753	ṽ ³³ t u ɔ ⁵⁵ l u ɔ ⁵⁵
4387	Allen2007-4387	Lanping	tail	88	尾巴	1220	wẽ³³tu⁵⁵	6086	751 752	w ẽ ³³ t u ⁵⁵
