ID	TAXA	TAXA_WITH_TONES	CHINESE_TAXA	GLOSS	PINYIN	NUMBER	READING	IPA	TOKENS	ALIGNMENT	PROTO	PROTO_TOKENS	BAXTER	ZGYY	COGID
140	Kunming	Kūnmíng	昆明	法	fǎ	5	fA³¹	fᴀ³¹	f ᴀ ³¹	f - ᴀ - ³¹	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
141	Hangzhou	Hángzhōu	杭州	法	fǎ	5	faɁ⁵	faʔ⁵	f a ʔ ⁵	f - a ʔ ⁵	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
142	Taoyuan	Táoyuán	桃园	法	fǎ	5	fɑp²²	fɑp²²	f ɑ p ²²	f - ɑ p ²²	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
143	Meixian	Méixiàn	梅县	法	fǎ	5	fap¹	fap¹	f a p ¹	f - a p ¹	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
144	Shexian	Shèxiàn	歙县	法	fǎ	5	faɁ²¹	faʔ²¹	f a ʔ ²¹	f - a ʔ ²¹	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
145	Wuhan	Wǔhàn	武汉	法	fǎ	5	fa²¹³	fa²¹³	f a ²¹³	f - a - ²¹³	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
146	Shantou	Shàntóu	汕头	法	fǎ	5	huak²	huak²	h u a k ²	h u a k ²	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
147	Jinan	Jìnán	济南	法	fǎ	5	fa²¹³	fa²¹³	f a ²¹³	f - a - ²¹³	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
148	Haikou	Hǎikǒu	海口	法	fǎ	5	fak⁵	fak⁵	f a k ⁵	f - a k ⁵	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
149	Wenzhou	Wēnzhōu	温州	法	fǎ	5	ho²¹³	ho²¹³	h o ²¹³	h - o - ²¹³	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
150	Xiangtan	Xiāngtán	湘潭	法	fǎ	5	ɸɒ²⁴	ɸɒ²⁴	ɸ ɒ ²⁴	ɸ - ɒ - ²⁴	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
151	Fuzhou	Fúzhōu	福州	法	fǎ	5	huɑɁ²³	huɑʔ²³	h u ɑ ʔ ²³	h u ɑ ʔ ²³	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
152	Suzhou	Sūzhōu	苏州	法	fǎ	5	faɁ⁵	faʔ⁵	f a ʔ ⁵	f - a ʔ ⁵	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
153	Xining	Xīníng	西宁	法	fǎ	5	fa⁴⁴	fa⁴⁴	f a ⁴⁴	f - a - ⁴⁴	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
154	Xian	Xīān	西安	法	fǎ	5	fa²¹	fa²¹	f a ²¹	f - a - ²¹	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
155	Guiyang	Guìyáng	贵阳	法	fǎ	5	fa²¹	fa²¹	f a ²¹	f - a - ²¹	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
156	Zhengzhou	Zhèngzhōu	郑州	法	fǎ	5	fa²⁴	fa²⁴	f a ²⁴	f - a - ²⁴	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
157	Yinchuan	Yínchuān	银川	法	fǎ	5	fa¹³	fa¹³	f a ¹³	f - a - ¹³	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
158	Changsha	Chángshā	长沙	法	fǎ	5	fa²⁴	fa²⁴	f a ²⁴	f - a - ²⁴	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
159	Qingdao	Qīngdǎo	青岛	法	fǎ	5	fa⁵⁵	fa⁵⁵	f a ⁵⁵	f - a - ⁵⁵	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
160	Xianggang	Xiānggǎng	香港	法	fǎ	5	fat³	fat³	f a t ³	f - a t ³	pjop⁴	p j o p ⁴	pjop	咸合三入乏非	5
161	Shanghai	Shànghǎi	上海	达	dá	6	daɁ¹	daʔ¹	d a ʔ ¹	d - a ʔ ¹	dat⁴	d - a t ⁴	dat	山开一入曷定	6
162	Wulumuqi	Wūlǔmùqí	乌鲁木齐	达	dá	6	ta⁵¹	ta⁵¹	t a ⁵¹	t - a - ⁵¹	dat⁴	d - a t ⁴	dat	山开一入曷定	6
163	Lanzhou	Lánzhōu	兰州	达	dá	6	ta⁵³t'a⁵³姓	ta⁵³	t a ⁵³	t - a - ⁵³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
164	Beijing	Běijīng	北京	达	dá	6	ta³⁵	ta³⁵	t a ³⁵	t - a - ³⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
165	Nanjing	Nánjīng	南京	达	dá	6	tɑɁ⁵	tɑʔ⁵	t ɑ ʔ ⁵	t - ɑ ʔ ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
166	Nanning	Nánníng	南宁	达	dá	6	tat²²	tat²²	t a t ²²	t - a t ²²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
167	Nanchang	Nánchāng	南昌	达	dá	6	t'aɁ²	tʰaʔ²	tʰ a ʔ ²	tʰ - a ʔ ²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
168	Xiamen	Xiàmén	厦门	达	dá	6	tat⁵	tat⁵	t a t ⁵	t - a t ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
169	Taibei	Táiběi	台北	达	dá	6	tat⁴⁴	tat⁴⁴	t a t ⁴⁴	t - a t ⁴⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
170	Hefei	Héféi	合肥	达	dá	6	tɐɁ⁵	tɐʔ⁵	t ɐ ʔ ⁵	t - ɐ ʔ ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
171	Huhehaote	Hūhèhàotè	呼和浩特	达	dá	6	taɁ⁴³	taʔ⁴³	t a ʔ ⁴³	t - a ʔ ⁴³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
172	Haerbin	Hāěrbīn	哈尔滨	达	dá	6	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
173	Tianjin	Tiānjīn	天津	达	dá	6	tɑ⁴⁵	tɑ⁴⁵	t ɑ ⁴⁵	t - ɑ - ⁴⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
174	Taiyuan	Tàiyuán	太原	达	dá	6	taɁ⁵⁴	taʔ⁵⁴	t a ʔ ⁵⁴	t - a ʔ ⁵⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
175	Tunxi	Tūnxī	屯溪	达	dá	6	tɔ⁵	tɔ⁵	t ɔ ⁵	t - ɔ - ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
176	Pingyao	Píngyáo	平遥	达	dá	6	tʌɁ⁵³	tʌʔ⁵³	t ʌ ʔ ⁵³	t - ʌ ʔ ⁵³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
177	Guangzhou	Guǎngzhōu	广州	达	dá	6	tat²	tat²	t a t ²	t - a t ²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
178	Jianou	Jiànōu	建瓯	达	dá	6	tuɛ²⁴	tuɛ²⁴	t u ɛ ²⁴	t u ɛ - ²⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
179	Chengdu	Chéngdū	成都	达	dá	6	ta³¹	ta³¹	t a ³¹	t - a - ³¹	dat⁴	d - a t ⁴	dat	山开一入曷定	6
180	Kunming	Kūnmíng	昆明	达	dá	6	tA³¹	tᴀ³¹	t ᴀ ³¹	t - ᴀ - ³¹	dat⁴	d - a t ⁴	dat	山开一入曷定	6
181	Hangzhou	Hángzhōu	杭州	达	dá	6	dɑɁ²	dɑʔ²	d ɑ ʔ ²	d - ɑ ʔ ²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
182	Taoyuan	Táoyuán	桃园	达	dá	6	t'ɑt⁵⁵	tʰɑt⁵⁵	tʰ ɑ t ⁵⁵	tʰ - ɑ t ⁵⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
183	Meixian	Méixiàn	梅县	达	dá	6	t'at⁵	tʰat⁵	tʰ a t ⁵	tʰ - a t ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
184	Shexian	Shèxiàn	歙县	达	dá	6	t'a²²	tʰa²²	tʰ a ²²	tʰ - a - ²²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
185	Wuhan	Wǔhàn	武汉	达	dá	6	ta²¹³	ta²¹³	t a ²¹³	t - a - ²¹³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
186	Shantou	Shàntóu	汕头	达	dá	6	tak⁵	tak⁵	t a k ⁵	t - a k ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
187	Jinan	Jìnán	济南	达	dá	6	ta⁴²	ta⁴²	t a ⁴²	t - a - ⁴²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
188	Haikou	Hǎikǒu	海口	达	dá	6	Ɂdak³	ʔdak³	ʔd a k ³	ʔd - a k ³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
189	Wenzhou	Wēnzhōu	温州	达	dá	6	da²¹³	da²¹³	d a ²¹³	d - a - ²¹³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
190	Xiangtan	Xiāngtán	湘潭	达	dá	6	tɒ²⁴	tɒ²⁴	t ɒ ²⁴	t - ɒ - ²⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
191	Fuzhou	Fúzhōu	福州	达	dá	6	taɁ⁵	taʔ⁵	t a ʔ ⁵	t - a ʔ ⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
192	Suzhou	Sūzhōu	苏州	达	dá	6	daɁ³	daʔ³	d a ʔ ³	d - a ʔ ³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
193	Xining	Xīníng	西宁	达	dá	6	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
194	Xian	Xīān	西安	达	dá	6	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
195	Guiyang	Guìyáng	贵阳	达	dá	6	ta²¹	ta²¹	t a ²¹	t - a - ²¹	dat⁴	d - a t ⁴	dat	山开一入曷定	6
196	Zhengzhou	Zhèngzhōu	郑州	达	dá	6	ta⁴²	ta⁴²	t a ⁴²	t - a - ⁴²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
197	Yinchuan	Yínchuān	银川	达	dá	6	ta¹³	ta¹³	t a ¹³	t - a - ¹³	dat⁴	d - a t ⁴	dat	山开一入曷定	6
198	Changsha	Chángshā	长沙	达	dá	6	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	dat⁴	d - a t ⁴	dat	山开一入曷定	6
199	Qingdao	Qīngdǎo	青岛	达	dá	6	ta⁵⁵	ta⁵⁵	t a ⁵⁵	t - a - ⁵⁵	dat⁴	d - a t ⁴	dat	山开一入曷定	6
200	Xianggang	Xiānggǎng	香港	达	dá	6	tat²	tat²	t a t ²	t - a t ²	dat⁴	d - a t ⁴	dat	山开一入曷定	6
201	Shanghai	Shànghǎi	上海	答	dá	7	taɁ⁵	taʔ⁵	t a ʔ ⁵	t - a ʔ ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
202	Wulumuqi	Wūlǔmùqí	乌鲁木齐	答	dá	7	ta²¹³	ta²¹³	t a ²¹³	t - a - ²¹³	top⁴	t - o p ⁴	top	咸开一入合端	7
203	Lanzhou	Lánzhōu	兰州	答	dá	7	ta¹³	ta¹³	t a ¹³	t - a - ¹³	top⁴	t - o p ⁴	top	咸开一入合端	7
204	Beijing	Běijīng	北京	答	dá	7	ta³⁵	ta³⁵	t a ³⁵	t - a - ³⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
205	Nanjing	Nánjīng	南京	答	dá	7	tɑɁ⁵	tɑʔ⁵	t ɑ ʔ ⁵	t - ɑ ʔ ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
206	Nanning	Nánníng	南宁	答	dá	7	tap³³	tap³³	t a p ³³	t - a p ³³	top⁴	t - o p ⁴	top	咸开一入合端	7
207	Nanchang	Nánchāng	南昌	答	dá	7	taɁ⁵	taʔ⁵	t a ʔ ⁵	t - a ʔ ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
208	Xiamen	Xiàmén	厦门	答	dá	7	tap³²taɁ³²	tap³²	t a p ³²	t - a p ³²	top⁴	t - o p ⁴	top	咸开一入合端	7
209	Taibei	Táiběi	台北	答	dá	7	taɁ³²tap³²	taʔ³²	t a ʔ ³²	t - a ʔ ³²	top⁴	t - o p ⁴	top	咸开一入合端	7
210	Hefei	Héféi	合肥	答	dá	7	tɐɁ⁵	tɐʔ⁵	t ɐ ʔ ⁵	t - ɐ ʔ ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
211	Huhehaote	Hūhèhàotè	呼和浩特	答	dá	7	taɁ⁴³	taʔ⁴³	t a ʔ ⁴³	t - a ʔ ⁴³	top⁴	t - o p ⁴	top	咸开一入合端	7
212	Haerbin	Hāěrbīn	哈尔滨	答	dá	7	ta²⁴ta⁴⁴~理	ta²⁴	t a ²⁴	t - a - ²⁴	top⁴	t - o p ⁴	top	咸开一入合端	7
213	Tianjin	Tiānjīn	天津	答	dá	7	tɑ²¹回~tɑ⁴⁵~对	tɑ²¹	t ɑ ²¹	t - ɑ - ²¹	top⁴	t - o p ⁴	top	咸开一入合端	7
214	Taiyuan	Tàiyuán	太原	答	dá	7	taɁ²	taʔ²	t a ʔ ²	t - a ʔ ²	top⁴	t - o p ⁴	top	咸开一入合端	7
215	Tunxi	Tūnxī	屯溪	答	dá	7	tɔ⁵	tɔ⁵	t ɔ ⁵	t - ɔ - ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
216	Pingyao	Píngyáo	平遥	答	dá	7	tʌɁ⁵³	tʌʔ⁵³	t ʌ ʔ ⁵³	t - ʌ ʔ ⁵³	top⁴	t - o p ⁴	top	咸开一入合端	7
217	Guangzhou	Guǎngzhōu	广州	答	dá	7	tap³	tap³	t a p ³	t - a p ³	top⁴	t - o p ⁴	top	咸开一入合端	7
218	Jianou	Jiànōu	建瓯	答	dá	7	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	top⁴	t - o p ⁴	top	咸开一入合端	7
219	Chengdu	Chéngdū	成都	答	dá	7	ta³¹	ta³¹	t a ³¹	t - a - ³¹	top⁴	t - o p ⁴	top	咸开一入合端	7
220	Kunming	Kūnmíng	昆明	答	dá	7	tA³¹	tᴀ³¹	t ᴀ ³¹	t - ᴀ - ³¹	top⁴	t - o p ⁴	top	咸开一入合端	7
221	Hangzhou	Hángzhōu	杭州	答	dá	7	tɑɁ⁵	tɑʔ⁵	t ɑ ʔ ⁵	t - ɑ ʔ ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
222	Taoyuan	Táoyuán	桃园	答	dá	7	tɑp²²	tɑp²²	t ɑ p ²²	t - ɑ p ²²	top⁴	t - o p ⁴	top	咸开一入合端	7
223	Meixian	Méixiàn	梅县	答	dá	7	tap¹	tap¹	t a p ¹	t - a p ¹	top⁴	t - o p ⁴	top	咸开一入合端	7
224	Shexian	Shèxiàn	歙县	答	dá	7	taɁ²¹	taʔ²¹	t a ʔ ²¹	t - a ʔ ²¹	top⁴	t - o p ⁴	top	咸开一入合端	7
225	Wuhan	Wǔhàn	武汉	答	dá	7	ta²¹³	ta²¹³	t a ²¹³	t - a - ²¹³	top⁴	t - o p ⁴	top	咸开一入合端	7
226	Shantou	Shàntóu	汕头	答	dá	7	tap²	tap²	t a p ²	t - a p ²	top⁴	t - o p ⁴	top	咸开一入合端	7
227	Jinan	Jìnán	济南	答	dá	7	ta²¹³	ta²¹³	t a ²¹³	t - a - ²¹³	top⁴	t - o p ⁴	top	咸开一入合端	7
228	Haikou	Hǎikǒu	海口	答	dá	7	Ɂda⁵⁵	ʔda⁵⁵	ʔd a ⁵⁵	ʔd - a - ⁵⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
229	Wenzhou	Wēnzhōu	温州	答	dá	7	tø²¹³	tø²¹³	t ø ²¹³	t - ø - ²¹³	top⁴	t - o p ⁴	top	咸开一入合端	7
230	Xiangtan	Xiāngtán	湘潭	答	dá	7	tɒ²⁴	tɒ²⁴	t ɒ ²⁴	t - ɒ - ²⁴	top⁴	t - o p ⁴	top	咸开一入合端	7
231	Fuzhou	Fúzhōu	福州	答	dá	7	tɑɁ²³	tɑʔ²³	t ɑ ʔ ²³	t - ɑ ʔ ²³	top⁴	t - o p ⁴	top	咸开一入合端	7
232	Suzhou	Sūzhōu	苏州	答	dá	7	taɁ⁵	taʔ⁵	t a ʔ ⁵	t - a ʔ ⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
233	Xining	Xīníng	西宁	答	dá	7	ta⁴⁴	ta⁴⁴	t a ⁴⁴	t - a - ⁴⁴	top⁴	t - o p ⁴	top	咸开一入合端	7
234	Xian	Xīān	西安	答	dá	7	ta²¹	ta²¹	t a ²¹	t - a - ²¹	top⁴	t - o p ⁴	top	咸开一入合端	7
235	Guiyang	Guìyáng	贵阳	答	dá	7	ta²¹	ta²¹	t a ²¹	t - a - ²¹	top⁴	t - o p ⁴	top	咸开一入合端	7
236	Zhengzhou	Zhèngzhōu	郑州	答	dá	7	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	top⁴	t - o p ⁴	top	咸开一入合端	7
237	Yinchuan	Yínchuān	银川	答	dá	7	ta¹³	ta¹³	t a ¹³	t - a - ¹³	top⁴	t - o p ⁴	top	咸开一入合端	7
238	Changsha	Chángshā	长沙	答	dá	7	ta²⁴	ta²⁴	t a ²⁴	t - a - ²⁴	top⁴	t - o p ⁴	top	咸开一入合端	7
239	Qingdao	Qīngdǎo	青岛	答	dá	7	ta⁵⁵	ta⁵⁵	t a ⁵⁵	t - a - ⁵⁵	top⁴	t - o p ⁴	top	咸开一入合端	7
240	Xianggang	Xiānggǎng	香港	答	dá	7	tap³	tap³	t a p ³	t - a p ³	top⁴	t - o p ⁴	top	咸开一入合端	7
241	Shanghai	Shànghǎi	上海	塔	tǎ	8	t'aɁ⁵	tʰaʔ⁵	tʰ a ʔ ⁵	tʰ - a ʔ ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
242	Wulumuqi	Wūlǔmùqí	乌鲁木齐	塔	tǎ	8	t'a²¹³	tʰa²¹³	tʰ a ²¹³	tʰ - a - ²¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
243	Lanzhou	Lánzhōu	兰州	塔	tǎ	8	t'a¹³	tʰa¹³	tʰ a ¹³	tʰ - a - ¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
244	Beijing	Běijīng	北京	塔	tǎ	8	t'a²¹⁴	tʰa²¹⁴	tʰ a ²¹⁴	tʰ - a - ²¹⁴	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
245	Nanjing	Nánjīng	南京	塔	tǎ	8	t'ɑɁ⁵	tʰɑʔ⁵	tʰ ɑ ʔ ⁵	tʰ - ɑ ʔ ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
246	Nanning	Nánníng	南宁	塔	tǎ	8	t'ap³³	tʰap³³	tʰ a p ³³	tʰ - a p ³³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
247	Nanchang	Nánchāng	南昌	塔	tǎ	8	t'aɁ⁵	tʰaʔ⁵	tʰ a ʔ ⁵	tʰ - a ʔ ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
248	Xiamen	Xiàmén	厦门	塔	tǎ	8	t'ap³²t'aɁ³²	tʰap³²	tʰ a p ³²	tʰ - a p ³²	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
249	Taibei	Táiběi	台北	塔	tǎ	8	t'aɁ³²	tʰaʔ³²	tʰ a ʔ ³²	tʰ - a ʔ ³²	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
250	Hefei	Héféi	合肥	塔	tǎ	8	t'ɐɁ⁵	tʰɐʔ⁵	tʰ ɐ ʔ ⁵	tʰ - ɐ ʔ ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
251	Huhehaote	Hūhèhàotè	呼和浩特	塔	tǎ	8	t'aɁ⁴³	tʰaʔ⁴³	tʰ a ʔ ⁴³	tʰ - a ʔ ⁴³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
252	Haerbin	Hāěrbīn	哈尔滨	塔	tǎ	8	t'a²¹³	tʰa²¹³	tʰ a ²¹³	tʰ - a - ²¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
253	Tianjin	Tiānjīn	天津	塔	tǎ	8	t'ɑ¹³	tʰɑ¹³	tʰ ɑ ¹³	tʰ - ɑ - ¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
254	Taiyuan	Tàiyuán	太原	塔	tǎ	8	t'aɁ²	tʰaʔ²	tʰ a ʔ ²	tʰ - a ʔ ²	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
255	Tunxi	Tūnxī	屯溪	塔	tǎ	8	t'ɔ⁵	tʰɔ⁵	tʰ ɔ ⁵	tʰ - ɔ - ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
256	Pingyao	Píngyáo	平遥	塔	tǎ	8	t'ʌɁ⁵³	tʰʌʔ⁵³	tʰ ʌ ʔ ⁵³	tʰ - ʌ ʔ ⁵³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
257	Guangzhou	Guǎngzhōu	广州	塔	tǎ	8	t'ap³	tʰap³	tʰ a p ³	tʰ - a p ³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
258	Jianou	Jiànōu	建瓯	塔	tǎ	8	t'a²⁴	tʰa²⁴	tʰ a ²⁴	tʰ - a - ²⁴	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
259	Chengdu	Chéngdū	成都	塔	tǎ	8	t'a³¹	tʰa³¹	tʰ a ³¹	tʰ - a - ³¹	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
260	Kunming	Kūnmíng	昆明	塔	tǎ	8	t'A³¹	tʰᴀ³¹	tʰ ᴀ ³¹	tʰ - ᴀ - ³¹	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
261	Hangzhou	Hángzhōu	杭州	塔	tǎ	8	t'ɑɁ⁵	tʰɑʔ⁵	tʰ ɑ ʔ ⁵	tʰ - ɑ ʔ ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
262	Taoyuan	Táoyuán	桃园	塔	tǎ	8	t'ɑp²²	tʰɑp²²	tʰ ɑ p ²²	tʰ - ɑ p ²²	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
263	Meixian	Méixiàn	梅县	塔	tǎ	8	t'ap¹	tʰap¹	tʰ a p ¹	tʰ - a p ¹	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
264	Shexian	Shèxiàn	歙县	塔	tǎ	8	t'aɁ²¹	tʰaʔ²¹	tʰ a ʔ ²¹	tʰ - a ʔ ²¹	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
265	Wuhan	Wǔhàn	武汉	塔	tǎ	8	t'a²¹³	tʰa²¹³	tʰ a ²¹³	tʰ - a - ²¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
266	Shantou	Shàntóu	汕头	塔	tǎ	8	t'aɁ²	tʰaʔ²	tʰ a ʔ ²	tʰ - a ʔ ²	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
267	Jinan	Jìnán	济南	塔	tǎ	8	t'a²¹³	tʰa²¹³	tʰ a ²¹³	tʰ - a - ²¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
268	Haikou	Hǎikǒu	海口	塔	tǎ	8	ha⁵⁵	ha⁵⁵	h a ⁵⁵	h - a - ⁵⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
269	Wenzhou	Wēnzhōu	温州	塔	tǎ	8	t'a²¹³	tʰa²¹³	tʰ a ²¹³	tʰ - a - ²¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
270	Xiangtan	Xiāngtán	湘潭	塔	tǎ	8	t'ɒ²⁴	tʰɒ²⁴	tʰ ɒ ²⁴	tʰ - ɒ - ²⁴	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
271	Fuzhou	Fúzhōu	福州	塔	tǎ	8	t'ɑɁ²³	tʰɑʔ²³	tʰ ɑ ʔ ²³	tʰ - ɑ ʔ ²³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
272	Suzhou	Sūzhōu	苏州	塔	tǎ	8	t'aɁ⁵	tʰaʔ⁵	tʰ a ʔ ⁵	tʰ - a ʔ ⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
273	Xining	Xīníng	西宁	塔	tǎ	8	t'a⁴⁴	tʰa⁴⁴	tʰ a ⁴⁴	tʰ - a - ⁴⁴	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
274	Xian	Xīān	西安	塔	tǎ	8	t'a²¹	tʰa²¹	tʰ a ²¹	tʰ - a - ²¹	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
275	Guiyang	Guìyáng	贵阳	塔	tǎ	8	t'a²¹	tʰa²¹	tʰ a ²¹	tʰ - a - ²¹	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
276	Zhengzhou	Zhèngzhōu	郑州	塔	tǎ	8	t'a²⁴	tʰa²⁴	tʰ a ²⁴	tʰ - a - ²⁴	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
277	Yinchuan	Yínchuān	银川	塔	tǎ	8	t'a¹³	tʰa¹³	tʰ a ¹³	tʰ - a - ¹³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
278	Changsha	Chángshā	长沙	塔	tǎ	8	t'a²⁴	tʰa²⁴	tʰ a ²⁴	tʰ - a - ²⁴	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
279	Qingdao	Qīngdǎo	青岛	塔	tǎ	8	t'a⁵⁵	tʰa⁵⁵	tʰ a ⁵⁵	tʰ - a - ⁵⁵	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
280	Xianggang	Xiānggǎng	香港	塔	tǎ	8	t'ap³	tʰap³	tʰ a p ³	tʰ - a p ³	tʰap⁴	tʰ - a p ⁴	thap	咸开一入盍透	8
281	Shanghai	Shànghǎi	上海	纳	nà	10	naɁ¹	naʔ¹	n a ʔ ¹	n - a ʔ ¹	nop⁴	n - o p ⁴	nop	咸开一入合泥	10
282	Wulumuqi	Wūlǔmùqí	乌鲁木齐	纳	nà	10	na²¹³	na²¹³	n a ²¹³	n - a - ²¹³	nop⁴	n - o p ⁴	nop	咸开一入合泥	10
283	Lanzhou	Lánzhōu	兰州	纳	nà	10	la⁵³	la⁵³	l a ⁵³	l - a - ⁵³	nop⁴	n - o p ⁴	nop	咸开一入合泥	10
284	Beijing	Běijīng	北京	纳	nà	10	na⁵¹	na⁵¹	n a ⁵¹	n - a - ⁵¹	nop⁴	n - o p ⁴	nop	咸开一入合泥	10
